Transcript	GC	GC1	GC2	GC3
AT4G37770	44.751773049645394	48.08510638297872	37.4468085106383	48.723404255319146
AT4G09310	42.3785594639866	53.517587939698494	39.447236180904525	34.17085427135678
AT4G35110	43.366500829187395	51.74129353233831	37.06467661691542	41.29353233830846
AT4G15720	42.13938411669368	47.97406807131281	40.84278768233387	37.60129659643436
AT4G03540	47.07070707070707	53.93939393939394	37.57575757575758	49.696969696969695
AT4G11670	41.89265536723164	49.40677966101695	37.45762711864407	38.813559322033896
AT4G34170	43.197278911564624	45.91836734693877	42.17687074829932	41.49659863945578
AT4G37300	49.04214559386973	54.02298850574713	45.97701149425287	47.12643678160919
AT4G01830	44.38126184673707	50.69049553208773	40.29244516653127	42.1608448415922
AT4G19480	43.66925064599483	51.93798449612403	44.18604651162791	34.883720930232556
AT4G30750	42.48062015503876	46.97674418604651	39.06976744186046	41.395348837209305
AT4G26750	49.13112164296999	57.345971563981045	48.5781990521327	41.46919431279621
AT4G27745	45.794392523364486	50.467289719626166	38.3177570093458	48.598130841121495
AT4G38540	47.14052287581699	51.71568627450981	41.666666666666664	48.03921568627451
AT4G37100	42.437755481233744	49.05239687848383	41.02564102564103	37.23522853957637
AT4G36290	43.291404612159326	51.57232704402516	38.36477987421384	39.937106918238996
AT4G06479	45.82210242587601	52.2911051212938	36.92722371967655	48.24797843665768
AT4G24980	45.75645756457565	50.18450184501845	40.59040590405904	46.494464944649444
AT4G04920	46.364347146207976	53.55746677091478	50.11727912431587	35.41829554339328
AT4G12030	41.911764705882355	46.568627450980394	42.15686274509804	37.009803921568626
AT4G20250	36.904761904761905	37.5	41.07142857142857	32.142857142857146
AT4G20735	37.270341207349084	44.09448818897638	30.708661417322833	37.00787401574803
AT4G33840	44.82957827845176	48.8734835355286	40.55459272097054	45.060658578856156
AT4G20935	42.911877394636015	44.827586206896555	41.37931034482759	42.52873563218391
AT4G37590	42.74239816408491	48.19277108433735	39.75903614457831	40.27538726333907
AT4G18290	40.71462153267513	47.10860366713681	37.09449929478138	37.94076163610719
AT4G12830	42.38578680203046	48.73096446700507	42.89340101522843	35.53299492385787
AT4G15075	39.447731755424066	43.78698224852071	33.13609467455621	41.42011834319526
AT4G12600	39.67391304347826	51.08695652173913	34.23913043478261	33.69565217391305
AT4G31630	43.01494476933073	49.512670565302145	39.96101364522417	39.57115009746589
AT4G27790	44.89402697495183	54.6242774566474	27.167630057803468	52.89017341040462
AT4G14950	43.48521183053557	48.6810551558753	40.7673860911271	41.007194244604314
AT4G31900	41.83984483236353	50.955943474646716	32.25270157938487	42.31088944305902
AT4G17440	53.191489361702125	55.744680851063826	49.361702127659576	54.46808510638298
AT4G15550	46.73684210526316	51.1578947368421	39.36842105263158	49.68421052631579
AT4G02220	44.07319013524264	54.41527446300716	40.572792362768496	37.23150357995227
AT4G23730	43.663471778487754	50.47923322683706	39.29712460063898	41.21405750798722
AT4G01120	45.983379501385045	54.016620498614955	49.03047091412743	34.903047091412745
AT4G31610	43.977055449330784	51.62523900573614	39.38814531548757	40.91778202676864
AT4G17243	29.41176470588235	23.529411764705884	32.35294117647059	32.35294117647059
AT4G09150	43.94904458598726	51.31938125568699	40.94631483166515	39.581437670609645
AT4G15053	40.42904290429043	46.53465346534654	37.12871287128713	37.62376237623762
AT4G26590	46.99381078691424	46.15384615384615	41.246684350132625	53.58090185676392
AT4G24130	47.89029535864979	49.36708860759494	34.81012658227848	59.49367088607595
AT4G26920	42.56854256854257	44.8051948051948	38.96103896103896	43.93939393939394
AT4G27640	44.29615506831903	59.10390848427073	37.08293612964728	36.70162059103909
AT4G00360	52.888086642599276	54.69314079422383	40.7942238267148	63.17689530685921
AT4G23000	41.55797101449275	45.869565217391305	37.93478260869565	40.869565217391305
AT4G35200	40.41994750656168	43.7007874015748	35.826771653543304	41.732283464566926
AT4G07400	42.88288288288288	46.486486486486484	44.68468468468468	37.47747747747748
AT4G29840	47.50158127767236	52.182163187855785	43.64326375711575	46.67931688804554
AT4G04940	42.810098792535676	49.72557628979144	37.65093304061471	41.05378704720088
AT4G35655	45.893719806763286	44.927536231884055	52.17391304347826	40.57971014492754
AT4G24990	44.53781512605042	47.05882352941177	38.65546218487395	47.89915966386555
AT4G01850	49.23857868020305	56.34517766497462	40.35532994923858	51.015228426395936
AT4G14620	42.20272904483431	45.02923976608187	34.50292397660819	47.07602339181287
AT4G17270	42.82945736434109	50.872093023255815	32.26744186046512	45.348837209302324
AT4G03153	38.888888888888886	43.98148148148148	32.870370370370374	39.81481481481482
AT4G36660	47.77777777777778	47.22222222222222	47.77777777777778	48.333333333333336
AT4G25590	47.58454106280193	44.927536231884055	34.78260869565217	63.04347826086956
AT4G16045	37.1627502175805	49.08616187989556	28.720626631853786	33.68146214099217
AT4G38170	44.688644688644686	51.64835164835165	40.84249084249084	41.57509157509158
AT4G21895	45.416666666666664	57.916666666666664	40.0	38.333333333333336
AT4G19860	43.34577114427861	52.985074626865675	36.56716417910448	40.485074626865675
AT4G10190	39.492753623188406	43.47826086956522	33.96739130434783	41.03260869565217
AT4G29340	51.111111111111114	60.0	40.0	53.333333333333336
AT4G34620	46.78362573099415	53.50877192982456	39.473684210526315	47.36842105263158
AT4G22470	49.55673758865248	57.97872340425532	63.829787234042556	26.861702127659573
AT4G12710	47.39454094292804	56.575682382134	40.44665012406948	45.16129032258065
AT4G23120	39.796860572483844	49.58448753462604	29.36288088642659	40.443213296398895
AT4G39840	43.067846607669615	40.04424778761062	38.93805309734513	50.2212389380531
AT4G15093	41.358024691358025	49.25925925925926	39.629629629629626	35.18518518518518
AT4G01440	41.43897996357013	45.62841530054645	38.25136612021858	40.43715846994535
AT4G02715	43.85113268608414	49.51456310679612	54.36893203883495	27.66990291262136
AT4G29400	43.124312431243126	48.18481848184818	33.333333333333336	47.85478547854785
AT4G10070	47.37609329446064	61.9533527696793	47.8134110787172	32.36151603498542
AT4G12470	49.17695473251029	52.46913580246913	51.851851851851855	43.20987654320987
AT4G21440	41.40550807217474	42.16524216524216	39.03133903133903	43.01994301994302
AT4G26170	42.40631163708087	46.74556213017752	45.36489151873767	35.108481262327416
AT4G09500	43.340857787810386	51.46726862302483	37.92325056433408	40.63205417607224
AT4G22430	40.01610305958132	43.71980676328502	37.43961352657005	38.888888888888886
AT4G38905	42.33473980309423	41.77215189873418	40.50632911392405	44.72573839662447
AT4G08620	46.92307692307692	51.84615384615385	39.07692307692308	49.84615384615385
AT4G31405	36.666666666666664	40.0	33.75	36.25
AT4G26483	45.490196078431374	54.11764705882353	36.470588235294116	45.88235294117647
AT4G11485	39.48220064724919	38.83495145631068	50.48543689320388	29.12621359223301
AT4G03110	43.96681749622926	53.16742081447964	42.53393665158371	36.199095022624434
AT4G00525	46.09929078014184	52.4822695035461	36.170212765957444	49.645390070921984
AT4G11730	42.055692055692056	48.648648648648646	38.08353808353808	39.434889434889435
AT4G09860	35.75757575757576	47.27272727272727	30.90909090909091	29.09090909090909
AT4G37880	42.759211653813196	48.329048843187664	34.96143958868895	44.987146529562985
AT4G30970	36.79012345679013	43.7037037037037	33.333333333333336	33.333333333333336
AT4G28990	51.5993265993266	58.08080808080808	55.55555555555556	41.16161616161616
AT4G08485	36.7816091954023	41.37931034482759	45.97701149425287	22.988505747126435
AT4G32990	43.87031408308004	49.848024316109424	42.857142857142854	38.90577507598784
AT4G10640	44.9685534591195	44.81132075471698	47.16981132075472	42.924528301886795
AT4G29035	37.719298245614034	40.78947368421053	34.21052631578947	38.1578947368421
AT4G00700	47.26911618669315	53.22740814299901	39.4240317775571	49.15590863952334
AT4G27480	46.998420221169035	49.28909952606635	44.07582938388626	47.6303317535545
AT4G19370	43.730886850152906	50.45871559633027	36.69724770642202	44.03669724770642
AT4G32915	45.085470085470085	50.0	46.15384615384615	39.1025641025641
AT4G25225	43.956043956043956	36.26373626373626	35.16483516483517	60.43956043956044
AT4G16770	41.6988416988417	51.737451737451735	37.06563706563706	36.293436293436294
AT4G28080	45.69597069597069	54.78021978021978	41.92307692307692	40.38461538461539
AT4G35080	46.23931623931624	49.23076923076923	49.743589743589745	39.743589743589745
AT4G19210	43.34433443344334	51.65016501650165	36.303630363036305	42.07920792079208
AT4G00660	43.47826086956522	54.940711462450594	34.58498023715415	40.90909090909091
AT4G22820	47.64595103578154	53.10734463276836	50.282485875706215	39.548022598870055
AT4G22220	49.6031746031746	56.54761904761905	42.857142857142854	49.404761904761905
AT4G10280	41.13475177304964	49.645390070921984	33.333333333333336	40.42553191489362
AT4G24100	43.29660238751148	52.06611570247934	41.184573002754824	36.63911845730028
AT4G33660	52.81385281385281	64.93506493506493	58.44155844155844	35.064935064935064
AT4G35310	42.01077199281867	51.70556552962298	35.90664272890485	38.42010771992819
AT4G37680	44.3307757885763	48.593350383631716	37.851662404092075	46.547314578005114
AT4G02410	45.18518518518518	46.666666666666664	39.55555555555556	49.333333333333336
AT4G17020	41.40786749482402	46.997929606625256	36.024844720496894	41.200828157349896
AT4G36940	42.083333333333336	53.214285714285715	38.392857142857146	34.642857142857146
AT4G02570	42.625169147496614	49.52638700947226	31.52909336941813	46.82002706359946
AT4G14070	42.49084249084249	49.58791208791209	41.20879120879121	36.675824175824175
AT4G13490	44.7870778267254	55.947136563876654	38.76651982378855	39.647577092511014
AT4G01040	43.15545243619489	49.419953596287705	36.19489559164733	43.851508120649655
AT4G23010	41.56064461407973	44.529262086513995	38.16793893129771	41.98473282442748
AT4G26250	43.62017804154303	51.632047477744806	34.4213649851632	44.80712166172107
AT4G34700	50.0	60.16949152542373	41.52542372881356	48.30508474576271
AT4G13410	42.627013630731106	47.39776951672862	33.64312267657993	46.84014869888476
AT4G29750	42.87410926365796	51.187648456057005	40.26128266033254	37.173396674584325
AT4G27280	50.63613231552163	57.25190839694657	40.458015267175576	54.19847328244275
AT4G32330	43.83561643835616	55.47945205479452	42.922374429223744	33.10502283105023
AT4G23870	43.58974358974359	51.282051282051285	37.60683760683761	41.88034188034188
AT4G00680	42.384105960264904	43.70860927152318	35.09933774834437	48.34437086092715
AT4G15735	43.82716049382716	46.2962962962963	49.074074074074076	36.111111111111114
AT4G36900	51.26903553299493	58.88324873096447	48.73096446700507	46.192893401015226
AT4G21580	45.70552147239264	58.282208588957054	42.63803680981595	36.19631901840491
AT4G26070	43.47417840375587	47.04225352112676	39.436619718309856	43.943661971830984
AT4G34135	46.28099173553719	50.82644628099174	37.8099173553719	50.20661157024794
AT4G33810	42.046783625730995	45.6140350877193	35.6140350877193	44.91228070175438
AT4G31530	43.36283185840708	51.32743362831859	44.24778761061947	34.51327433628319
AT4G24910	43.77637130801688	46.835443037974684	43.037974683544306	41.45569620253165
AT4G19100	43.25581395348837	44.651162790697676	41.86046511627907	43.25581395348837
AT4G15900	46.26967830253251	52.15605749486653	45.9958932238193	40.6570841889117
AT4G31790	42.68585131894484	55.75539568345324	34.172661870503596	38.1294964028777
AT4G09590	48.899371069182386	49.528301886792455	39.62264150943396	57.54716981132076
AT4G21323	43.407960199004975	49.12935323383085	43.90547263681592	37.18905472636816
AT4G30230	47.12643678160919	50.191570881226056	50.57471264367816	40.61302681992337
AT4G14600	46.13526570048309	50.0	37.68115942028985	50.72463768115942
AT4G26370	46.35761589403973	52.64900662251656	44.370860927152314	42.05298013245033
AT4G28350	46.236559139784944	47.21407624633431	40.76246334310851	50.733137829912025
AT4G05400	46.34794156706507	53.78486055776892	41.832669322709165	43.42629482071713
AT4G30120	43.52363413136894	51.74953959484346	40.88397790055249	37.93738489871087
AT4G00340	48.595848595848594	47.74114774114774	46.15384615384615	51.89255189255189
AT4G12520	47.17948717948718	49.23076923076923	46.92307692307692	45.38461538461539
AT4G27040	45.68393094289509	55.37848605577689	38.24701195219124	43.42629482071713
AT4G30980	48.9322191272052	50.97493036211699	47.910863509749305	47.910863509749305
AT4G16515	43.693693693693696	45.945945945945944	44.5945945945946	40.54054054054054
AT4G27130	48.24561403508772	55.26315789473684	33.333333333333336	56.14035087719298
AT4G01600	44.72934472934473	47.00854700854701	41.88034188034188	45.2991452991453
AT4G21690	48.666666666666664	52.285714285714285	41.42857142857143	52.285714285714285
AT4G01570	42.266335814722915	47.27047146401985	37.96526054590571	41.563275434243174
AT4G14370	39.98732572877059	46.67300380228137	36.88212927756654	36.40684410646388
AT4G11090	42.87913779830639	48.729792147806	36.72055427251732	43.187066974595844
AT4G27860	43.247588424437296	50.32154340836013	39.067524115755624	40.353697749196144
AT4G20680	43.91727493917275	42.33576642335766	38.68613138686131	50.72992700729927
AT4G37400	49.00398406374502	53.18725099601593	38.24701195219124	55.57768924302789
AT4G11521	41.35338345864662	39.849624060150376	47.36842105263158	36.8421052631579
AT4G36910	46.976090014064695	50.63291139240506	44.72573839662447	45.56962025316456
AT4G22505	55.49278091650973	63.27683615819209	82.29755178907722	20.903954802259886
AT4G23530	49.95801847187238	54.15617128463476	43.576826196473554	52.141057934508815
AT4G17260	48.11676082862524	58.75706214689266	40.96045197740113	44.632768361581924
AT4G04423	42.88747346072187	52.22929936305732	34.394904458598724	42.038216560509554
AT4G04180	43.372157515252354	56.07321131447588	42.42928452579035	31.61397670549085
AT4G05200	42.0268972142171	45.821325648414984	40.63400576368876	39.62536023054755
AT4G08310	42.508250825082506	53.663366336633665	36.039603960396036	37.82178217821782
AT4G12920	42.64957264957265	48.205128205128204	36.92307692307692	42.82051282051282
AT4G27990	49.467275494672755	51.141552511415526	48.401826484018265	48.858447488584474
AT4G22870	38.52813852813853	44.8051948051948	31.818181818181817	38.96103896103896
AT4G00752	46.87943262411348	57.234042553191486	43.829787234042556	39.57446808510638
AT4G11990	42.23107569721115	49.00398406374502	40.83665338645418	36.852589641434264
AT4G19060	44.010416666666664	50.78125	33.854166666666664	47.395833333333336
AT4G19905	38.96103896103896	37.66233766233766	41.55844155844156	37.66233766233766
AT4G29860	44.6167097329888	55.29715762273902	46.51162790697674	32.041343669250644
AT4G00070	38.888888888888886	47.77777777777778	33.333333333333336	35.55555555555556
AT4G31990	44.27645788336933	50.323974082073434	40.388768898488124	42.11663066954644
AT4G26880	49.23747276688453	41.1764705882353	49.673202614379086	56.86274509803921
AT4G12370	40.753045404208194	41.86046511627907	39.8671096345515	40.53156146179402
AT4G21910	49.01960784313726	52.15686274509804	42.745098039215684	52.15686274509804
AT4G15080	45.572554473806214	53.26842837273992	48.67872044506259	34.770514603616135
AT4G39510	41.91224623444663	47.347740667976424	34.577603143418465	43.81139489194499
AT4G36830	49.51456310679612	44.983818770226534	47.57281553398058	55.98705501618123
AT4G32490	50.0	52.7027027027027	46.3963963963964	50.9009009009009
AT4G09550	47.68518518518518	58.333333333333336	44.44444444444444	40.27777777777778
AT4G22570	46.3768115942029	58.69565217391305	36.41304347826087	44.02173913043478
AT4G14240	44.64646464646464	55.75757575757576	38.78787878787879	39.39393939393939
AT4G19830	47.10144927536232	50.43478260869565	52.608695652173914	38.26086956521739
AT4G09520	43.74577417173766	57.606490872210955	43.00202839756592	30.628803245436107
AT4G05470	47.23127035830619	48.534201954397396	39.08794788273616	54.071661237785015
AT4G19750	48.393021120293845	49.862258953168045	43.80165289256198	51.515151515151516
AT4G38495	46.666666666666664	52.8	39.2	48.0
AT4G28720	47.540983606557376	52.459016393442624	38.64168618266979	51.522248243559716
AT4G12510	46.666666666666664	49.23076923076923	46.92307692307692	43.84615384615385
AT4G37608	36.36363636363637	51.13636363636363	23.863636363636363	34.09090909090909
AT4G34900	43.377646479566714	52.65878877400296	41.13737075332349	36.33677991137371
AT4G00335	43.63001745200698	50.261780104712045	46.07329842931937	34.55497382198953
AT4G28800	51.164483260553126	55.89519650655022	51.52838427947598	46.069868995633186
AT4G10950	46.008230452674894	47.901234567901234	41.23456790123457	48.888888888888886
AT4G21870	40.98765432098765	50.370370370370374	37.77777777777778	34.81481481481482
AT4G31230	46.36165577342048	51.24183006535948	44.052287581699346	43.790849673202615
AT4G15975	46.46892655367232	48.728813559322035	44.49152542372882	46.186440677966104
AT4G24644	38.18181818181818	40.0	40.0	34.54545454545455
AT4G18670	51.3986013986014	55.24475524475525	60.83916083916084	38.11188811188811
AT4G13955	38.24561403508772	38.94736842105263	40.0	35.78947368421053
AT4G26210	43.90243902439025	45.52845528455285	39.83739837398374	46.34146341463415
AT4G22035	35.24590163934426	42.622950819672134	32.78688524590164	30.327868852459016
AT4G32272	42.96296296296296	43.888888888888886	42.77777777777778	42.22222222222222
AT4G12820	39.503386004514674	44.24379232505643	37.246049661399546	37.020316027088036
AT4G00480	40.79173838209983	45.438898450946645	36.48881239242685	40.44750430292599
AT4G09970	41.96547144754316	48.60557768924303	42.23107569721115	35.059760956175296
AT4G19870	45.05403158769742	44.13965087281795	44.13965087281795	46.88279301745636
AT4G37190	42.80639431616341	50.44404973357016	41.56305506216696	36.41207815275311
AT4G11830	43.09607156748347	52.275379229871646	40.25670945157526	36.7561260210035
AT4G16190	48.39572192513369	56.41711229946524	43.04812834224599	45.72192513368984
AT4G09210	44.086021505376344	41.935483870967744	45.806451612903224	44.516129032258064
AT4G16141	45.11784511784512	44.94949494949495	46.96969696969697	43.43434343434343
AT4G03260	44.19862340216323	53.83480825958702	42.182890855457224	36.57817109144543
AT4G21640	44.6866485013624	50.0	47.002724795640326	37.05722070844686
AT4G10490	44.126074498567334	50.429799426934096	38.68194842406877	43.26647564469914
AT4G05320	50.07278020378457	53.056768558951966	32.751091703056765	64.41048034934498
AT4G12870	41.73913043478261	45.65217391304348	33.91304347826087	45.65217391304348
AT4G27610	44.776119402985074	49.55223880597015	42.08955223880597	42.6865671641791
AT4G10200	36.920980926430516	43.73297002724796	32.69754768392371	34.33242506811989
AT4G12040	47.34848484848485	48.86363636363637	47.15909090909091	46.02272727272727
AT4G11543	43.45238095238095	42.857142857142854	26.785714285714285	60.714285714285715
AT4G22980	41.845238095238095	44.464285714285715	40.714285714285715	40.357142857142854
AT4G39950	48.05269186712486	48.797250859106526	39.34707903780069	56.013745704467354
AT4G02600	43.45351043643264	52.56166982922201	35.673624288425046	42.125237191650854
AT4G14160	45.348837209302324	54.263565891472865	41.08527131782946	40.69767441860465
AT4G04090	43.523316062176164	49.22279792746114	35.751295336787564	45.59585492227979
AT4G25620	47.851851851851855	49.333333333333336	55.55555555555556	38.666666666666664
AT4G28470	44.91778774289985	55.493273542600896	36.210762331838566	43.04932735426009
AT4G36690	48.257839721254356	59.930313588850176	47.73519163763066	37.10801393728223
AT4G11930	47.4969474969475	54.57875457875458	39.1941391941392	48.717948717948715
AT4G12840	41.16161616161616	47.474747474747474	40.656565656565654	35.35353535353536
AT4G01460	42.29957805907173	49.68354430379747	39.87341772151899	37.34177215189873
AT4G34550	42.023809523809526	45.714285714285715	39.642857142857146	40.714285714285715
AT4G25750	44.982698961937714	46.36678200692042	38.4083044982699	50.173010380622834
AT4G26030	35.444947209653094	42.53393665158371	32.57918552036199	31.221719457013574
AT4G40042	44.680851063829785	47.87234042553192	36.170212765957444	50.0
AT4G24413	41.37931034482759	44.827586206896555	39.08045977011494	40.229885057471265
AT4G04330	42.476190476190474	46.285714285714285	38.857142857142854	42.285714285714285
AT4G18580	43.10344827586207	60.3448275862069	38.793103448275865	30.17241379310345
AT4G04320	41.61849710982659	50.09633911368015	38.921001926782274	35.83815028901734
AT4G24530	45.0	54.03846153846154	40.57692307692308	40.38461538461539
AT4G26860	47.712418300653596	58.03921568627451	41.96078431372549	43.13725490196079
AT4G04580	39.321357285429144	50.89820359281437	32.93413173652694	34.131736526946106
AT4G23940	44.56177402323126	55.33262935586061	39.17634635691658	39.17634635691658
AT4G14280	44.013350020859406	48.81101376720901	37.79724655819775	45.431789737171464
AT4G00590	48.41075794621027	57.701711491442545	51.58924205378973	35.94132029339853
AT4G16050	40.529735132433785	49.92503748125937	37.78110944527736	33.88305847076462
AT4G36630	43.223443223443226	51.14885114885115	38.96103896103896	39.56043956043956
AT4G17390	52.19512195121951	54.146341463414636	44.8780487804878	57.5609756097561
AT4G19650	39.23552557616639	41.989881956155145	35.58178752107926	40.13490725126476
AT4G28180	54.474708171206224	61.86770428015564	54.86381322957198	46.69260700389105
AT4G27580	50.476190476190474	57.142857142857146	47.61904761904762	46.666666666666664
AT4G30064	46.835443037974684	53.164556962025316	51.89873417721519	35.44303797468354
AT4G39380	42.55451713395639	47.47663551401869	44.67289719626168	35.51401869158879
AT4G29590	45.073375262054505	48.742138364779876	44.0251572327044	42.45283018867924
AT4G26460	47.05882352941177	50.0	36.76470588235294	54.411764705882355
AT4G20330	43.670150987224154	49.12891986062718	34.84320557491289	47.038327526132406
AT4G39060	43.63143631436314	43.08943089430894	39.56639566395664	48.23848238482385
AT4G31960	46.111111111111114	42.5	45.833333333333336	50.0
AT4G18240	41.210374639769455	52.06532180595581	35.92699327569645	35.6388088376561
AT4G26965	46.846846846846844	53.513513513513516	47.027027027027025	40.0
AT4G29130	45.80818242790074	56.33802816901409	41.04627766599597	40.04024144869215
AT4G04025	40.866290018832395	42.3728813559322	37.85310734463277	42.3728813559322
AT4G29870	47.97687861271676	51.445086705202314	42.19653179190752	50.28901734104046
AT4G21890	43.320848938826465	50.93632958801498	40.823970037453186	38.20224719101124
AT4G15090	41.706924315619965	48.792270531400966	35.14492753623188	41.18357487922705
AT4G02160	43.47826086956522	51.08695652173913	36.41304347826087	42.93478260869565
AT4G16600	46.464646464646464	50.101010101010104	37.57575757575758	51.717171717171716
AT4G12543	43.73522458628842	45.39007092198582	39.00709219858156	46.808510638297875
AT4G32370	36.929057337220605	40.2332361516035	38.775510204081634	31.778425655976676
AT4G36860	42.15686274509804	55.536332179930795	38.23529411764706	32.69896193771626
AT4G23240	41.72951231774761	46.90799396681749	40.120663650075414	38.159879336349924
AT4G29430	44.35897435897436	48.46153846153846	38.46153846153846	46.15384615384615
AT4G31650	42.730496453900706	44.148936170212764	41.48936170212766	42.5531914893617
AT4G19975	40.84507042253521	46.478873239436616	38.028169014084504	38.028169014084504
AT4G12580	43.13725490196079	57.84313725490196	33.333333333333336	38.23529411764706
AT4G28250	51.698113207547166	52.83018867924528	50.56603773584906	51.698113207547166
AT4G11440	41.49443561208267	44.992050874403816	44.51510333863275	34.97615262321145
AT4G10305	40.87591240875913	43.065693430656935	37.22627737226277	42.33576642335766
AT4G35210	40.50464807436919	43.42629482071713	36.65338645418327	41.43426294820717
AT4G26040	37.669376693766935	47.96747967479675	27.642276422764226	37.39837398373984
AT4G16610	46.666666666666664	47.80487804878049	42.926829268292686	49.26829268292683
AT4G27060	46.358381502890175	53.179190751445084	45.31791907514451	40.578034682080926
AT4G01810	45.10026485054862	54.14301929625426	46.08399545970488	35.07377979568672
AT4G19390	44.038929440389296	38.68613138686131	44.89051094890511	48.54014598540146
AT4G01335	39.603960396039604	45.54455445544554	37.62376237623762	35.64356435643565
AT4G24120	44.21364985163205	49.25816023738872	37.53709198813056	45.845697329376854
AT4G26310	45.16539440203562	50.76335877862596	44.656488549618324	40.0763358778626
AT4G25740	49.438202247191015	57.86516853932584	50.561797752808985	39.8876404494382
AT4G02370	44.642857142857146	42.26190476190476	39.285714285714285	52.38095238095238
AT4G38000	48.717948717948715	44.534412955465584	46.15384615384615	55.465587044534416
AT4G15440	46.23376623376623	53.506493506493506	39.74025974025974	45.45454545454545
AT4G07940	43.57142857142857	52.142857142857146	44.285714285714285	34.285714285714285
AT4G21065	41.55480984340045	46.644295302013425	36.241610738255034	41.77852348993289
AT4G34690	42.1474358974359	43.75	35.57692307692308	47.11538461538461
AT4G29880	45.00891265597148	47.05882352941177	36.63101604278075	51.336898395721924
AT4G27240	46.99074074074074	45.370370370370374	46.75925925925926	48.842592592592595
AT4G38520	50.62344139650873	57.35660847880299	42.8927680798005	51.62094763092269
AT4G36100	42.33473980309423	48.10126582278481	33.755274261603375	45.14767932489451
AT4G17410	46.81964573268921	54.106280193236714	47.82608695652174	38.52657004830918
AT4G14710	44.884488448844884	54.45544554455446	34.15841584158416	46.039603960396036
AT4G20930	42.1455938697318	48.275862068965516	44.252873563218394	33.9080459770115
AT4G09070	43.333333333333336	49.54545454545455	34.09090909090909	46.36363636363637
AT4G16250	47.15307582260372	54.163090128755364	39.39914163090129	47.896995708154506
AT4G00200	49.21630094043887	55.4858934169279	53.91849529780564	38.244514106583075
AT4G12270	46.63774403470716	49.240780911062906	42.29934924078091	48.37310195227766
AT4G03415	45.34470504619758	50.74626865671642	44.349680170575695	40.93816631130064
AT4G31720	44.93827160493827	60.74074074074074	37.03703703703704	37.03703703703704
AT4G14905	44.14655942806077	45.84450402144772	43.69973190348526	42.89544235924933
AT4G32060	43.8877755511022	48.296593186372746	42.28456913827655	41.08216432865731
AT4G21105	42.51207729468599	39.130434782608695	39.130434782608695	49.27536231884058
AT4G24140	47.09418837675351	47.09418837675351	40.6813627254509	53.50701402805611
AT4G20800	45.11657214870826	48.20415879017013	39.50850661625709	47.63705103969754
AT4G18180	40.8983451536643	41.607565011820334	45.8628841607565	35.22458628841608
AT4G19540	44.37367303609342	57.00636942675159	40.445859872611464	35.6687898089172
AT4G07675	38.492063492063494	57.142857142857146	36.30952380952381	22.023809523809526
AT4G35300	46.08108108108108	54.729729729729726	43.37837837837838	40.13513513513514
AT4G02360	44.946236559139784	47.74193548387097	38.70967741935484	48.38709677419355
AT4G31100	41.889030072003386	46.75984752223634	40.9148665819568	37.99237611181702
AT4G13320	41.16743471582181	48.38709677419355	34.10138248847926	41.013824884792626
AT4G20535	50.18726591760299	58.98876404494382	38.764044943820224	52.80898876404494
AT4G18425	39.56386292834891	45.794392523364486	41.58878504672897	31.30841121495327
AT4G31050	40.86021505376344	50.17921146953405	33.691756272401435	38.70967741935484
AT4G01150	46.464646464646464	49.09090909090909	44.24242424242424	46.06060606060606
AT4G10613	44.21768707482993	37.414965986394556	44.21768707482993	51.02040816326531
AT4G16640	47.57990867579909	51.78082191780822	40.0	50.95890410958904
AT4G17718	38.888888888888886	36.27450980392157	46.07843137254902	34.31372549019608
AT4G15850	44.04079031230083	53.53728489483748	43.21223709369025	35.37284894837476
AT4G37780	41.61220043572985	40.849673202614376	35.62091503267974	48.36601307189542
AT4G35070	45.23809523809524	49.24812030075188	32.70676691729323	53.7593984962406
AT4G03080	47.3167044595616	57.59637188208617	47.05215419501134	37.301587301587304
AT4G08520	42.30769230769231	53.84615384615385	34.61538461538461	38.46153846153846
AT4G29370	44.67897977132806	45.382585751978894	43.007915567282325	45.64643799472295
AT4G08545	43.66197183098591	52.816901408450704	33.80281690140845	44.36619718309859
AT4G03930	43.87301587301587	47.80952380952381	39.42857142857143	44.38095238095238
AT4G25380	48.346055979643765	48.091603053435115	46.56488549618321	50.38167938931298
AT4G21340	41.72185430463576	45.6953642384106	41.390728476821195	38.079470198675494
AT4G13640	48.1981981981982	53.37837837837838	45.945945945945944	45.270270270270274
AT4G37840	46.01889338731444	54.65587044534413	40.08097165991903	43.31983805668016
AT4G19160	43.4654919236417	51.3215859030837	42.290748898678416	36.784140969163
AT4G38775	56.957928802588995	68.93203883495146	59.22330097087379	42.71844660194175
AT4G25150	44.699872286079184	45.97701149425287	35.24904214559387	52.87356321839081
AT4G24490	42.56259204712813	50.95729013254786	36.52430044182621	40.20618556701031
AT4G18490	41.2106135986733	46.14427860696517	39.67661691542288	37.81094527363184
AT4G14520	44.94195688225539	50.74626865671642	35.82089552238806	48.25870646766169
AT4G01560	40.310077519379846	48.83720930232558	36.91860465116279	35.174418604651166
AT4G07445	40.65040650406504	31.70731707317073	53.65853658536585	36.58536585365854
AT4G13030	42.37405106970324	46.79089026915114	42.028985507246375	38.302277432712216
AT4G32420	46.4200477326969	41.527446300715994	60.739856801909305	36.9928400954654
AT4G10420	39.52528379772962	46.130030959752325	33.43653250773994	39.0092879256966
AT4G07820	45.75569358178054	49.68944099378882	42.857142857142854	44.72049689440994
