Feature,Subgenome
Zm00001d014569,maize1
Zm00001d052639,maize1
Zm00001d039200,maize1
Zm00001d033447,maize1
Zm00001d022613,maize1
Zm00001d052636,maize1
Zm00001d018712,maize1
Zm00001d034252,maize1
Zm00001d033448,maize1
Zm00001d034251,maize1
Zm00001d001856,maize1
Zm00001d052420,maize1
Zm00001d034662,maize1
Zm00001d002621,maize1
Zm00001d034250,maize1
Zm00001d001855,maize1
Zm00001d034249,maize1
Zm00001d031485,maize1
Zm00001d001852,maize1
Zm00001d039341,maize1
Zm00001d034665,maize1
Zm00001d037976,maize1
Zm00001d015020,maize1
Zm00001d023757,maize1
Zm00001d039461,maize1
Zm00001d037975,maize1
Zm00001d032931,maize1
Zm00001d049000,maize1
Zm00001d048969,maize1
Zm00001d017392,maize1
Zm00001d039460,maize1
Zm00001d023756,maize1
Zm00001d037974,maize1
Zm00001d034666,maize1
Zm00001d000432,maize1
Zm00001d033553,maize1
Zm00001d037972,maize1
Zm00001d003563,maize1
Zm00001d003559,maize1
Zm00001d033531,maize1
Zm00001d003850,maize1
Zm00001d042117,maize1
Zm00001d042378,maize1
Zm00001d044144,maize1
Zm00001d029577,maize1
Zm00001d038890,maize1
Zm00001d023558,maize1
Zm00001d017282,maize1
Zm00001d020909,maize1
Zm00001d017281,maize1
Zm00001d030090,maize1
Zm00001d034439,maize1
Zm00001d034440,maize1
Zm00001d035184,maize1
Zm00001d002364,maize1
Zm00001d002362,maize1
Zm00001d040301,maize1
Zm00001d038965,maize1
Zm00001d043911,maize1
Zm00001d043110,maize1
Zm00001d021204,maize1
Zm00001d043619,maize1
Zm00001d030251,maize1
Zm00001d021205,maize1
Zm00001d052977,maize1
Zm00001d003707,maize1
Zm00001d015569,maize1
Zm00001d018180,maize1
Zm00001d021207,maize1
Zm00001d021208,maize1
Zm00001d035657,maize1
Zm00001d046496,maize1
Zm00001d039703,maize1
Zm00001d014391,maize1
Zm00001d040314,maize1
Zm00001d034360,maize1
Zm00001d040313,maize1
Zm00001d038164,maize1
Zm00001d043076,maize1
Zm00001d015568,maize1
Zm00001d038930,maize1
Zm00001d028207,maize1
Zm00001d031700,maize1
Zm00001d038645,maize1
Zm00001d043128,maize1
Zm00001d038646,maize1
Zm00001d002649,maize1
Zm00001d020872,maize1
Zm00001d016166,maize1
Zm00001d031701,maize1
Zm00001d016006,maize1
Zm00001d029093,maize1
Zm00001d015778,maize1
Zm00001d032204,maize1
Zm00001d019567,maize1
Zm00001d019568,maize1
Zm00001d043444,maize1
Zm00001d000123,maize1
Zm00001d037949,maize1
Zm00001d034107,maize1
Zm00001d034320,maize1
Zm00001d004472,maize1
Zm00001d040202,maize1
Zm00001d000122,maize1
Zm00001d045478,maize1
Zm00001d014796,maize1
Zm00001d021532,maize1
Zm00001d014797,maize1
Zm00001d032685,maize1
Zm00001d015519,maize1
Zm00001d021188,maize1
Zm00001d018060,maize1
Zm00001d033291,maize1
Zm00001d027700,maize1
Zm00001d043093,maize1
Zm00001d031520,maize1
Zm00001d040202,maize1
Zm00001d031794,maize1
Zm00001d022496,maize1
Zm00001d038680,maize1
Zm00001d038218,maize1
Zm00001d033291,maize1
Zm00001d018061,maize1
Zm00001d027428,maize1
Zm00001d033292,maize1
Zm00001d027429,maize1
Zm00001d040203,maize1
Zm00001d030103,maize1
Zm00001d001928,maize1
Zm00001d001929,maize1
Zm00001d015560,maize1
Zm00001d052346,maize1
Zm00001d044970,maize1
Zm00001d033217,maize1
Zm00001d018377,maize1
Zm00001d043991,maize1
Zm00001d020773,maize1
Zm00001d034428,maize1
Zm00001d048721,maize1
Zm00001d044967,maize1
Zm00001d002370,maize1
Zm00001d045036,maize1
Zm00001d040624,maize1
Zm00001d021023,maize1
Zm00001d048718,maize1
Zm00001d024606,maize1
Zm00001d024337,maize1
Zm00001d045845,maize1
Zm00001d016890,maize1
Zm00001d032932,maize1
Zm00001d016891,maize1
Zm00001d028181,maize1
Zm00001d048717,maize1
Zm00001d015772,maize1
Zm00001d024631,maize1
Zm00001d044526,maize1
Zm00001d016892,maize1
Zm00001d018944,maize1
Zm00001d021177,maize1
Zm00001d028930,maize1
Zm00001d002823,maize1
Zm00001d015550,maize1
Zm00001d002095,maize1
Zm00001d020367,maize1
Zm00001d044527,maize1
Zm00001d030004,maize1
Zm00001d021180,maize1
Zm00001d053076,maize1
Zm00001d033827,maize1
Zm00001d001933,maize1
Zm00001d020486,maize1
Zm00001d015921,maize1
Zm00001d044515,maize1
Zm00001d002091,maize1
Zm00001d034058,maize1
Zm00001d021181,maize1
Zm00001d044516,maize1
Zm00001d029850,maize1
Zm00001d002090,maize1
Zm00001d029849,maize1
Zm00001d018093,maize1
Zm00001d029848,maize1
Zm00001d045264,maize1
Zm00001d002713,maize1
Zm00001d032956,maize1
Zm00001d020578,maize1
Zm00001d017612,maize1
Zm00001d052410,maize1
Zm00001d018946,maize1
Zm00001d032632,maize1
Zm00001d044518,maize1
Zm00001d044519,maize1
Zm00001d017611,maize1
Zm00001d002714,maize1
Zm00001d001934,maize1
Zm00001d001935,maize1
Zm00001d018947,maize1
Zm00001d028171,maize1
Zm00001d052411,maize1
Zm00001d000017,maize1
Zm00001d020023,maize1
Zm00001d042011,maize1
Zm00001d043312,maize1
Zm00001d053120,maize1
Zm00001d046655,maize1
Zm00001d022626,maize1
Zm00001d045755,maize1
Zm00001d015635,maize1
Zm00001d022294,maize1
Zm00001d043155,maize1
Zm00001d029461,maize1
Zm00001d003463,maize1
Zm00001d043156,maize1
Zm00001d003462,maize1
Zm00001d043157,maize1
Zm00001d003460,maize1
Zm00001d043158,maize1
Zm00001d017204,maize1
Zm00001d019515,maize1
Zm00001d020580,maize1
Zm00001d044409,maize1
Zm00001d031026,maize1
Zm00001d003459,maize1
Zm00001d044410,maize1
Zm00001d028338,maize1
Zm00001d044411,maize1
Zm00001d021908,maize1
Zm00001d002403,maize1
Zm00001d028339,maize1
Zm00001d044813,maize1
Zm00001d030053,maize1
Zm00001d015152,maize1
Zm00001d016918,maize1
Zm00001d034490,maize1
Zm00001d022144,maize1
Zm00001d015151,maize1
Zm00001d020751,maize1
Zm00001d020752,maize1
Zm00001d002122,maize1
Zm00001d045427,maize1
Zm00001d021906,maize1
Zm00001d040265,maize1
Zm00001d018131,maize1
Zm00001d028504,maize1
Zm00001d029568,maize1
Zm00001d020754,maize1
Zm00001d028497,maize1
Zm00001d021904,maize1
Zm00001d021904,maize1
Zm00001d002402,maize1
Zm00001d021903,maize1
Zm00001d024843,maize1
Zm00001d045127,maize1
Zm00001d034187,maize1
Zm00001d033683,maize1
Zm00001d042911,maize1
Zm00001d034184,maize1
Zm00001d020755,maize1
Zm00001d034578,maize1
Zm00001d034183,maize1
Zm00001d019473,maize1
Zm00001d034241,maize1
Zm00001d042906,maize1
Zm00001d042905,maize1
Zm00001d002121,maize1
Zm00001d002119,maize1
Zm00001d020584,maize1
Zm00001d017424,maize1
Zm00001d019701,maize1
Zm00001d040660,maize1
Zm00001d029053,maize1
Zm00001d010381,maize1
Zm00001d033545,maize1
Zm00001d046135,maize1
Zm00001d017601,maize1
Zm00001d003594,maize1
Zm00001d014516,maize1
Zm00001d043827,maize1
Zm00001d046292,maize1
Zm00001d003817,maize1
Zm00001d024319,maize1
Zm00001d045812,maize1
Zm00001d033065,maize1
Zm00001d021225,maize1
Zm00001d043829,maize1
Zm00001d020585,maize1
Zm00001d038280,maize1
Zm00001d027718,maize1
Zm00001d043165,maize1
Zm00001d021226,maize1
Zm00001d032440,maize1
Zm00001d029263,maize1
Zm00001d038319,maize1
Zm00001d030995,maize1
Zm00001d034424,maize1
Zm00001d035048,maize1
Zm00001d035048,maize1
Zm00001d021227,maize1
Zm00001d032439,maize1
Zm00001d038594,maize1
Zm00001d014498,maize1
Zm00001d020968,maize1
Zm00001d028512,maize1
Zm00001d018574,maize1
Zm00001d028726,maize1
Zm00001d016371,maize1
Zm00001d039174,maize1
Zm00001d033642,maize1
Zm00001d033174,maize1
Zm00001d002240,maize1
Zm00001d033860,maize1
Zm00001d029102,maize1
Zm00001d031161,maize1
Zm00001d032114,maize1
Zm00001d016000,maize1
Zm00001d016000,maize1
Zm00001d002241,maize1
Zm00001d018571,maize1
Zm00001d033795,maize1
Zm00001d016703,maize1
Zm00001d018847,maize1
Zm00001d023950,maize1
Zm00001d016704,maize1
Zm00001d029101,maize1
Zm00001d027266,maize1
Zm00001d045378,maize1
Zm00001d032112,maize1
Zm00001d016705,maize1
Zm00001d033172,maize1
Zm00001d046539,maize1
Zm00001d016707,maize1
Zm00001d017557,maize1
Zm00001d044228,maize1
Zm00001d016695,maize1
Zm00001d031540,maize1
Zm00001d029590,maize1
Zm00001d034074,maize1
Zm00001d033171,maize1
Zm00001d046161,maize1
Zm00001d042751,maize1
Zm00001d042750,maize1
Zm00001d003800,maize1
Zm00001d041996,maize1
Zm00001d017558,maize1
Zm00001d042749,maize1
Zm00001d033170,maize1
Zm00001d042747,maize1
Zm00001d018024,maize1
Zm00001d031539,maize1
Zm00001d034076,maize1
Zm00001d046930,maize1
Zm00001d018887,maize1
Zm00001d038783,maize1
Zm00001d040303,maize1
Zm00001d021051,maize1
Zm00001d030762,maize1
Zm00001d033988,maize1
Zm00001d028742,maize1
Zm00001d038784,maize1
Zm00001d046659,maize1
Zm00001d021282,maize1
Zm00001d018884,maize1
Zm00001d034091,maize1
Zm00001d019706,maize1
Zm00001d003676,maize1
Zm00001d019262,maize1
Zm00001d044274,maize1
Zm00001d044388,maize1
Zm00001d017274,maize1
Zm00001d015364,maize1
Zm00001d020395,maize1
Zm00001d040541,maize1
Zm00001d020351,maize1
Zm00001d038857,maize1
Zm00001d038676,maize1
Zm00001d014966,maize1
Zm00001d043963,maize1
Zm00001d014965,maize1
Zm00001d042892,maize1
Zm00001d003800,maize1
Zm00001d029525,maize1
Zm00001d014962,maize1
Zm00001d014961,maize1
Zm00001d014960,maize1
Zm00001d031651,maize1
Zm00001d038595,maize1
Zm00001d017928,maize1
Zm00001d048953,maize1
Zm00001d003151,maize1
Zm00001d029324,maize1
Zm00001d017927,maize1
Zm00001d029052,maize1
Zm00001d032408,maize1
Zm00001d017650,maize1
Zm00001d017251,maize1
Zm00001d014786,maize1
Zm00001d017926,maize1
Zm00001d029051,maize1
Zm00001d017651,maize1
Zm00001d023811,maize1
Zm00001d029125,maize1
Zm00001d015459,maize1
Zm00001d020640,maize1
Zm00001d032795,maize1
Zm00001d044759,maize1
Zm00001d045216,maize1
Zm00001d032794,maize1
Zm00001d029126,maize1
Zm00001d004498,maize1
Zm00001d045215,maize1
Zm00001d034964,maize1
Zm00001d016935,maize1
Zm00001d027548,maize1
Zm00001d021551,maize1
Zm00001d021632,maize1
Zm00001d021629,maize1
Zm00001d020757,maize1
Zm00001d014785,maize1
Zm00001d015517,maize1
Zm00001d027549,maize1
Zm00001d029581,maize1
Zm00001d027550,maize1
Zm00001d052453,maize1
Zm00001d027729,maize1
Zm00001d033539,maize1
Zm00001d018384,maize1
Zm00001d029067,maize1
Zm00001d037775,maize1
Zm00001d040111,maize1
Zm00001d042132,maize1
Zm00001d027731,maize1
Zm00001d043874,maize1
Zm00001d052452,maize1
Zm00001d040109,maize1
Zm00001d021599,maize1
Zm00001d002260,maize1
Zm00001d031535,maize1
Zm00001d015628,maize1
Zm00001d046223,maize1
Zm00001d045808,maize1
Zm00001d004524,maize1
Zm00001d021600,maize1
Zm00001d014911,maize1
Zm00001d004525,maize1
Zm00001d035666,maize1
Zm00001d019450,maize1
Zm00001d027734,maize1
Zm00001d048804,maize1
Zm00001d029970,maize1
Zm00001d019449,maize1
Zm00001d046537,maize1
Zm00001d028827,maize1
Zm00001d002259,maize1
Zm00001d019447,maize1
Zm00001d017696,maize1
Zm00001d003784,maize1
Zm00001d032875,maize1
Zm00001d046761,maize1
Zm00001d042169,maize1
Zm00001d002550,maize1
Zm00001d020731,maize1
Zm00001d002257,maize1
Zm00001d030770,maize1
Zm00001d002789,maize1
Zm00001d022588,maize1
Zm00001d022009,maize1
Zm00001d014366,maize1
Zm00001d002790,maize1
Zm00001d021687,maize1
Zm00001d034565,maize1
Zm00001d046358,maize1
Zm00001d022550,maize1
Zm00001d028094,maize1
Zm00001d033337,maize1
Zm00001d033815,maize1
Zm00001d004469,maize1
Zm00001d034564,maize1
Zm00001d039469,maize1
Zm00001d014679,maize1
Zm00001d033338,maize1
Zm00001d034935,maize1
Zm00001d042699,maize1
Zm00001d043675,maize1
Zm00001d043613,maize1
Zm00001d029594,maize1
Zm00001d024595,maize1
Zm00001d031720,maize1
Zm00001d042697,maize1
Zm00001d020454,maize1
Zm00001d043853,maize1
Zm00001d043854,maize1
Zm00001d021400,maize1
Zm00001d039194,maize1
Zm00001d021401,maize1
Zm00001d024596,maize1
Zm00001d038333,maize1
Zm00001d034934,maize1
Zm00001d001881,maize1
Zm00001d029799,maize1
Zm00001d034931,maize1
Zm00001d043855,maize1
Zm00001d016992,maize1
Zm00001d027343,maize1
Zm00001d038336,maize1
Zm00001d038337,maize1
Zm00001d027344,maize1
Zm00001d021506,maize1
Zm00001d018045,maize1
Zm00001d027345,maize1
Zm00001d027346,maize1
Zm00001d027347,maize1
Zm00001d038338,maize1
Zm00001d028661,maize1
Zm00001d042437,maize1
Zm00001d030691,maize1
Zm00001d030016,maize1
Zm00001d028392,maize1
Zm00001d029419,maize1
Zm00001d039481,maize1
Zm00001d016493,maize1
Zm00001d042438,maize1
Zm00001d001883,maize1
Zm00001d016492,maize1
Zm00001d028660,maize1
Zm00001d039480,maize1
Zm00001d018468,maize1
Zm00001d049234,maize1
Zm00001d028598,maize1
Zm00001d052933,maize1
Zm00001d034443,maize1
Zm00001d043520,maize1
Zm00001d033994,maize1
Zm00001d016490,maize1
Zm00001d001879,maize1
Zm00001d033993,maize1
Zm00001d002860,maize1
Zm00001d024516,maize1
Zm00001d018467,maize1
Zm00001d002859,maize1
Zm00001d018466,maize1
Zm00001d032372,maize1
Zm00001d032373,maize1
Zm00001d033992,maize1
Zm00001d021168,maize1
Zm00001d042634,maize1
Zm00001d023908,maize1
Zm00001d016773,maize1
Zm00001d002856,maize1
Zm00001d001884,maize1
Zm00001d032156,maize1
Zm00001d043301,maize1
Zm00001d019122,maize1
Zm00001d002743,maize1
Zm00001d003671,maize1
Zm00001d042633,maize1
Zm00001d020874,maize1
Zm00001d017987,maize1
Zm00001d020011,maize1
Zm00001d043548,maize1
Zm00001d043549,maize1
Zm00001d020875,maize1
Zm00001d037565,maize1
Zm00001d019291,maize1
Zm00001d019290,maize1
Zm00001d018461,maize1
Zm00001d024541,maize1
Zm00001d043890,maize1
Zm00001d044457,maize1
Zm00001d018460,maize1
Zm00001d029938,maize1
Zm00001d028543,maize1
Zm00001d040462,maize1
Zm00001d022171,maize1
Zm00001d022172,maize1
Zm00001d045096,maize1
Zm00001d003742,maize1
Zm00001d017818,maize1
Zm00001d053162,maize1
Zm00001d022174,maize1
Zm00001d032659,maize1
Zm00001d037894,maize1
Zm00001d029855,maize1
Zm00001d046416,maize1
Zm00001d029856,maize1
Zm00001d020876,maize1
Zm00001d038991,maize1
Zm00001d038642,maize1
Zm00001d033592,maize1
Zm00001d039874,maize1
Zm00001d022175,maize1
Zm00001d019207,maize1
Zm00001d015639,maize1
Zm00001d003902,maize1
Zm00001d038876,maize1
Zm00001d033591,maize1
Zm00001d017085,maize1
Zm00001d003009,maize1
Zm00001d038877,maize1
Zm00001d043589,maize1
Zm00001d018464,maize1
Zm00001d040158,maize1
Zm00001d028208,maize1
Zm00001d038988,maize1
Zm00001d043590,maize1
Zm00001d028354,maize1
Zm00001d043591,maize1
Zm00001d043592,maize1
Zm00001d024518,maize1
Zm00001d032118,maize1
Zm00001d031732,maize1
Zm00001d030993,maize1
Zm00001d024286,maize1
Zm00001d034444,maize1
Zm00001d038412,maize1
Zm00001d022433,maize1
Zm00001d002288,maize1
Zm00001d015665,maize1
Zm00001d044918,maize1
Zm00001d015664,maize1
Zm00001d002600,maize1
Zm00001d003203,maize1
Zm00001d020980,maize1
Zm00001d018431,maize1
Zm00001d002601,maize1
Zm00001d038667,maize1
Zm00001d040666,maize1
Zm00001d044854,maize1
Zm00001d018227,maize1
Zm00001d032990,maize1
Zm00001d042371,maize1
Zm00001d043900,maize1
Zm00001d018787,maize1
Zm00001d052928,maize1
Zm00001d017291,maize1
Zm00001d022131,maize1
Zm00001d031669,maize1
Zm00001d022130,maize1
Zm00001d043902,maize1
Zm00001d023990,maize1
Zm00001d031323,maize1
Zm00001d044933,maize1
Zm00001d031325,maize1
Zm00001d033558,maize1
Zm00001d031326,maize1
Zm00001d033557,maize1
Zm00001d031327,maize1
Zm00001d042581,maize1
Zm00001d033228,maize1
Zm00001d046318,maize1
Zm00001d018340,maize1
Zm00001d021139,maize1
Zm00001d039150,maize1
Zm00001d038166,maize1
Zm00001d046319,maize1
Zm00001d031328,maize1
Zm00001d042582,maize1
Zm00001d018341,maize1
Zm00001d038167,maize1
Zm00001d002623,maize1
Zm00001d040757,maize1
Zm00001d042306,maize1
Zm00001d002624,maize1
Zm00001d021138,maize1
Zm00001d003213,maize1
Zm00001d002624,maize1
Zm00001d015952,maize1
Zm00001d042583,maize1
Zm00001d042307,maize1
Zm00001d042308,maize1
Zm00001d034706,maize1
Zm00001d015484,maize1
Zm00001d032521,maize1
Zm00001d021846,maize1
Zm00001d031064,maize1
Zm00001d048774,maize1
Zm00001d042585,maize1
Zm00001d044826,maize1
Zm00001d015975,maize1
Zm00001d015976,maize1
Zm00001d029215,maize1
Zm00001d001885,maize1
Zm00001d001887,maize1
Zm00001d001894,maize1
Zm00001d046388,maize1
Zm00001d020350,maize1
Zm00001d032696,maize1
Zm00001d042663,maize1
Zm00001d040204,maize1
Zm00001d032961,maize1
Zm00001d016938,maize1
Zm00001d043497,maize1
Zm00001d022491,maize1
Zm00001d042664,maize1
Zm00001d022490,maize1
Zm00001d003155,maize1
Zm00001d040205,maize1
Zm00001d004466,maize1
Zm00001d021842,maize1
Zm00001d021841,maize1
Zm00001d020238,maize1
Zm00001d022201,maize1
Zm00001d042600,maize1
Zm00001d002051,maize1
Zm00001d021840,maize1
Zm00001d018475,maize1
Zm00001d033477,maize1
Zm00001d040644,maize1
Zm00001d033339,maize1
Zm00001d042910,maize1
Zm00001d044243,maize1
Zm00001d034534,maize1
Zm00001d021839,maize1
Zm00001d033340,maize1
Zm00001d017179,maize1
Zm00001d002905,maize1
Zm00001d020237,maize1
Zm00001d020236,maize1
Zm00001d002052,maize1
Zm00001d029164,maize1
Zm00001d038605,maize1
Zm00001d020355,maize1
Zm00001d002053,maize1
Zm00001d003593,maize1
Zm00001d023910,maize1
Zm00001d032198,maize1
Zm00001d002663,maize1
Zm00001d042909,maize1
Zm00001d022097,maize1
Zm00001d004023,maize1
Zm00001d027409,maize1
Zm00001d003102,maize1
Zm00001d032199,maize1
Zm00001d042908,maize1
Zm00001d020384,maize1
Zm00001d034533,maize1
Zm00001d022266,maize1
Zm00001d029217,maize1
Zm00001d022265,maize1
Zm00001d042127,maize1
Zm00001d032480,maize1
Zm00001d015867,maize1
Zm00001d032591,maize1
Zm00001d048615,maize1
Zm00001d003083,maize1
Zm00001d020790,maize1
Zm00001d042317,maize1
Zm00001d031818,maize1
Zm00001d033882,maize1
Zm00001d031817,maize1
Zm00001d003041,maize1
Zm00001d015400,maize1
Zm00001d033362,maize1
Zm00001d030023,maize1
Zm00001d043270,maize1
Zm00001d040129,maize1
Zm00001d029408,maize1
Zm00001d045481,maize1
Zm00001d029910,maize1
Zm00001d019279,maize1
Zm00001d045894,maize1
Zm00001d031071,maize1
Zm00001d045480,maize1
Zm00001d033054,maize1
Zm00001d021050,maize1
Zm00001d040196,maize1
Zm00001d018151,maize1
Zm00001d040197,maize1
Zm00001d033053,maize1
Zm00001d040201,maize1
Zm00001d042813,maize1
Zm00001d040426,maize1
Zm00001d021891,maize1
Zm00001d003127,maize1
Zm00001d019354,maize1
Zm00001d023669,maize1
Zm00001d029763,maize1
Zm00001d039613,maize1
Zm00001d033168,maize1
Zm00001d024857,maize1
Zm00001d039297,maize1
Zm00001d039614,maize1
Zm00001d015477,maize1
Zm00001d031638,maize1
Zm00001d031637,maize1
Zm00001d022361,maize1
Zm00001d042814,maize1
Zm00001d022360,maize1
Zm00001d029483,maize1
Zm00001d046500,maize1
Zm00001d034039,maize1
Zm00001d029133,maize1
Zm00001d045527,maize1
Zm00001d045544,maize1
Zm00001d034888,maize1
Zm00001d031636,maize1
Zm00001d018405,maize1
Zm00001d039568,maize1
Zm00001d033511,maize1
Zm00001d018336,maize1
Zm00001d039566,maize1
Zm00001d018404,maize1
Zm00001d046170,maize1
Zm00001d043751,maize1
Zm00001d018208,maize1
Zm00001d003418,maize1
Zm00001d020926,maize1
Zm00001d020925,maize1
Zm00001d021716,maize1
Zm00001d034872,maize1
Zm00001d020923,maize1
Zm00001d002274,maize1
Zm00001d029595,maize1
Zm00001d018209,maize1
Zm00001d039565,maize1
Zm00001d042355,maize1
Zm00001d002275,maize1
Zm00001d020533,maize1
Zm00001d001827,maize1
Zm00001d016542,maize1
Zm00001d001826,maize1
Zm00001d028873,maize1
Zm00001d029596,maize1
Zm00001d003869,maize1
Zm00001d023922,maize1
Zm00001d042966,maize1
Zm00001d033068,maize1
Zm00001d014732,maize1
Zm00001d029328,maize1
Zm00001d029597,maize1
Zm00001d016470,maize1
Zm00001d016604,maize1
Zm00001d040735,maize1
Zm00001d042245,maize1
Zm00001d038022,maize1
Zm00001d045578,maize1
Zm00001d021511,maize1
Zm00001d038021,maize1
Zm00001d042244,maize1
Zm00001d028924,maize1
Zm00001d038020,maize1
Zm00001d037540,maize1
Zm00001d001848,maize1
Zm00001d001847,maize1
Zm00001d014559,maize1
Zm00001d028926,maize1
Zm00001d045579,maize1
Zm00001d046281,maize1
Zm00001d001820,maize1
Zm00001d045580,maize1
Zm00001d043229,maize1
Zm00001d038076,maize1
Zm00001d017859,maize1
Zm00001d043845,maize1
Zm00001d014736,maize1
Zm00001d042445,maize1
Zm00001d033579,maize1
Zm00001d031413,maize1
Zm00001d032303,maize1
Zm00001d000128,maize1
Zm00001d043232,maize1
Zm00001d031213,maize1
Zm00001d020932,maize1
Zm00001d015308,maize1
Zm00001d038978,maize1
Zm00001d015307,maize1
Zm00001d039378,maize1
Zm00001d046286,maize1
Zm00001d042842,maize1
Zm00001d015758,maize1
Zm00001d020256,maize1
Zm00001d038974,maize1
Zm00001d021522,maize1
Zm00001d038973,maize1
Zm00001d015759,maize1
Zm00001d039879,maize1
Zm00001d029435,maize1
Zm00001d027319,maize1
Zm00001d024574,maize1
Zm00001d033508,maize1
Zm00001d027321,maize1
Zm00001d027371,maize1
Zm00001d015399,maize1
Zm00001d045926,maize1
Zm00001d038971,maize1
Zm00001d018247,maize1
Zm00001d021314,maize1
Zm00001d037941,maize1
Zm00001d014467,maize1
Zm00001d037582,maize1
Zm00001d032691,maize1
Zm00001d033684,maize1
Zm00001d015433,maize1
Zm00001d020257,maize1
Zm00001d027709,maize1
Zm00001d027665,maize1
Zm00001d031911,maize1
Zm00001d038970,maize1
Zm00001d027708,maize1
Zm00001d002613,maize1
Zm00001d003928,maize1
Zm00001d027322,maize1
Zm00001d039970,maize1
Zm00001d035760,maize1
Zm00001d031254,maize1
Zm00001d003119,maize1
Zm00001d019631,maize1
Zm00001d002614,maize1
Zm00001d002615,maize1
Zm00001d003117,maize1
Zm00001d002024,maize1
Zm00001d024587,maize1
Zm00001d002025,maize1
Zm00001d015638,maize1
Zm00001d022607,maize1
Zm00001d030146,maize1
Zm00001d020639,maize1
Zm00001d040035,maize1
Zm00001d044564,maize1
Zm00001d030010,maize1
Zm00001d019297,maize1
Zm00001d022164,maize1
Zm00001d029201,maize1
Zm00001d002027,maize1
Zm00001d046812,maize1
Zm00001d042536,maize1
Zm00001d022163,maize1
Zm00001d030009,maize1
Zm00001d001784,maize1
Zm00001d045000,maize1
Zm00001d002029,maize1
Zm00001d004013,maize1
Zm00001d042365,maize1
Zm00001d029555,maize1
Zm00001d040302,maize1
Zm00001d042363,maize1
Zm00001d016848,maize1
Zm00001d029674,maize1
Zm00001d016845,maize1
Zm00001d030775,maize1
Zm00001d028756,maize1
Zm00001d028757,maize1
Zm00001d000006,maize1
Zm00001d021240,maize1
Zm00001d028757,maize1
Zm00001d028759,maize1
Zm00001d003584,maize1
Zm00001d001980,maize1
Zm00001d027383,maize1
Zm00001d029675,maize1
Zm00001d015342,maize1
Zm00001d028443,maize1
Zm00001d024429,maize1
Zm00001d033268,maize1
Zm00001d028613,maize1
Zm00001d015346,maize1
Zm00001d035761,maize1
Zm00001d028612,maize1
Zm00001d042706,maize1
Zm00001d044328,maize1
Zm00001d046586,maize1
Zm00001d032588,maize1
Zm00001d023945,maize1
Zm00001d044329,maize1
Zm00001d002696,maize1
Zm00001d023946,maize1
Zm00001d046587,maize1
Zm00001d039262,maize1
Zm00001d015842,maize1
Zm00001d040611,maize1
Zm00001d034594,maize1
Zm00001d038130,maize1
Zm00001d039260,maize1
Zm00001d046590,maize1
Zm00001d044330,maize1
Zm00001d029680,maize1
Zm00001d044951,maize1
Zm00001d033492,maize1
Zm00001d014991,maize1
Zm00001d033849,maize1
Zm00001d014989,maize1
Zm00001d014848,maize1
Zm00001d015355,maize1
Zm00001d032716,maize1
Zm00001d028216,maize1
Zm00001d000229,maize1
Zm00001d015356,maize1
Zm00001d044090,maize1
Zm00001d038409,maize1
Zm00001d033314,maize1
Zm00001d033314,maize1
Zm00001d044089,maize1
Zm00001d039764,maize1
Zm00001d019117,maize1
Zm00001d027361,maize1
Zm00001d037794,maize1
Zm00001d029963,maize1
Zm00001d035756,maize1
Zm00001d016758,maize1
Zm00001d000227,maize1
Zm00001d021520,maize1
Zm00001d002680,maize1
Zm00001d031473,maize1
Zm00001d040796,maize1
Zm00001d023694,maize1
Zm00001d040795,maize1
Zm00001d014844,maize1
Zm00001d014844,maize1
Zm00001d043687,maize1
Zm00001d039904,maize1
Zm00001d028309,maize1
Zm00001d052321,maize1
Zm00001d020052,maize1
Zm00001d019650,maize1
Zm00001d020675,maize1
Zm00001d015301,maize1
Zm00001d038577,maize1
Zm00001d038577,maize1
Zm00001d038578,maize1
Zm00001d020674,maize1
Zm00001d023695,maize1
Zm00001d038859,maize1
Zm00001d004372,maize1
Zm00001d037617,maize1
Zm00001d014705,maize1
Zm00001d027504,maize1
Zm00001d027505,maize1
Zm00001d033878,maize1
Zm00001d033877,maize1
Zm00001d014704,maize1
Zm00001d014703,maize1
Zm00001d038579,maize1
Zm00001d030109,maize1
Zm00001d039903,maize1
Zm00001d024861,maize1
Zm00001d018916,maize1
Zm00001d037956,maize1
Zm00001d037958,maize1
Zm00001d021219,maize1
Zm00001d053060,maize1
Zm00001d029862,maize1
Zm00001d053065,maize1
Zm00001d002302,maize1
Zm00001d002301,maize1
Zm00001d018915,maize1
Zm00001d024858,maize1
Zm00001d044170,maize1
Zm00001d017943,maize1
Zm00001d040084,maize1
Zm00001d017571,maize1
Zm00001d017945,maize1
Zm00001d018328,maize1
Zm00001d024807,maize1
Zm00001d021813,maize1
Zm00001d020834,maize1
Zm00001d003846,maize1
Zm00001d017043,maize1
Zm00001d044168,maize1
Zm00001d032035,maize1
Zm00001d035672,maize1
Zm00001d003193,maize1
Zm00001d021993,maize1
Zm00001d016528,maize1
Zm00001d035669,maize1
Zm00001d045042,maize1
Zm00001d028912,maize1
Zm00001d040429,maize1
Zm00001d003017,maize1
Zm00001d046673,maize1
Zm00001d052322,maize1
Zm00001d003018,maize1
Zm00001d028432,maize1
Zm00001d052323,maize1
Zm00001d014947,maize1
Zm00001d020837,maize1
Zm00001d020835,maize1
Zm00001d000163,maize1
