Feature,Subgenome
Bo1g019820,LF
Bo1g019850,LF
Bo1g019860,LF
Bo1g019870,LF
Bo1g019880,LF
Bo1g019890,LF
Bo1g019900,LF
Bo1g019910,LF
Bo1g019940,LF
Bo1g019960,LF
Bo1g019970,LF
Bo1g019980,LF
Bo1g020010,LF
Bo1g020020,LF
Bo1g020030,LF
Bo1g020050,LF
Bo1g020100,LF
Bo1g020110,LF
Bo1g020140,LF
Bo1g020150,LF
Bo1g020160,LF
Bo1g020180,LF
Bo1g020200,LF
Bo1g020210,LF
Bo1g020220,LF
Bo1g020240,LF
Bo1g020260,LF
Bo1g020270,LF
Bo1g020310,LF
Bo1g020360,LF
Bo1g020370,LF
Bo1g021400,LF
Bo1g021390,LF
Bo1g020380,LF
Bo1g020390,LF
Bo1g021420,LF
Bo1g021430,LF
Bo1g021440,LF
Bo1g021450,LF
Bo1g021460,LF
Bo1g021490,LF
Bo1g021500,LF
Bo1g021530,LF
Bo1g021540,LF
Bo1g021630,LF
Bo1g021700,LF
Bo1g021730,LF
Bo1g021740,LF
Bo1g021780,LF
Bo1g021820,LF
Bo1g021830,LF
Bo1g021850,LF
Bo1g021940,LF
Bo1g021950,LF
Bo1g021960,LF
Bo1g022000,LF
Bo1g022040,LF
Bo1g022080,LF
Bo1g022090,LF
Bo1g022100,LF
Bo1g022110,LF
Bo1g022120,LF
Bo1g022130,LF
Bo1g022140,LF
Bo1g022150,LF
Bo1g022170,LF
Bo1g022180,LF
Bo1g022190,LF
Bo1g022200,LF
Bo1g022220,LF
Bo1g022230,LF
Bo1g022240,LF
Bo1g022260,LF
Bo1g022280,LF
Bo1g022290,LF
Bo1g022310,LF
Bo1g020350,LF
Bo1g020340,LF
Bo1g022410,LF
Bo1g022420,LF
Bo1g022430,LF
Bo1g022460,LF
Bo1g022470,LF
Bo1g022480,LF
Bo1g022510,LF
Bo1g022530,LF
Bo1g022560,LF
Bo1g022570,LF
Bo1g022580,LF
Bo1g022590,LF
Bo1g022630,LF
Bo1g022660,LF
Bo1g022740,LF
Bo1g023860,LF
Bo1g023880,LF
Bo1g023920,LF
Bo1g023930,LF
Bo1g023940,LF
Bo1g023960,LF
Bo1g023970,LF
Bo1g023980,LF
Bo1g024010,LF
Bo1g024020,LF
Bo1g024040,LF
Bo1g024050,LF
Bo1g024090,LF
Bo1g024100,LF
Bo1g024150,LF
Bo1g024170,LF
Bo1g024180,LF
Bo1g024210,LF
Bo1g024220,LF
Bo1g024230,LF
Bo1g024240,LF
Bo1g024250,LF
Bo1g024260,LF
Bo1g024270,LF
Bo1g024300,LF
Bo1g024330,LF
Bo1g024340,LF
Bo1g024360,LF
Bo1g024370,LF
Bo1g024420,LF
Bo1g024430,LF
Bo1g025450,LF
Bo1g025530,LF
Bo1g025540,LF
Bo1g025550,LF
Bo1g025580,LF
Bo1g025600,LF
Bo1g025620,LF
Bo1g025630,LF
Bo1g025640,LF
Bo1g025650,LF
Bo1g025660,LF
Bo1g025730,LF
Bo1g025780,LF
Bo1g025790,LF
Bo1g025800,LF
Bo1g025810,LF
Bo1g025820,LF
Bo1g025830,LF
Bo1g025840,LF
Bo1g025880,LF
Bo1g025900,LF
Bo1g025910,LF
Bo1g026910,LF
Bo1g026920,LF
Bo1g026980,LF
Bo1g026990,LF
Bo1g027000,LF
Bo1g027010,LF
Bo1g027020,LF
Bo1g027090,LF
Bo1g027100,LF
Bo1g027120,LF
Bo1g027130,LF
Bo1g027140,LF
Bo1g027150,LF
Bo1g027160,LF
Bo1g027170,LF
Bo1g027180,LF
Bo1g027200,LF
Bo1g027220,LF
Bo1g027230,LF
Bo1g027240,LF
Bo1g027250,LF
Bo1g027260,LF
Bo1g027300,LF
Bo1g028340,LF
Bo1g028360,LF
Bo1g028370,LF
Bo1g028380,LF
Bo1g028390,LF
Bo1g028400,LF
Bo1g028410,LF
Bo1g028430,LF
Bo1g028450,LF
Bo1g028500,LF
Bo1g034700,LF
Bo1g028510,LF
Bo1g028520,LF
Bo1g028540,LF
Bo1g028550,LF
Bo1g028580,LF
Bo1g029610,LF
Bo1g030650,LF
Bo1g030680,LF
Bo1g030730,LF
Bo1g031740,LF
Bo1g031760,LF
Bo1g031790,LF
Bo1g031800,LF
Bo1g031810,LF
Bo1g031960,LF
Bo1g031970,LF
Bo1g032010,LF
Bo1g032020,LF
Bo1g032040,LF
Bo1g033040,LF
Bo1g033050,LF
Bo1g033060,LF
Bo1g033070,LF
Bo1g033120,LF
Bo1g033130,LF
Bo1g034460,LF
Bo1g034530,LF
Bo1g034540,LF
Bo1g034550,LF
Bo1g034560,LF
Bo1g034640,LF
Bo1g034650,LF
Bo1g034660,LF
Bo1g034680,LF
Bo1g035760,LF
Bo1g035780,LF
Bo1g035790,LF
Bo1g035810,LF
Bo1g036810,LF
Bo1g036820,LF
Bo1g036850,LF
Bo1g036860,LF
Bo1g036870,LF
Bo1g036900,LF
Bo1g037040,LF
Bo1g037090,LF
Bo1g037110,LF
Bo1g037120,LF
Bo1g037170,LF
Bo1g037180,LF
Bo1g037200,LF
Bo1g037210,LF
Bo1g037230,LF
Bo1g037250,LF
Bo1g037260,LF
Bo1g037270,LF
Bo1g037280,LF
Bo1g037290,LF
Bo1g037300,LF
Bo1g037310,LF
Bo1g037320,LF
Bo1g037330,LF
Bo1g037360,LF
Bo1g037370,LF
Bo1g037400,LF
Bo1g037430,LF
Bo1g037450,LF
Bo1g037460,LF
Bo1g037470,LF
Bo1g037500,LF
Bo1g037510,LF
Bo1g037540,LF
Bo1g037550,LF
Bo1g037570,LF
Bo1g037580,LF
Bo1g037590,LF
Bo1g037600,LF
Bo1g037610,LF
Bo1g037660,LF
Bo1g037670,LF
Bo1g037680,LF
Bo1g037690,LF
Bo1g037700,LF
Bo1g037710,LF
Bo1g037730,LF
Bo1g037740,LF
Bo1g037750,LF
Bo1g037760,LF
Bo1g037770,LF
Bo1g037810,LF
Bo1g037780,LF
Bo1g037820,LF
Bo1g037830,LF
Bo1g037840,LF
Bo1g038860,LF
Bo1g038870,LF
Bo1g038880,LF
Bo1g038890,LF
Bo1g038900,LF
Bo1g038930,LF
Bo1g038940,LF
Bo1g038950,LF
Bo1g038960,LF
Bo1g038970,LF
Bo1g038980,LF
Bo1g038990,LF
Bo1g039000,LF
Bo1g039010,LF
Bo1g039020,LF
Bo1g039040,LF
Bo1g039100,LF
Bo1g039110,LF
Bo1g039130,LF
Bo1g039140,LF
Bo1g039160,LF
Bo1g039170,LF
Bo1g039180,LF
Bo1g039190,LF
Bo1g039200,LF
Bo1g039210,LF
Bo1g039220,LF
Bo1g039230,LF
Bo1g039240,LF
Bo1g039300,LF
Bo1g039310,LF
Bo1g039340,LF
Bo1g039360,LF
Bo1g039400,LF
Bo1g039410,LF
Bo1g039420,LF
Bo1g039430,LF
Bo1g039440,LF
Bo1g039450,LF
Bo1g039460,LF
Bo1g039470,LF
Bo1g039480,LF
Bo1g039490,LF
Bo1g039550,LF
Bo1g039590,LF
Bo1g039630,LF
Bo1g039640,LF
Bo1g039650,LF
Bo1g039660,LF
Bo1g039680,LF
Bo1g039700,LF
Bo1g039710,LF
Bo1g039720,LF
Bo1g039730,LF
Bo1g039740,LF
Bo1g039750,LF
Bo1g039850,LF
Bo1g039870,LF
Bo1g039880,LF
Bo1g039890,LF
Bo1g039930,LF
Bo1g039940,LF
Bo1g040000,LF
Bo1g040020,LF
Bo1g040030,LF
Bo1g040040,LF
Bo1g040070,LF
Bo1g040080,LF
Bo1g040100,LF
Bo1g040150,LF
Bo1g040160,LF
Bo1g040200,LF
Bo1g040210,LF
Bo1g040220,LF
Bo1g040230,LF
Bo1g040240,LF
Bo1g040280,LF
Bo1g040310,LF
Bo1g040340,LF
Bo1g040350,LF
Bo1g040360,LF
Bo1g040370,LF
Bo1g040380,LF
Bo1g040390,LF
Bo1g040430,LF
Bo1g040450,LF
Bo1g040480,LF
Bo1g040490,LF
Bo1g040500,LF
Bo1g040520,LF
Bo1g040530,LF
Bo1g040550,LF
Bo1g040560,LF
Bo1g040590,LF
Bo1g040620,LF
Bo1g040660,LF
Bo1g040670,LF
Bo1g040680,LF
Bo1g040690,LF
Bo1g040700,LF
Bo1g040710,LF
Bo1g040750,LF
Bo1g041820,LF
Bo1g041830,LF
Bo1g041860,LF
Bo1g041870,LF
Bo1g041880,LF
Bo1g041890,LF
Bo1g042920,LF
Bo1g042930,LF
Bo1g042950,LF
Bo1g042960,LF
Bo1g042990,LF
Bo1g043020,LF
Bo1g043040,LF
Bo1g043080,LF
Bo1g043090,LF
Bo1g043100,LF
Bo1g043140,LF
Bo1g043150,LF
Bo1g043160,LF
Bo1g043170,LF
Bo1g044200,LF
Bo1g044210,LF
Bo1g045220,LF
Bo1g045230,LF
Bo1g045260,LF
Bo1g045270,LF
Bo1g045280,LF
Bo1g045310,LF
Bo1g045320,LF
Bo1g045340,LF
Bo1g045370,LF
Bo1g046420,LF
Bo1g046430,LF
Bo1g046450,LF
Bo1g046460,LF
Bo1g046470,LF
Bo1g046490,LF
Bo1g046510,LF
Bo1g046520,LF
Bo1g046530,LF
Bo1g046550,LF
Bo1g046560,LF
Bo1g046580,LF
Bo1g046640,LF
Bo1g046650,LF
Bo1g046660,LF
Bo1g046670,LF
Bo1g047720,LF
Bo1g047730,LF
Bo1g047740,LF
Bo1g047750,LF
Bo1g047760,LF
Bo1g047770,LF
Bo1g047780,LF
Bo1g047790,LF
Bo1g047800,LF
Bo1g047810,LF
Bo1g047830,LF
Bo1g047840,LF
Bo1g047850,LF
Bo1g047860,LF
Bo1g047940,LF
Bo1g047950,LF
Bo1g047970,LF
Bo1g048010,LF
Bo1g048080,LF
Bo1g048090,LF
Bo1g048130,LF
Bo1g048160,LF
Bo1g048190,LF
Bo1g048200,LF
Bo1g048210,LF
Bo1g048220,LF
Bo1g048230,LF
Bo1g048240,LF
Bo1g048280,LF
Bo1g048290,LF
Bo1g048300,LF
Bo1g048310,LF
Bo1g049320,LF
Bo1g049330,LF
Bo1g049360,LF
Bo1g049410,LF
Bo1g049420,LF
Bo1g049440,LF
Bo1g049450,LF
Bo1g049460,LF
Bo1g049470,LF
Bo1g049480,LF
Bo1g049510,LF
Bo1g049540,LF
Bo1g049550,LF
Bo1g049590,LF
Bo1g050670,LF
Bo1g050690,LF
Bo1g050780,LF
Bo1g050810,LF
Bo1g050820,LF
Bo1g050830,LF
Bo1g050850,LF
Bo1g050900,LF
Bo1g050910,LF
Bo1g050930,LF
Bo1g050980,LF
Bo1g050990,LF
Bo1g051000,LF
Bo1g051020,LF
Bo1g051030,LF
Bo1g051120,LF
Bo1g051130,LF
Bo1g051140,LF
Bo1g051150,LF
Bo1g051160,LF
Bo1g051170,LF
Bo1g051180,LF
Bo1g051200,LF
Bo1g051210,LF
Bo1g051220,LF
Bo1g051230,LF
Bo1g051240,LF
Bo1g051250,LF
Bo1g051260,LF
Bo1g051270,LF
Bo1g051280,LF
Bo1g051290,LF
Bo1g051300,LF
Bo1g051330,LF
Bo1g051350,LF
Bo1g051360,LF
Bo1g051370,LF
Bo1g051380,LF
Bo1g051390,LF
Bo1g051410,LF
Bo1g051450,LF
Bo1g051460,LF
Bo1g017530,LF
Bo1g017510,LF
Bo1g017500,LF
Bo1g017490,LF
Bo1g017480,LF
Bo1g017450,LF
Bo1g017440,LF
Bo1g017430,LF
Bo1g017420,LF
Bo1g017410,LF
Bo1g017400,LF
Bo1g017390,LF
Bo1g017380,LF
Bo1g017340,LF
Bo1g017290,LF
Bo1g017280,LF
Bo1g017200,LF
Bo1g017150,LF
Bo1g017140,LF
Bo1g017130,LF
Bo1g017120,LF
Bo1g017080,LF
Bo1g017070,LF
Bo1g017060,LF
Bo1g017050,LF
Bo1g017010,LF
Bo1g017000,LF
Bo1g016990,LF
Bo1g016970,LF
Bo1g016940,LF
Bo1g016900,LF
Bo1g016890,LF
Bo1g016880,LF
Bo1g016790,LF
Bo1g016710,LF
Bo1g016680,LF
Bo1g016650,LF
Bo1g016640,LF
Bo1g016630,LF
Bo1g016600,LF
Bo1g016620,LF
Bo1g016540,LF
Bo1g016510,LF
Bo1g016500,LF
Bo1g016480,LF
Bo1g016470,LF
Bo1g016440,LF
Bo1g016430,LF
Bo1g016420,LF
Bo1g016410,LF
Bo1g016390,LF
Bo1g016380,LF
Bo1g016370,LF
Bo1g016350,LF
Bo1g016340,LF
Bo1g016310,LF
Bo1g016300,LF
Bo1g016270,LF
Bo1g016260,LF
Bo1g016150,LF
Bo1g016280,LF
Bo1g016170,LF
Bo1g016190,LF
Bo1g016200,LF
Bo1g016100,LF
Bo1g016080,LF
Bo1g016070,LF
Bo1g011940,LF
Bo1g014970,LF
Bo1g014960,LF
Bo1g014950,LF
Bo1g014940,LF
Bo1g014930,LF
Bo1g014920,LF
Bo1g014910,LF
Bo1g014900,LF
Bo1g014890,LF
Bo1g014880,LF
Bo1g014860,LF
Bo1g014720,LF
Bo1g014710,LF
Bo1g014700,LF
Bo1g014690,LF
Bo1g014660,LF
Bo1g014640,LF
Bo1g014630,LF
Bo1g014600,LF
Bo1g014590,LF
Bo1g014550,LF
Bo1g014540,LF
Bo1g014510,LF
Bo1g014500,LF
Bo1g014490,LF
Bo1g014470,LF
Bo1g014450,LF
Bo1g014440,LF
Bo1g014420,LF
Bo1g014400,LF
Bo1g014390,LF
Bo1g014360,LF
Bo1g014350,LF
Bo1g014310,LF
Bo1g014290,LF
Bo1g014280,LF
Bo1g013260,LF
Bo1g013240,LF
Bo1g013210,LF
Bo1g013190,LF
Bo1g013180,LF
Bo1g013150,LF
Bo1g013140,LF
Bo1g013110,LF
Bo1g012100,LF
Bo1g012090,LF
Bo1g012070,LF
Bo1g012060,LF
Bo1g012040,LF
Bo1g011930,LF
Bo1g011920,LF
Bo1g011900,LF
Bo1g011890,LF
Bo1g011880,LF
Bo1g011820,LF
Bo1g011800,LF
Bo1g011770,LF
Bo1g011750,LF
Bo1g011740,LF
Bo1g011730,LF
Bo1g011690,LF
Bo1g011680,LF
Bo1g011670,LF
Bo1g011570,LF
Bo1g011560,LF
Bo1g011550,LF
Bo1g011530,LF
Bo1g011460,LF
Bo1g011450,LF
Bo1g011440,LF
Bo1g011390,LF
Bo1g011360,LF
Bo1g011350,LF
Bo1g011340,LF
Bo1g011330,LF
Bo1g011290,LF
Bo1g011220,LF
Bo1g011210,LF
Bo1g011200,LF
Bo1g011070,LF
Bo1g011060,LF
Bo1g011040,LF
Bo1g011020,LF
Bo1g011000,LF
Bo1g010990,LF
Bo1g010980,LF
Bo1g010960,LF
Bo1g010930,LF
Bo1g010900,LF
Bo1g010890,LF
Bo1g010870,LF
Bo1g010860,LF
Bo1g010840,LF
Bo1g010830,LF
Bo1g010820,LF
Bo1g010810,LF
Bo1g010780,LF
Bo1g010770,LF
Bo1g010760,LF
Bo1g010730,LF
Bo1g010720,LF
Bo1g010710,LF
Bo1g010690,LF
Bo1g010680,LF
Bo1g010640,LF
Bo1g010630,LF
Bo1g010610,LF
Bo1g010620,LF
Bo1g010600,LF
Bo1g010580,LF
Bo1g010570,LF
Bo1g010560,LF
Bo1g010550,LF
Bo1g010540,LF
Bo1g010530,LF
Bo1g010520,LF
Bo1g010510,LF
Bo1g010500,LF
Bo1g010490,LF
Bo1g010460,LF
Bo1g010450,LF
Bo1g010440,LF
Bo1g010430,LF
Bo1g010390,LF
Bo1g010380,LF
Bo1g010370,LF
Bo1g010340,LF
Bo1g010300,LF
Bo1g010290,LF
Bo1g010280,LF
Bo1g010260,LF
Bo1g010250,LF
Bo1g010240,LF
Bo1g010230,LF
Bo1g010220,LF
Bo1g010200,LF
Bo1g010190,LF
Bo1g010180,LF
Bo1g010170,LF
Bo1g010160,LF
Bo1g010140,LF
Bo1g010120,LF
Bo1g010110,LF
Bo1g010090,LF
Bo1g010000,LF
Bo1g009990,LF
Bo1g009920,LF
Bo1g009910,LF
Bo1g009900,LF
Bo1g009890,LF
Bo1g009880,LF
Bo1g009870,LF
Bo1g009860,LF
Bo1g009850,LF
Bo1g008780,LF
Bo1g008730,LF
Bo1g008650,LF
Bo1g008640,LF
Bo1g008630,LF
Bo1g008810,LF
Bo1g008620,LF
Bo1g008560,LF
Bo1g008750,LF
Bo1g008530,LF
Bo1g008520,LF
Bo1g008510,LF
Bo1g008500,LF
Bo1g008490,LF
Bo1g008480,LF
Bo1g008470,LF
Bo1g008460,LF
Bo1g008450,LF
Bo1g008440,LF
Bo1g008420,LF
Bo1g008410,LF
Bo1g008360,LF
Bo1g008350,LF
Bo1g008340,LF
Bo1g008330,LF
Bo1g008300,LF
Bo1g008240,LF
Bo1g008230,LF
Bo1g008180,LF
Bo1g008170,LF
Bo1g008150,LF
Bo1g008120,LF
Bo1g008100,LF
Bo1g008090,LF
Bo1g008080,LF
Bo1g008070,LF
Bo1g008060,LF
Bo1g008050,LF
Bo1g008040,LF
Bo1g008010,LF
Bo1g007990,LF
Bo1g007980,LF
Bo1g007970,LF
Bo1g007960,LF
Bo1g007940,LF
Bo1g007920,LF
Bo1g007880,LF
Bo1g007810,LF
Bo1g007780,LF
Bo1g007770,LF
Bo1g007760,LF
Bo1g007750,LF
Bo1g007740,LF
Bo1g007720,LF
Bo1g007710,LF
Bo1g007700,LF
Bo1g007680,LF
Bo1g007670,LF
Bo1g007660,LF
Bo1g007650,LF
Bo1g007640,LF
Bo1g007610,LF
Bo1g007590,LF
Bo1g007560,LF
Bo1g007550,LF
Bo1g007540,LF
Bo1g007530,LF
Bo1g007500,LF
Bo1g007480,LF
Bo1g007470,LF
Bo1g007460,LF
Bo1g007440,LF
Bo1g007420,LF
Bo1g007410,LF
Bo1g007400,LF
Bo1g007390,LF
Bo1g007380,LF
Bo1g007370,LF
Bo1g007360,LF
Bo1g007330,LF
Bo1g007260,LF
Bo1g007250,LF
Bo1g007200,LF
Bo1g007180,LF
Bo1g007170,LF
Bo1g007160,LF
Bo1g007140,LF
Bo1g007130,LF
Bo1g007120,LF
Bo1g007110,LF
Bo1g007100,LF
Bo1g007090,LF
Bo1g007080,LF
Bo1g007070,LF
Bo1g007060,LF
Bo1g007020,LF
Bo1g007010,LF
Bo1g006980,LF
Bo1g006920,LF
Bo1g006910,LF
Bo1g006900,LF
Bo1g006890,LF
Bo1g006880,LF
Bo1g006870,LF
Bo1g006860,LF
Bo1g006850,LF
Bo1g006840,LF
Bo1g006830,LF
Bo1g006820,LF
Bo1g006810,LF
Bo1g006800,LF
Bo1g006790,LF
Bo1g006780,LF
Bo1g006770,LF
Bo1g006760,LF
Bo1g006750,LF
Bo1g006740,LF
Bo1g006730,LF
Bo1g006720,LF
Bo1g006710,LF
Bo1g006700,LF
Bo1g006690,LF
Bo1g006680,LF
Bo1g006670,LF
Bo1g006660,LF
Bo1g006650,LF
Bo1g006640,LF
Bo1g006630,LF
Bo1g006610,LF
Bo1g006600,LF
Bo1g006590,LF
Bo1g006580,LF
Bo1g006570,LF
Bo1g006560,LF
Bo1g006550,LF
Bo1g006540,LF
Bo1g006530,LF
Bo1g006520,LF
Bo1g006510,LF
Bo1g006500,LF
Bo1g006490,LF
Bo1g006440,LF
Bo1g006420,LF
Bo1g006410,LF
Bo1g006400,LF
Bo1g006390,LF
Bo1g006380,LF
Bo1g006370,LF
Bo1g006360,LF
Bo1g006350,LF
Bo1g006340,LF
Bo1g006330,LF
Bo1g006310,LF
Bo1g006270,LF
Bo1g006260,LF
Bo1g006240,LF
Bo1g006230,LF
Bo1g006170,LF
Bo1g006160,LF
Bo1g006150,LF
Bo1g006140,LF
Bo1g006130,LF
Bo1g006120,LF
Bo1g006110,LF
Bo1g006090,LF
Bo1g006080,LF
Bo1g006060,LF
Bo1g006050,LF
Bo1g006040,LF
Bo1g006000,LF
Bo1g005990,LF
Bo1g005980,LF
Bo1g005970,LF
Bo1g005960,LF
Bo1g005950,LF
Bo1g005940,LF
Bo1g005930,LF
Bo1g005920,LF
Bo1g005910,LF
Bo1g005900,LF
Bo1g005820,LF
Bo1g005810,LF
Bo1g005800,LF
Bo1g005790,LF
Bo1g005780,LF
Bo1g005770,LF
Bo1g005750,LF
Bo1g005740,LF
Bo1g005730,LF
Bo1g005720,LF
Bo1g005700,LF
Bo1g005690,LF
Bo1g005680,LF
Bo1g005630,LF
Bo1g005640,LF
Bo1g005610,LF
Bo1g005600,LF
Bo1g005590,LF
Bo1g005570,LF
Bo1g005560,LF
Bo1g005540,LF
Bo1g005520,LF
Bo1g005480,LF
Bo1g005460,LF
Bo1g005450,LF
Bo1g005430,LF
Bo1g005420,LF
Bo1g005410,LF
Bo1g005400,LF
Bo1g005390,LF
Bo1g005380,LF
Bo1g005370,LF
Bo1g005360,LF
Bo1g005350,LF
Bo1g005330,LF
Bo1g004920,LF
Bo1g004930,LF
Bo1g004940,LF
Bo1g004960,LF
Bo1g004970,LF
Bo1g004980,LF
Bo1g005010,LF
Bo1g005020,LF
Bo1g005030,LF
Bo1g005040,LF
Bo1g005130,LF
Bo1g005220,LF
Bo1g005230,LF
Bo1g005250,LF
Bo1g005290,LF
Bo1g005300,LF
Bo1g005310,LF
Bo1g005320,LF
Bo1g004910,LF
Bo1g004900,LF
Bo1g004890,LF
Bo1g004880,LF
Bo1g004870,LF
Bo1g004860,LF
Bo1g005270,LF
Bo1g003730,LF
Bo1g003650,LF
Bo1g003610,LF
Bo1g003600,LF
Bo1g003560,LF
Bo1g003550,LF
Bo1g003530,LF
Bo1g003520,LF
Bo1g003510,LF
Bo1g003500,LF
Bo1g003490,LF
Bo1g003480,LF
Bo1g003470,LF
Bo1g003460,LF
Bo1g003450,LF
Bo1g003440,LF
Bo1g003430,LF
Bo1g003420,LF
Bo1g003400,LF
Bo1g003390,LF
Bo1g003380,LF
Bo1g003370,LF
Bo1g003350,LF
Bo1g003340,LF
Bo1g003330,LF
Bo1g003320,LF
Bo1g003310,LF
Bo1g003300,LF
Bo1g003290,LF
Bo1g003280,LF
Bo1g003270,LF
Bo1g003230,LF
Bo1g003220,LF
Bo1g003210,LF
Bo1g003190,LF
Bo1g003180,LF
Bo1g003170,LF
Bo1g001060,LF
Bo1g001050,LF
Bo1g001040,LF
Bo1g001020,LF
Bo1g001010,LF
Bo1g001030,LF
Bo1g001080,LF
Bo1g001090,LF
Bo1g001100,LF
Bo1g001140,LF
Bo1g002150,LF
Bo1g002160,LF
Bo1g002170,LF
Bo1g002180,LF
Bo1g002190,LF
Bo1g002210,LF
Bo1g002220,LF
Bo1g002230,LF
Bo1g002240,LF
Bo1g002250,LF
Bo1g002260,LF
Bo1g002310,LF
Bo1g002340,LF
Bo1g002350,LF
Bo1g002370,LF
Bo1g002380,LF
Bo1g002390,LF
Bo1g002410,LF
Bo1g002420,LF
Bo1g002440,LF
Bo1g002450,LF
Bo1g002460,LF
Bo1g002480,LF
Bo1g002490,LF
Bo1g002500,LF
Bo1g002510,LF
Bo1g002520,LF
Bo1g002540,LF
Bo1g002550,LF
Bo1g002560,LF
Bo1g002570,LF
Bo1g002590,LF
Bo1g002690,LF
Bo1g002670,LF
Bo1g002710,LF
Bo1g002700,LF
Bo1g002730,LF
Bo1g002750,LF
Bo1g002760,LF
Bo1g002770,LF
Bo1g002780,LF
Bo1g002790,LF
Bo1g002810,LF
Bo1g002840,LF
Bo1g002850,LF
Bo1g002860,LF
Bo1g002870,LF
Bo1g002880,LF
Bo1g002890,LF
Bo1g002900,LF
Bo1g002930,LF
Bo1g002940,LF
Bo1g002950,LF
Bo1g002960,LF
Bo1g002970,LF
Bo1g003010,LF
Bo1g003020,LF
Bo1g003050,LF
Bo1g003060,LF
Bo1g003070,LF
Bo1g003080,LF
Bo1g003090,LF
Bo1g003100,LF
Bo1g003110,LF
Bo1g003130,LF
Bo1g003150,LF
Bo1g003160,LF
Bo9g184920,LF
Bo9g184930,LF
Bo9g184950,LF
Bo9g184970,LF
Bo9g184980,LF
Bo9g184990,LF
Bo9g185000,LF
Bo9g185010,LF
Bo9g185020,LF
Bo9g185030,LF
Bo9g185040,LF
Bo9g185050,LF
Bo9g185070,LF
Bo9g186070,LF
Bo9g186090,LF
Bo9g186110,LF
Bo9g184890,LF
Bo9g184880,LF
Bo9g184860,LF
Bo9g184840,LF
Bo9g184830,LF
Bo9g184810,LF
Bo9g184790,LF
Bo9g184770,LF
Bo9g184750,LF
Bo9g184740,LF
Bo9g184730,LF
Bo9g184720,LF
Bo9g184710,LF
Bo9g184700,LF
Bo9g184690,LF
Bo9g184680,LF
Bo9g184670,LF
Bo9g184660,LF
Bo9g184640,LF
Bo9g184630,LF
Bo9g184620,LF
Bo9g184610,LF
Bo9g184600,LF
Bo9g183590,LF
Bo9g183580,LF
Bo9g183570,LF
Bo9g183560,LF
Bo9g183530,LF
Bo9g183520,LF
Bo9g183510,LF
Bo9g183500,LF
Bo9g183490,LF
Bo9g183480,LF
Bo9g183470,LF
Bo9g183460,LF
Bo9g183390,LF
Bo9g183450,LF
Bo9g183440,LF
Bo9g183430,LF
Bo9g183420,LF
Bo9g183410,LF
Bo9g183400,LF
Bo9g183370,LF
Bo9g183360,LF
Bo9g183350,LF
Bo9g183340,LF
Bo9g183330,LF
Bo9g183310,LF
Bo9g183300,LF
Bo9g183260,LF
Bo9g183250,LF
Bo9g183220,LF
Bo9g183210,LF
Bo9g183200,LF
Bo9g183190,LF
Bo9g183180,LF
Bo9g183170,LF
Bo9g183160,LF
Bo9g183140,LF
Bo9g182010,LF
Bo9g183120,LF
Bo9g183080,LF
Bo9g183070,LF
Bo9g183060,LF
Bo9g183030,LF
Bo9g183020,LF
Bo9g182000,LF
Bo9g181980,LF
Bo9g181970,LF
Bo9g181940,LF
Bo9g181930,LF
Bo9g181920,LF
Bo9g181860,LF
Bo9g181850,LF
Bo9g181840,LF
Bo9g181830,LF
Bo9g181820,LF
Bo9g181810,LF
Bo9g181800,LF
Bo9g181780,LF
Bo9g181770,LF
Bo9g181760,LF
Bo9g181750,LF
Bo9g181700,LF
Bo9g181670,LF
Bo9g181660,LF
Bo9g181640,LF
Bo9g181630,LF
Bo9g181620,LF
Bo9g181610,LF
Bo9g181600,LF
Bo9g181530,LF
Bo9g181510,LF
Bo9g181490,LF
Bo9g181480,LF
Bo9g181430,LF
Bo9g181410,LF
Bo9g181390,LF
Bo9g181380,LF
Bo9g181360,LF
Bo9g181350,LF
Bo9g181340,LF
Bo9g181330,LF
Bo9g181320,LF
Bo9g181310,LF
Bo9g181300,LF
Bo9g181290,LF
Bo9g181280,LF
Bo9g181270,LF
Bo9g181260,LF
Bo9g181250,LF
Bo9g181210,LF
Bo9g181190,LF
Bo9g181170,LF
Bo9g181130,LF
Bo9g180070,LF
Bo9g180060,LF
Bo9g180050,LF
Bo9g178760,LF
Bo9g178770,LF
Bo9g178780,LF
Bo9g178800,LF
Bo9g178810,LF
Bo9g178820,LF
Bo9g178830,LF
Bo9g178840,LF
Bo9g178850,LF
Bo9g178860,LF
Bo9g178870,LF
Bo9g178880,LF
Bo9g178890,LF
Bo9g178900,LF
Bo9g178910,LF
Bo9g178920,LF
Bo9g178930,LF
Bo9g178940,LF
Bo9g178950,LF
Bo9g178960,LF
Bo9g178980,LF
Bo9g179000,LF
Bo9g179020,LF
Bo9g179030,LF
Bo9g179040,LF
Bo9g177660,LF
Bo9g177650,LF
Bo9g177640,LF
Bo9g177620,LF
Bo9g177580,LF
Bo9g177560,LF
Bo9g177550,LF
Bo9g177540,LF
Bo9g177530,LF
Bo9g177520,LF
Bo9g177400,LF
Bo9g177370,LF
Bo9g177760,LF
Bo9g177360,LF
Bo9g177350,LF
Bo9g177340,LF
Bo9g177330,LF
Bo9g177320,LF
Bo9g177280,LF
Bo9g177270,LF
Bo9g177260,LF
Bo9g177250,LF
Bo9g177240,LF
Bo9g177220,LF
Bo9g177210,LF
