Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
p5.00_sc00017_p0220																						NA
p5.00_sc00017_p0219	9.0	0.0	94.0	0.0	0.0	8.0	0.0	99.0	0.0	0.0	26.0	0.0	263.0	1.0	0.0038022813688212928					1.0	1.0	Unmethylated
p5.00_sc00017_p0218	61.0	0.0	371.0	2.0	0.005390835579514825	51.0	0.0	275.0	1.0	0.003636363636363637	99.0	0.0	637.0	2.0	0.0031397174254317113	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0217	9.0	0.0	48.0	0.0	0.0	9.0	0.0	58.0	0.0	0.0	23.0	0.0	200.0	2.0	0.01					1.0	1.0	Unmethylated
p5.00_sc00017_p0216	20.0	14.0	96.0	69.0	0.71875	49.0	0.0	293.0	5.0	0.017064846416382253	147.0	0.0	783.0	4.0	0.005108556832694764	0.00013397653952716712	0.0007164500418589536	1.0	1.0	1.0	1.0	gbM
p5.00_sc00017_p0215	4.0	4.0	165.0	158.0	0.9575757575757576	2.0	2.0	117.0	88.0	0.7521367521367521	5.0	0.0	225.0	9.0	0.04							NA
p5.00_sc00017_p0214	5.0	3.0	33.0	12.0	0.3636363636363637	8.0	0.0	44.0	0.0	0.0	34.0	0.0	212.0	1.0	0.0047169811320754715					1.0	1.0	Unclassified
p5.00_sc00017_p0213	12.0	0.0	160.0	2.0	0.0125	14.0	0.0	159.0	0.0	0.0	28.0	0.0	342.0	1.0	0.0029239766081871343					1.0	1.0	Unmethylated
p5.00_sc00017_p0212	13.0	6.0	81.0	23.0	0.2839506172839506	13.0	4.0	101.0	19.0	0.18811881188118806	25.0	0.0	207.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00017_p0211	13.0	7.0	74.0	35.0	0.47297297297297297	15.0	0.0	86.0	12.0	0.13953488372093026	49.0	0.0	239.0	2.0	0.008368200836820083					1.0	1.0	Unclassified
p5.00_sc00017_p0210	9.0	2.0	42.0	9.0	0.21428571428571427	18.0	0.0	115.0	2.0	0.017391304347826087	67.0	0.0	423.0	2.0	0.004728132387706857					1.0	1.0	Unclassified
p5.00_sc00017_p0209	18.0	2.0	81.0	9.0	0.1111111111111111	18.0	0.0	120.0	2.0	0.016666666666666666	75.0	0.0	470.0	2.0	0.00425531914893617					1.0	1.0	Unmethylated
p5.00_sc00017_p0208	8.0	8.0	53.0	48.0	0.9056603773584906	21.0	1.0	117.0	4.0	0.034188034188034185	72.0	0.0	399.0	0.0	0.0			0.6990295742232311	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0207	6.0	2.0	42.0	7.0	0.16666666666666666	11.0	0.0	58.0	0.0	0.0	38.0	0.0	222.0	1.0	0.0045045045045045045					1.0	1.0	Unclassified
p5.00_sc00017_p0206	33.0	2.0	150.0	14.0	0.09333333333333334	36.0	0.0	174.0	2.0	0.011494252873563218	55.0	0.0	323.0	0.0	0.0	0.9997654526328278	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0205	10.0	0.0	168.0	0.0	0.0	2.0	0.0	60.0	0.0	0.0	10.0	0.0	102.0	1.0	0.00980392156862745							Unmethylated
p5.00_sc00017_p0204	23.0	11.0	117.0	54.0	0.4615384615384616	42.0	0.0	249.0	1.0	0.004016064257028112	161.0	0.0	908.0	1.0	0.0011013215859030838	0.03709143647425495	0.13433791849913465	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0203	2.0	0.0	60.0	1.0	0.016666666666666666	24.0	0.0	191.0	2.0	0.010471204188481676	39.0	0.0	357.0	1.0	0.0028011204481792717			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0202	16.0	8.0	85.0	40.0	0.4705882352941176	38.0	0.0	226.0	1.0	0.004424778761061947	83.0	0.0	463.0	3.0	0.006479481641468682			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0201	14.0	0.0	120.0	1.0	0.008333333333333333	30.0	0.0	214.0	0.0	0.0	55.0	0.0	587.0	1.0	0.0017035775127768314			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0200	63.0	15.0	376.0	87.0	0.23138297872340424	100.0	0.0	588.0	2.0	0.003401360544217687	239.0	0.0	1467.0	3.0	0.002044989775051125	0.8256209400597064	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0199	9.0	3.0	50.0	24.0	0.48	18.0	0.0	105.0	2.0	0.01904761904761905	57.0	0.0	329.0	1.0	0.00303951367781155					1.0	1.0	Unclassified
p5.00_sc00017_p0198	1.0	0.0	9.0	4.0	0.4444444444444444	10.0	0.0	60.0	3.0	0.05	21.0	0.0	162.0	1.0	0.006172839506172839					1.0	1.0	Unmethylated
p5.00_sc00017_p0197	14.0	9.0	76.0	49.0	0.6447368421052632	34.0	0.0	172.0	2.0	0.011627906976744186	71.0	0.0	427.0	6.0	0.01405152224824356			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0196	14.0	0.0	100.0	0.0	0.0	19.0	0.0	174.0	0.0	0.0	43.0	0.0	545.0	2.0	0.0036697247706422025					1.0	1.0	Unmethylated
p5.00_sc00017_p0195	16.0	2.0	125.0	11.0	0.08800000000000001	52.0	0.0	293.0	0.0	0.0	117.0	0.0	576.0	2.0	0.003472222222222222			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0194	24.0	22.0	173.0	122.0	0.7052023121387283	67.0	0.0	455.0	6.0	0.013186813186813187	226.0	0.0	1396.0	3.0	0.002148997134670487	1.3245939658275284e-10	1.6492622712161e-09	1.0	1.0	1.0	1.0	gbM
p5.00_sc00017_p0193	16.0	5.0	92.0	23.0	0.25	16.0	0.0	82.0	6.0	0.07317073170731707	44.0	0.0	293.0	9.0	0.03071672354948805					1.0	1.0	Unclassified
p5.00_sc00017_p0192	14.0	6.0	149.0	52.0	0.348993288590604	53.0	0.0	327.0	0.0	0.0	151.0	0.0	943.0	5.0	0.005302226935312832			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0191	9.0	0.0	111.0	0.0	0.0	5.0	0.0	85.0	0.0	0.0	20.0	0.0	307.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0190	9.0	4.0	50.0	29.0	0.58	20.0	0.0	128.0	2.0	0.015625	74.0	0.0	414.0	3.0	0.007246376811594203			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0189	2.0	2.0	38.0	15.0	0.3947368421052632	4.0	0.0	31.0	0.0	0.0	20.0	0.0	133.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00017_p0188	60.0	31.0	359.0	176.0	0.4902506963788301	126.0	0.0	766.0	0.0	0.0	294.0	0.0	1877.0	4.0	0.002131060202450719	0.00011856191920295489	0.0006507038665027669	1.0	1.0	1.0	1.0	gbM
p5.00_sc00017_p0187	7.0	0.0	112.0	0.0	0.0	7.0	0.0	104.0	0.0	0.0	16.0	0.0	247.0	0.0	0.0							Unmethylated
p5.00_sc00017_p0186	7.0	0.0	89.0	0.0	0.0	6.0	0.0	85.0	0.0	0.0	13.0	0.0	217.0	0.0	0.0							Unmethylated
p5.00_sc00017_p0185	27.0	0.0	178.0	0.0	0.0	24.0	0.0	164.0	2.0	0.012195121951219513	65.0	0.0	443.0	1.0	0.002257336343115124	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0184						1.0	0.0	18.0	0.0	0.0												NA
p5.00_sc00017_p0183	7.0	0.0	68.0	0.0	0.0	21.0	0.0	141.0	0.0	0.0	54.0	0.0	334.0	2.0	0.0059880239520958105			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0182	17.0	3.0	91.0	16.0	0.17582417582417584	30.0	0.0	163.0	0.0	0.0	60.0	0.0	341.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0181	16.0	0.0	75.0	0.0	0.0	11.0	0.0	52.0	0.0	0.0	9.0	0.0	55.0	0.0	0.0							Unmethylated
p5.00_sc00017_p0180											1.0	0.0	195.0	0.0	0.0							NA
p5.00_sc00017_p0179	2.0	0.0	19.0	3.0	0.15789473684210525	2.0	0.0	28.0	6.0	0.21428571428571427	28.0	0.0	160.0	2.0	0.0125					1.0	1.0	Unmethylated
p5.00_sc00017_p0178	1.0	0.0	32.0	0.0	0.0						3.0	0.0	61.0	0.0	0.0							NA
p5.00_sc00017_p0177	12.0	0.0	80.0	0.0	0.0	16.0	0.0	142.0	1.0	0.007042253521126761	64.0	0.0	415.0	1.0	0.002409638554216868					1.0	1.0	Unmethylated
p5.00_sc00017_p0176	13.0	8.0	73.0	47.0	0.6438356164383562	29.0	0.0	151.0	3.0	0.019867549668874173	113.0	0.0	581.0	2.0	0.0034423407917383822			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0175	32.0	0.0	263.0	1.0	0.0038022813688212928	16.0	0.0	143.0	1.0	0.006993006993006993	27.0	0.0	228.0	1.0	0.0043859649122807015	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00017_p0174	17.0	0.0	187.0	0.0	0.0	22.0	0.0	166.0	2.0	0.012048192771084338	36.0	0.0	252.0	1.0	0.003968253968253968			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0173	55.0	14.0	384.0	63.0	0.1640625	82.0	0.0	506.0	3.0	0.005928853754940711	159.0	0.0	967.0	2.0	0.002068252326783868	0.7296852349581961	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0172	69.0	0.0	444.0	0.0	0.0	39.0	0.0	243.0	1.0	0.00411522633744856	40.0	0.0	360.0	1.0	0.0027777777777777783	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0171	5.0	0.0	25.0	0.0	0.0	26.0	0.0	174.0	1.0	0.005747126436781609	72.0	0.0	573.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0170	16.0	12.0	99.0	74.0	0.7474747474747475	22.0	0.0	195.0	1.0	0.005128205128205128	80.0	0.0	609.0	1.0	0.0016420361247947454			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0169						3.0	0.0	59.0	0.0	0.0	11.0	0.0	173.0	1.0	0.0057803468208092465							NA
p5.00_sc00017_p0168	52.0	1.0	260.0	4.0	0.015384615384615384	42.0	0.0	259.0	0.0	0.0	106.0	0.0	690.0	0.0	0.0	0.9999999703799292	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0167	22.0	9.0	179.0	66.0	0.3687150837988827	31.0	0.0	225.0	1.0	0.004444444444444445	102.0	1.0	788.0	6.0	0.007614213197969543	0.14270094924910992	0.4598277798121533	1.0	1.0	0.6904667372509035	1.0	Unclassified
p5.00_sc00017_p0166	11.0	4.0	63.0	19.0	0.3015873015873016	24.0	0.0	172.0	0.0	0.0	52.0	0.0	465.0	2.0	0.004301075268817204			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0165	20.0	8.0	104.0	35.0	0.3365384615384616	38.0	0.0	200.0	0.0	0.0	122.0	0.0	636.0	1.0	0.0015723270440251573	0.18006884491388694	0.5640203953331095	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0164	4.0	0.0	38.0	0.0	0.0	3.0	0.0	37.0	0.0	0.0	15.0	0.0	153.0	0.0	0.0							Unmethylated
p5.00_sc00017_p0163	13.0	7.0	158.0	70.0	0.4430379746835443	46.0	0.0	336.0	0.0	0.0	131.0	0.0	992.0	1.0	0.0010080645161290322			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0162	7.0	6.0	114.0	34.0	0.2982456140350877	10.0	0.0	108.0	1.0	0.009259259259259259	57.0	0.0	396.0	1.0	0.002525252525252525					1.0	1.0	Unclassified
p5.00_sc00017_p0161	14.0	6.0	98.0	24.0	0.24489795918367346	49.0	0.0	321.0	1.0	0.003115264797507788	199.0	0.0	1324.0	6.0	0.004531722054380665			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0160	19.0	5.0	133.0	42.0	0.3157894736842105	27.0	0.0	177.0	0.0	0.0	90.0	1.0	590.0	6.0	0.010169491525423728			1.0	1.0	0.6446763531672446	1.0	Unclassified
p5.00_sc00017_p0159	20.0	1.0	95.0	11.0	0.11578947368421053	30.0	0.0	160.0	0.0	0.0	67.0	0.0	402.0	1.0	0.0024875621890547268	0.9987280905628518	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0158	31.0	1.0	184.0	18.0	0.09782608695652174	56.0	0.0	311.0	1.0	0.003215434083601286	146.0	0.0	864.0	1.0	0.0011574074074074071	0.9999674982239168	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0157	11.0	6.0	83.0	40.0	0.4819277108433735	38.0	0.0	288.0	2.0	0.006944444444444444	83.0	0.0	749.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0156																						NA
p5.00_sc00017_p0155	8.0	0.0	42.0	0.0	0.0	7.0	0.0	43.0	0.0	0.0	52.0	0.0	322.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0154	4.0	1.0	55.0	2.0	0.03636363636363636	13.0	0.0	105.0	0.0	0.0	28.0	0.0	204.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0153	19.0	16.0	114.0	70.0	0.6140350877192983	35.0	1.0	237.0	3.0	0.012658227848101266	86.0	0.0	551.0	2.0	0.003629764065335753			0.8648322645745841	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0152	19.0	16.0	107.0	82.0	0.7663551401869159	69.0	0.0	361.0	4.0	0.0110803324099723	174.0	1.0	973.0	12.0	0.012332990750256937			1.0	1.0	0.8647284039548776	1.0	Unclassified
p5.00_sc00017_p0151	5.0	4.0	46.0	20.0	0.43478260869565216	22.0	0.0	154.0	0.0	0.0	50.0	0.0	324.0	1.0	0.00308641975308642			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0150	5.0	0.0	37.0	0.0	0.0	12.0	0.0	101.0	0.0	0.0	42.0	0.0	335.0	1.0	0.0029850746268656717					1.0	1.0	Unmethylated
p5.00_sc00017_p0149	6.0	0.0	56.0	6.0	0.10714285714285714	7.0	0.0	53.0	0.0	0.0	24.0	0.0	203.0	1.0	0.0049261083743842365					1.0	1.0	Unmethylated
p5.00_sc00017_p0148	41.0	35.0	268.0	192.0	0.7164179104477612	118.0	0.0	755.0	10.0	0.01324503311258278	267.0	0.0	1832.0	8.0	0.004366812227074236	4.489540239088455e-14	1.0061930780619738e-12	1.0	1.0	1.0	1.0	gbM
p5.00_sc00017_p0147	18.0	4.0	106.0	34.0	0.3207547169811321	18.0	0.0	107.0	0.0	0.0	63.0	0.0	364.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00017_p0146	18.0	11.0	90.0	45.0	0.5	37.0	0.0	220.0	1.0	0.004545454545454545	86.0	0.0	536.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0145	8.0	1.0	49.0	18.0	0.3673469387755102	9.0	0.0	60.0	0.0	0.0	25.0	0.0	154.0	2.0	0.012987012987012988					1.0	1.0	Unmethylated
p5.00_sc00017_p0144	13.0	6.0	87.0	29.0	0.3333333333333333	44.0	0.0	237.0	0.0	0.0	131.0	0.0	748.0	2.0	0.00267379679144385			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0143	10.0	6.0	60.0	29.0	0.4833333333333333	45.0	0.0	229.0	0.0	0.0	127.0	0.0	701.0	1.0	0.0014265335235378036			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0142	8.0	0.0	62.0	0.0	0.0	10.0	0.0	72.0	0.0	0.0	46.0	0.0	296.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0141	69.0	0.0	420.0	3.0	0.0071428571428571435	55.0	0.0	364.0	2.0	0.005494505494505495	151.0	0.0	1019.0	5.0	0.00490677134445535	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0140	51.0	0.0	303.0	2.0	0.006600660066006601	21.0	0.0	133.0	0.0	0.0	53.0	0.0	372.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0139						4.0	0.0	39.0	0.0	0.0	21.0	0.0	169.0	1.0	0.005917159763313609					1.0	1.0	NA
p5.00_sc00017_p0138	17.0	14.0	132.0	87.0	0.6590909090909091	38.0	1.0	265.0	6.0	0.022641509433962263	94.0	0.0	685.0	1.0	0.00145985401459854			0.8861386205642943	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0137	3.0	2.0	32.0	21.0	0.65625	15.0	0.0	101.0	2.0	0.0198019801980198	28.0	0.0	265.0	2.0	0.007547169811320755					1.0	1.0	Unclassified
p5.00_sc00017_p0136	7.0	0.0	63.0	11.0	0.1746031746031746	2.0	0.0	24.0	4.0	0.16666666666666666	15.0	0.0	102.0	25.0	0.24509803921568624							Unmethylated
p5.00_sc00017_p0135	8.0	6.0	49.0	37.0	0.7551020408163265	34.0	0.0	182.0	3.0	0.016483516483516484	62.0	0.0	442.0	2.0	0.004524886877828055			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0134	4.0	0.0	57.0	0.0	0.0	12.0	0.0	103.0	0.0	0.0	45.0	0.0	320.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0133	7.0	6.0	53.0	40.0	0.7547169811320755	30.0	0.0	209.0	1.0	0.004784688995215311	53.0	1.0	382.0	4.0	0.010471204188481676			1.0	1.0	0.4562897355536566	1.0	Unclassified
p5.00_sc00017_p0132	24.0	10.0	160.0	74.0	0.4625	43.0	0.0	293.0	3.0	0.010238907849829351	131.0	1.0	791.0	6.0	0.007585335018963337	0.11315970478776717	0.3747697677752784	1.0	1.0	0.7782271243035076	1.0	Unclassified
p5.00_sc00017_p0131	9.0	6.0	46.0	29.0	0.6304347826086957	37.0	2.0	190.0	7.0	0.036842105263157884	99.0	0.0	586.0	3.0	0.005119453924914676			0.6169462480769837	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0130	6.0	0.0	29.0	0.0	0.0	14.0	0.0	84.0	1.0	0.011904761904761904	58.0	0.0	293.0	3.0	0.010238907849829351					1.0	1.0	Unmethylated
p5.00_sc00017_p0129	18.0	15.0	97.0	70.0	0.7216494845360825	22.0	0.0	153.0	4.0	0.026143790849673203	91.0	0.0	584.0	1.0	0.0017123287671232876			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0128	10.0	0.0	48.0	0.0	0.0	25.0	0.0	149.0	0.0	0.0	67.0	0.0	369.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0127	6.0	0.0	41.0	0.0	0.0	16.0	0.0	104.0	0.0	0.0	60.0	0.0	308.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0126	6.0	3.0	30.0	14.0	0.4666666666666667	8.0	0.0	66.0	3.0	0.045454545454545456	31.0	0.0	184.0	1.0	0.005434782608695652					1.0	1.0	Unclassified
p5.00_sc00017_p0125	34.0	12.0	248.0	52.0	0.20967741935483872	56.0	0.0	378.0	0.0	0.0	147.0	0.0	949.0	3.0	0.0031612223393045306	0.2352858872660815	0.7198559256698208	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0124	24.0	0.0	234.0	0.0	0.0	4.0	0.0	103.0	0.0	0.0	20.0	0.0	225.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00017_p0123	3.0	0.0	64.0	0.0	0.0						6.0	0.0	118.0	0.0	0.0							NA
p5.00_sc00017_p0122	1.0	0.0	69.0	4.0	0.05797101449275361	9.0	0.0	94.0	0.0	0.0	45.0	0.0	305.0	1.0	0.003278688524590164					1.0	1.0	Unmethylated
p5.00_sc00017_p0121	37.0	2.0	297.0	9.0	0.030303030303030307	26.0	0.0	194.0	0.0	0.0	90.0	0.0	553.0	1.0	0.0018083182640144665	0.9999312208929269	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0120	4.0	1.0	116.0	13.0	0.11206896551724138	3.0	0.0	76.0	0.0	0.0	20.0	0.0	252.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0119	10.0	0.0	61.0	0.0	0.0	41.0	0.0	208.0	0.0	0.0	84.0	0.0	444.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0118	29.0	11.0	142.0	53.0	0.3732394366197183	60.0	0.0	321.0	0.0	0.0	138.0	0.0	834.0	3.0	0.0035971223021582736	0.17278290443558328	0.5508509751602375	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0117	11.0	0.0	109.0	0.0	0.0	22.0	0.0	194.0	0.0	0.0	29.0	0.0	271.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0116	16.0	4.0	104.0	14.0	0.1346153846153846	14.0	0.0	82.0	0.0	0.0	43.0	0.0	290.0	1.0	0.003448275862068965					1.0	1.0	Unclassified
p5.00_sc00017_p0115	14.0	0.0	116.0	0.0	0.0	6.0	0.0	91.0	0.0	0.0	23.0	0.0	164.0	1.0	0.006097560975609756					1.0	1.0	Unmethylated
p5.00_sc00017_p0114	16.0	2.0	100.0	9.0	0.09	16.0	0.0	102.0	0.0	0.0	36.0	0.0	234.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00017_p0113																						NA
p5.00_sc00017_p0112	6.0	5.0	47.0	26.0	0.5531914893617021	28.0	1.0	179.0	5.0	0.027932960893854747	52.0	0.0	349.0	0.0	0.0			0.7983034683434812	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0111	20.0	4.0	196.0	25.0	0.12755102040816327	36.0	0.0	319.0	3.0	0.009404388714733545	76.0	0.0	761.0	31.0	0.04073587385019711	0.8610281372400056	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0110	3.0	3.0	29.0	22.0	0.7586206896551724	24.0	0.0	122.0	4.0	0.032786885245901634	49.0	0.0	288.0	4.0	0.013888888888888888			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0109	20.0	0.0	120.0	0.0	0.0	17.0	0.0	109.0	0.0	0.0	19.0	0.0	180.0	0.0	0.0	1.0	1.0					Unmethylated
p5.00_sc00017_p0108	11.0	1.0	92.0	15.0	0.16304347826086954	12.0	0.0	156.0	0.0	0.0	13.0	0.0	281.0	0.0	0.0							Unmethylated
p5.00_sc00017_p0107	12.0	6.0	74.0	25.0	0.33783783783783783	40.0	0.0	227.0	0.0	0.0	107.0	1.0	644.0	6.0	0.009316770186335404			1.0	1.0	0.7077584259340253	1.0	Unclassified
p5.00_sc00017_p0106						2.0	0.0	29.0	0.0	0.0	6.0	0.0	102.0	0.0	0.0							NA
p5.00_sc00017_p0105	5.0	0.0	62.0	0.0	0.0	7.0	0.0	60.0	0.0	0.0	7.0	0.0	78.0	2.0	0.02564102564102564							NA
p5.00_sc00017_p0104	36.0	0.0	256.0	1.0	0.00390625	17.0	0.0	140.0	0.0	0.0	25.0	0.0	288.0	2.0	0.006944444444444444	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00017_p0103	31.0	0.0	222.0	0.0	0.0	25.0	0.0	185.0	0.0	0.0	22.0	0.0	247.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0102	11.0	2.0	109.0	7.0	0.06422018348623854	8.0	0.0	78.0	0.0	0.0	25.0	0.0	160.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00017_p0101	28.0	16.0	183.0	77.0	0.4207650273224044	25.0	0.0	170.0	1.0	0.005882352941176471	146.0	0.0	845.0	2.0	0.0023668639053254447	0.0013218809286977221	0.0061829093969994475	1.0	1.0	1.0	1.0	gbM
p5.00_sc00017_p0100	9.0	1.0	67.0	16.0	0.2388059701492537	12.0	0.0	105.0	0.0	0.0	46.0	0.0	368.0	1.0	0.002717391304347826					1.0	1.0	Unmethylated
p5.00_sc00017_p0099																						NA
p5.00_sc00017_p0098	20.0	17.0	112.0	91.0	0.8125	37.0	0.0	196.0	5.0	0.025510204081632654	124.0	0.0	765.0	1.0	0.00130718954248366	2.2108755669931626e-07	1.720129923003592e-06	1.0	1.0	1.0	1.0	gbM
p5.00_sc00017_p0097	20.0	10.0	128.0	71.0	0.5546875	30.0	0.0	203.0	1.0	0.0049261083743842365	74.0	0.0	626.0	5.0	0.007987220447284345	0.033100732354371484	0.12146642156237587	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0096	21.0	0.0	160.0	0.0	0.0	9.0	0.0	69.0	0.0	0.0	16.0	0.0	107.0	1.0	0.009345794392523364	1.0	1.0					Unmethylated
p5.00_sc00017_p0095	22.0	1.0	162.0	2.0	0.012345679012345678	23.0	0.0	167.0	0.0	0.0	58.0	0.0	458.0	0.0	0.0	0.9993470170995624	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0094	5.0	0.0	55.0	0.0	0.0	9.0	0.0	102.0	0.0	0.0	21.0	0.0	292.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00017_p0093	25.0	0.0	239.0	0.0	0.0	16.0	0.0	159.0	0.0	0.0	35.0	0.0	364.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00017_p0092	19.0	4.0	107.0	18.0	0.16822429906542055	26.0	0.0	161.0	1.0	0.006211180124223602	67.0	0.0	406.0	6.0	0.014778325123152709			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0091	15.0	11.0	111.0	66.0	0.5945945945945946	25.0	0.0	183.0	7.0	0.03825136612021858	78.0	0.0	575.0	6.0	0.010434782608695651			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0090	71.0	37.0	429.0	196.0	0.4568764568764569	156.0	0.0	859.0	6.0	0.0069848661233993005	347.0	0.0	1946.0	8.0	0.004110996916752313	2.1164517281097472e-05	0.00012651528323764317	1.0	1.0	1.0	1.0	gbM
p5.00_sc00017_p0089	13.0	3.0	95.0	30.0	0.3157894736842105	19.0	0.0	161.0	3.0	0.018633540372670808	66.0	0.0	486.0	2.0	0.00411522633744856					1.0	1.0	Unclassified
p5.00_sc00017_p0088	14.0	12.0	80.0	70.0	0.875	61.0	0.0	290.0	0.0	0.0	143.0	0.0	713.0	3.0	0.004207573632538568			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0087	60.0	9.0	375.0	67.0	0.17866666666666667	42.0	0.0	316.0	3.0	0.00949367088607595	100.0	0.0	855.0	3.0	0.003508771929824561	0.9950987892832838	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00017_p0086	39.0	0.0	210.0	1.0	0.0047619047619047615	52.0	0.0	332.0	0.0	0.0	112.0	0.0	725.0	1.0	0.0013793103448275859	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00017_p0085	46.0	40.0	306.0	234.0	0.7647058823529411	135.0	2.0	838.0	7.0	0.008353221957040573	331.0	1.0	2087.0	8.0	0.003833253473885961	1.6981963363053166e-16	5.95797107148613e-15	0.9960263874233664	1.0	0.9777517763898032	1.0	gbM
