Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Mguttatus,unM,0,unM-unM,49,0.0487077534791252
Mguttatus,unM,1,unM-unM,957,0.951292246520875
Mtruncatula,gbM,0,gbM-gbM,33,0.00549267643142477
Mtruncatula,gbM,1,gbM-gbM,5975,0.994507323568575
Mtruncatula,gbM,0,gbM-teM,5,0.00633713561470215
Mtruncatula,teM,0,gbM-teM,4,0.00489596083231334
Mtruncatula,gbM,1,gbM-teM,784,0.993662864385298
Mtruncatula,teM,1,gbM-teM,813,0.995104039167687
Mtruncatula,gbM,0,gbM-unM,10,0.00887311446317657
Mtruncatula,unM,0,gbM-unM,5,0.00437445319335083
Mtruncatula,gbM,1,gbM-unM,1117,0.991126885536823
Mtruncatula,unM,1,gbM-unM,1138,0.995625546806649
Mtruncatula,teM,0,teM-teM,12,0.00498753117206983
Mtruncatula,teM,1,teM-teM,2394,0.99501246882793
Mtruncatula,unM,0,unM-teM,11,0.012263099219621
Mtruncatula,teM,0,unM-teM,4,0.0044004400440044
Mtruncatula,unM,1,unM-teM,886,0.987736900780379
Mtruncatula,teM,1,unM-teM,905,0.995599559955996
Mtruncatula,unM,0,unM-unM,43,0.0113098369279327
Mtruncatula,unM,1,unM-unM,3759,0.988690163072067
Osativa,gbM,0,gbM-gbM,40,0.0151285930408472
Osativa,gbM,1,gbM-gbM,2604,0.984871406959153
Osativa,gbM,0,gbM-teM,3,0.00761421319796954
Osativa,teM,0,gbM-teM,1,0.00216919739696312
Osativa,gbM,1,gbM-teM,391,0.99238578680203
Osativa,teM,1,gbM-teM,460,0.997830802603037
Osativa,gbM,0,gbM-unM,12,0.0121580547112462
Osativa,unM,0,gbM-unM,6,0.00597014925373134
Osativa,gbM,1,gbM-unM,975,0.987841945288754
Osativa,unM,1,gbM-unM,999,0.994029850746269
Osativa,teM,0,teM-teM,13,0.00274841437632135
Osativa,teM,1,teM-teM,4717,0.997251585623679
Osativa,unM,0,unM-teM,4,0.00419287211740042
Osativa,teM,0,unM-teM,2,0.00211193241816262
Osativa,unM,1,unM-teM,950,0.9958071278826
Osativa,teM,1,unM-teM,945,0.997888067581837
Osativa,unM,0,unM-unM,54,0.00679074446680081
Osativa,unM,1,unM-unM,7898,0.993209255533199
Phallii,gbM,0,gbM-gbM,330,0.133982947624848
Phallii,gbM,1,gbM-gbM,2133,0.866017052375152
Phallii,gbM,0,gbM-teM,10,0.075187969924812
Phallii,teM,0,gbM-teM,7,0.0542635658914729
Phallii,gbM,1,gbM-teM,123,0.924812030075188
Phallii,teM,1,gbM-teM,122,0.945736434108527
Phallii,gbM,0,gbM-unM,138,0.168704156479218
Phallii,unM,0,gbM-unM,137,0.158748551564311
Phallii,gbM,1,gbM-unM,680,0.831295843520782
Phallii,unM,1,gbM-unM,726,0.841251448435689
Phallii,teM,0,teM-teM,38,0.0336581045172719
Phallii,teM,1,teM-teM,1091,0.966341895482728
Phallii,unM,0,unM-teM,19,0.103825136612022
Phallii,teM,0,unM-teM,3,0.0173410404624277
Phallii,unM,1,unM-teM,164,0.896174863387978
Phallii,teM,1,unM-teM,170,0.982658959537572
Phallii,unM,0,unM-unM,1092,0.123111612175874
Phallii,unM,1,unM-unM,7778,0.876888387824126
Ppersica,gbM,0,gbM-gbM,215,0.134291068082448
Ppersica,gbM,1,gbM-gbM,1386,0.865708931917551
Ppersica,gbM,0,gbM-teM,8,0.0547945205479452
Ppersica,teM,0,gbM-teM,12,0.0670391061452514
Ppersica,gbM,1,gbM-teM,138,0.945205479452055
Ppersica,teM,1,gbM-teM,167,0.932960893854749
Ppersica,gbM,0,gbM-unM,89,0.114102564102564
Ppersica,unM,0,gbM-unM,103,0.127003699136868
Ppersica,gbM,1,gbM-unM,691,0.885897435897436
Ppersica,unM,1,gbM-unM,708,0.872996300863132
Ppersica,teM,0,teM-teM,10,0.0139664804469274
Ppersica,teM,1,teM-teM,706,0.986033519553073
Ppersica,unM,0,unM-teM,29,0.0732323232323232
Ppersica,teM,0,unM-teM,21,0.0521091811414392
Ppersica,unM,1,unM-teM,367,0.926767676767677
Ppersica,teM,1,unM-teM,382,0.947890818858561
Ppersica,unM,0,unM-unM,540,0.0992829564258136
Ppersica,unM,1,unM-unM,4899,0.900717043574186
Ptrichocarpa,gbM,0,gbM-gbM,119,0.039906103286385
Ptrichocarpa,gbM,1,gbM-gbM,2863,0.960093896713615
Ptrichocarpa,gbM,0,gbM-teM,2,0.0232558139534884
Ptrichocarpa,teM,0,gbM-teM,1,0.0103092783505155
Ptrichocarpa,gbM,1,gbM-teM,84,0.976744186046512
Ptrichocarpa,teM,1,gbM-teM,96,0.989690721649485
Ptrichocarpa,gbM,0,gbM-unM,70,0.0595744680851064
Ptrichocarpa,unM,0,gbM-unM,84,0.0695940347970174
Ptrichocarpa,gbM,1,gbM-unM,1105,0.940425531914894
Ptrichocarpa,unM,1,gbM-unM,1123,0.930405965202983
Ptrichocarpa,teM,0,teM-teM,14,0.0126239855725879
Ptrichocarpa,teM,1,teM-teM,1095,0.987376014427412
Ptrichocarpa,unM,0,unM-teM,22,0.0466101694915254
Ptrichocarpa,teM,0,unM-teM,6,0.0123711340206186
Ptrichocarpa,unM,1,unM-teM,450,0.953389830508475
Ptrichocarpa,teM,1,unM-teM,479,0.987628865979381
Ptrichocarpa,unM,0,unM-unM,998,0.0546041472889424
Ptrichocarpa,unM,1,unM-unM,17279,0.945395852711058
Pvirgatum,gbM,0,gbM-gbM,29,0.00996563573883161
Pvirgatum,gbM,1,gbM-gbM,2881,0.990034364261168
Pvirgatum,gbM,0,gbM-teM,4,0.0144404332129964
Pvirgatum,teM,0,gbM-teM,1,0.00320512820512821
Pvirgatum,gbM,1,gbM-teM,273,0.985559566787004
Pvirgatum,teM,1,gbM-teM,311,0.996794871794872
Pvirgatum,gbM,0,gbM-unM,16,0.0147329650092081
Pvirgatum,unM,0,gbM-unM,14,0.012400354295837
Pvirgatum,gbM,1,gbM-unM,1070,0.985267034990792
Pvirgatum,unM,1,gbM-unM,1115,0.987599645704163
Pvirgatum,teM,0,teM-teM,46,0.0156782549420586
Pvirgatum,teM,1,teM-teM,2888,0.984321745057941
Pvirgatum,unM,0,unM-teM,7,0.00620017714791851
Pvirgatum,teM,0,unM-teM,9,0.00808625336927224
Pvirgatum,unM,1,unM-teM,1122,0.993799822852081
Pvirgatum,teM,1,unM-teM,1104,0.991913746630728
Pvirgatum,unM,0,unM-unM,371,0.0134094769942531
Pvirgatum,unM,1,unM-unM,27296,0.986590523005747
Pvulgaris,gbM,0,gbM-gbM,19,0.0610932475884244
Pvulgaris,gbM,1,gbM-gbM,292,0.938906752411576
Pvulgaris,gbM,0,gbM-teM,1,0.0285714285714286
Pvulgaris,teM,0,gbM-teM,0,0
Pvulgaris,gbM,1,gbM-teM,34,0.971428571428571
Pvulgaris,teM,1,gbM-teM,36,1
Pvulgaris,gbM,0,gbM-unM,47,0.121134020618557
Pvulgaris,unM,0,gbM-unM,38,0.0971867007672634
Pvulgaris,gbM,1,gbM-unM,341,0.878865979381443
Pvulgaris,unM,1,gbM-unM,353,0.902813299232737
Pvulgaris,teM,0,teM-teM,71,0.052827380952381
Pvulgaris,teM,1,teM-teM,1273,0.947172619047619
Pvulgaris,unM,0,unM-teM,28,0.0602150537634409
Pvulgaris,teM,0,unM-teM,21,0.0455531453362256
Pvulgaris,unM,1,unM-teM,437,0.939784946236559
Pvulgaris,teM,1,unM-teM,440,0.954446854663774
Pvulgaris,unM,0,unM-unM,1123,0.0871962108859383
Pvulgaris,unM,1,unM-unM,11756,0.912803789114062
Pxbretschneideri,gbM,0,gbM-gbM,21,0.0172272354388843
Pxbretschneideri,gbM,1,gbM-gbM,1198,0.982772764561116
Pxbretschneideri,gbM,0,gbM-teM,0,0
Pxbretschneideri,teM,0,gbM-teM,0,0
Pxbretschneideri,gbM,1,gbM-teM,38,1
Pxbretschneideri,teM,1,gbM-teM,39,1
Pxbretschneideri,gbM,0,gbM-unM,4,0.0179372197309417
Pxbretschneideri,unM,0,gbM-unM,3,0.0134529147982063
Pxbretschneideri,gbM,1,gbM-unM,219,0.982062780269058
Pxbretschneideri,unM,1,gbM-unM,220,0.986547085201794
Pxbretschneideri,teM,0,teM-teM,4,0.0137931034482759
Pxbretschneideri,teM,1,teM-teM,286,0.986206896551724
Pxbretschneideri,unM,0,unM-teM,3,0.0225563909774436
Pxbretschneideri,teM,0,unM-teM,2,0.0144927536231884
Pxbretschneideri,unM,1,unM-teM,130,0.977443609022556
Pxbretschneideri,teM,1,unM-teM,136,0.985507246376812
Pxbretschneideri,unM,0,unM-unM,42,0.0128715905608336
Pxbretschneideri,unM,1,unM-unM,3221,0.987128409439166
Sbicolor,gbM,0,gbM-gbM,10,0.00403063280935107
Sbicolor,gbM,1,gbM-gbM,2471,0.995969367190649
Sbicolor,gbM,0,gbM-teM,0,0
Sbicolor,teM,0,gbM-teM,0,0
Sbicolor,gbM,1,gbM-teM,203,1
Sbicolor,teM,1,gbM-teM,212,1
Sbicolor,gbM,0,gbM-unM,6,0.00628930817610063
Sbicolor,unM,0,gbM-unM,7,0.00691699604743083
Sbicolor,gbM,1,gbM-unM,948,0.993710691823899
Sbicolor,unM,1,gbM-unM,1005,0.993083003952569
Sbicolor,teM,0,teM-teM,14,0.0207100591715976
Sbicolor,teM,1,teM-teM,662,0.979289940828402
Sbicolor,unM,0,unM-teM,5,0.0145348837209302
Sbicolor,teM,0,unM-teM,0,0
Sbicolor,unM,1,unM-teM,339,0.98546511627907
Sbicolor,teM,1,unM-teM,365,1
Sbicolor,unM,0,unM-unM,41,0.00577546133258205
Sbicolor,unM,1,unM-unM,7058,0.994224538667418
Sitalica,gbM,0,gbM-gbM,210,0.0676982591876209
Sitalica,gbM,1,gbM-gbM,2892,0.932301740812379
Sitalica,gbM,0,gbM-teM,5,0.0282485875706215
Sitalica,teM,0,gbM-teM,4,0.0208333333333333
Sitalica,gbM,1,gbM-teM,172,0.971751412429379
Sitalica,teM,1,gbM-teM,188,0.979166666666667
Sitalica,gbM,0,gbM-unM,85,0.0768535262206148
Sitalica,unM,0,gbM-unM,94,0.0774299835255354
Sitalica,gbM,1,gbM-unM,1021,0.923146473779385
Sitalica,unM,1,gbM-unM,1120,0.922570016474465
Sitalica,teM,0,teM-teM,53,0.0446880269814503
Sitalica,teM,1,teM-teM,1133,0.95531197301855
Sitalica,unM,0,unM-teM,24,0.0486815415821501
Sitalica,teM,0,unM-teM,11,0.0237580993520518
Sitalica,unM,1,unM-teM,469,0.95131845841785
Sitalica,teM,1,unM-teM,452,0.976241900647948
Sitalica,unM,0,unM-unM,507,0.0566987251174234
Sitalica,unM,1,unM-unM,8435,0.943301274882577
Slycopersicum,gbM,0,gbM-gbM,109,0.0239192451174018
Slycopersicum,gbM,1,gbM-gbM,4448,0.976080754882598
Slycopersicum,gbM,0,gbM-teM,16,0.0253565768621236
Slycopersicum,teM,0,gbM-teM,10,0.0145560407569141
Slycopersicum,gbM,1,gbM-teM,615,0.974643423137876
Slycopersicum,teM,1,gbM-teM,677,0.985443959243086
Slycopersicum,gbM,0,gbM-unM,8,0.0186046511627907
Slycopersicum,unM,0,gbM-unM,14,0.03125
Slycopersicum,gbM,1,gbM-unM,422,0.981395348837209
Slycopersicum,unM,1,gbM-unM,434,0.96875
Slycopersicum,teM,0,teM-teM,136,0.0417818740399386
Slycopersicum,teM,1,teM-teM,3119,0.958218125960061
Slycopersicum,unM,0,unM-teM,25,0.0684931506849315
Slycopersicum,teM,0,unM-teM,16,0.04
Slycopersicum,unM,1,unM-teM,340,0.931506849315068
Slycopersicum,teM,1,unM-teM,384,0.96
Slycopersicum,unM,0,unM-unM,53,0.0311581422692534
Slycopersicum,unM,1,unM-unM,1648,0.968841857730747
Stuberosum,gbM,0,gbM-gbM,79,0.0166913162898796
Stuberosum,gbM,1,gbM-gbM,4654,0.98330868371012
Stuberosum,gbM,0,gbM-teM,4,0.00696864111498258
Stuberosum,teM,0,gbM-teM,3,0.00516351118760757
Stuberosum,gbM,1,gbM-teM,570,0.993031358885017
Stuberosum,teM,1,gbM-teM,578,0.994836488812392
Stuberosum,gbM,0,gbM-unM,4,0.00535475234270415
Stuberosum,unM,0,gbM-unM,8,0.0108108108108108
Stuberosum,gbM,1,gbM-unM,743,0.994645247657296
Stuberosum,unM,1,gbM-unM,732,0.989189189189189
Stuberosum,teM,0,teM-teM,20,0.00554016620498615
Stuberosum,teM,1,teM-teM,3590,0.994459833795014
Stuberosum,unM,0,unM-teM,6,0.0121951219512195
Stuberosum,teM,0,unM-teM,2,0.00389105058365759
Stuberosum,unM,1,unM-teM,486,0.98780487804878
Stuberosum,teM,1,unM-teM,512,0.996108949416342
Stuberosum,unM,0,unM-unM,28,0.0122753178430513
Stuberosum,unM,1,unM-unM,2253,0.987724682156949
Sviridis,gbM,0,gbM-gbM,192,0.0766161213088587
Sviridis,gbM,1,gbM-gbM,2314,0.923383878691141
Sviridis,gbM,0,gbM-teM,9,0.0638297872340425
Sviridis,teM,0,gbM-teM,6,0.0425531914893617
Sviridis,gbM,1,gbM-teM,132,0.936170212765957
Sviridis,teM,1,gbM-teM,135,0.957446808510638
Sviridis,gbM,0,gbM-unM,81,0.0885245901639344
Sviridis,unM,0,gbM-unM,95,0.0945273631840796
Sviridis,gbM,1,gbM-unM,834,0.911475409836066
Sviridis,unM,1,gbM-unM,910,0.90547263681592
Sviridis,teM,0,teM-teM,55,0.0345694531741043
Sviridis,teM,1,teM-teM,1536,0.965430546825896
Sviridis,unM,0,unM-teM,30,0.0625
Sviridis,teM,0,unM-teM,9,0.0199556541019956
Sviridis,unM,1,unM-teM,450,0.9375
Sviridis,teM,1,unM-teM,442,0.980044345898004
Sviridis,unM,0,unM-unM,610,0.0601459278248866
Sviridis,unM,1,unM-unM,9532,0.939854072175113
Tcacao,gbM,0,gbM-gbM,280,0.329411764705882
Tcacao,gbM,1,gbM-gbM,570,0.670588235294118
Tcacao,gbM,0,gbM-teM,5,0.102040816326531
Tcacao,teM,0,gbM-teM,1,0.0175438596491228
Tcacao,gbM,1,gbM-teM,44,0.897959183673469
Tcacao,teM,1,gbM-teM,56,0.982456140350877
Tcacao,gbM,0,gbM-unM,176,0.327746741154562
Tcacao,unM,0,gbM-unM,179,0.313485113835377
Tcacao,gbM,1,gbM-unM,361,0.672253258845438
Tcacao,unM,1,gbM-unM,392,0.686514886164623
Tcacao,teM,0,teM-teM,18,0.0234680573663625
Tcacao,teM,1,teM-teM,749,0.976531942633638
Tcacao,unM,0,unM-teM,36,0.0837209302325581
Tcacao,teM,0,unM-teM,10,0.0288184438040346
Tcacao,unM,1,unM-teM,394,0.916279069767442
Tcacao,teM,1,unM-teM,337,0.971181556195965
Tcacao,unM,0,unM-unM,2365,0.293861829025845
Tcacao,unM,1,unM-unM,5683,0.706138170974155
Vvinifera,gbM,0,gbM-gbM,191,0.0870953032375741
Vvinifera,gbM,1,gbM-gbM,2002,0.912904696762426
Vvinifera,gbM,0,gbM-teM,28,0.101449275362319
Vvinifera,teM,0,gbM-teM,12,0.0334261838440111
Vvinifera,gbM,1,gbM-teM,248,0.898550724637681
Vvinifera,teM,1,gbM-teM,347,0.966573816155989
Vvinifera,gbM,0,gbM-unM,112,0.122672508214677
Vvinifera,unM,0,gbM-unM,117,0.117943548387097
Vvinifera,gbM,1,gbM-unM,801,0.877327491785323
Vvinifera,unM,1,gbM-unM,875,0.882056451612903
Vvinifera,teM,0,teM-teM,42,0.0544747081712062
Vvinifera,teM,1,teM-teM,729,0.945525291828794
Vvinifera,unM,0,unM-teM,27,0.0524271844660194
Vvinifera,teM,0,unM-teM,11,0.0198198198198198
Vvinifera,unM,1,unM-teM,488,0.947572815533981
Vvinifera,teM,1,unM-teM,544,0.98018018018018
Vvinifera,unM,0,unM-unM,619,0.110951783473741
Vvinifera,unM,1,unM-unM,4960,0.889048216526259
Zmays,gbM,0,gbM-gbM,1,0.000476190476190476
Zmays,gbM,1,gbM-gbM,2099,0.999523809523809
Zmays,gbM,0,gbM-teM,0,0
Zmays,teM,0,gbM-teM,0,0
Zmays,gbM,1,gbM-teM,665,1
Zmays,teM,1,gbM-teM,875,1
Zmays,gbM,0,gbM-unM,0,0
Zmays,unM,0,gbM-unM,2,0.00273972602739726
Zmays,gbM,1,gbM-unM,703,1
Zmays,unM,1,gbM-unM,728,0.997260273972603
Zmays,teM,0,teM-teM,2,0.000360555255092843
Zmays,teM,1,teM-teM,5545,0.999639444744907
Zmays,unM,0,unM-teM,2,0.00201005025125628
Zmays,teM,0,unM-teM,1,0.000866551126516464
Zmays,unM,1,unM-teM,993,0.997989949748744
Zmays,teM,1,unM-teM,1153,0.999133448873484
Zmays,unM,0,unM-unM,14,0.001279824481214
Zmays,unM,1,unM-unM,10925,0.998720175518786
