row,column,cor,p,sps,p.adjust
teM,gbM,-0.0229917876646171,0.0508030654955136,Cclementina,0.053467561937586
unM,gbM,0.258409447359345,0,Cclementina,0
Unclassified,gbM,0.226233498665416,0,Cclementina,0
Genes,teM,0.29868343144245,0,Cclementina,0
TEs,teM,0.17206904206014,0,Cclementina,0
TE.nucleotidess,teM,0.181426411715025,0,Cclementina,0
gbM,teM,-0.0229917876646171,0.0508030654955136,Cclementina,0.053467561937586
teM,teM,1,NA,Cclementina,NA
unM,teM,0.118578074391254,0,Cclementina,0
Unclassified,teM,0.0885808858205855,4.75175454539567e-14,Cclementina,5.66820918691188e-14
Genes,unM,0.860335157216398,0,Cclementina,0
TEs,unM,0.0376915279215966,0.00136198231375451,Cclementina,0.00146413098728609
TE.nucleotidess,unM,-0.0879211721884841,7.30526750203353e-14,Cclementina,8.70271313236976e-14
gbM,unM,0.258409447359345,0,Cclementina,0
teM,unM,0.118578074391254,0,Cclementina,0
unM,unM,1,NA,Cclementina,NA
Unclassified,unM,0.23963879442864,0,Cclementina,0
Genes,Unclassified,0.489210716923186,0,Cclementina,0
TEs,Unclassified,-0.00603795978887662,0.608050522669271,Cclementina,0.615548903554205
TE.nucleotidess,Unclassified,-0.0922383885287612,3.99680288865056e-15,Cclementina,4.79935240485566e-15
gbM,Unclassified,0.226233498665416,0,Cclementina,0
teM,Unclassified,0.0885808858205855,4.75175454539567e-14,Cclementina,5.66820918691188e-14
unM,Unclassified,0.23963879442864,0,Cclementina,0
Unclassified,Unclassified,1,NA,Cclementina,NA
Genes,Genes,1,NA,Cpapaya,NA
TEs,Genes,0.175288608633818,0,Cpapaya,0
TE.nucleotidess,Genes,0.181637151624378,0,Cpapaya,0
gbM,Genes,0.679418585029334,0,Cpapaya,0
teM,Genes,0.454286616758052,0,Cpapaya,0
unM,Genes,0.759749034643721,0,Cpapaya,0
Unclassified,Genes,0.531950080849763,0,Cpapaya,0
Genes,TEs,0.175288608633818,0,Cpapaya,0
TEs,TEs,1,NA,Cpapaya,NA
TE.nucleotidess,TEs,0.967780432440629,0,Cpapaya,0
gbM,TEs,0.0672851232338124,5.12478948166972e-13,Cpapaya,6.0571791910311e-13
teM,TEs,0.323187286444594,0,Cpapaya,0
unM,TEs,0.0926042309096622,0,Cpapaya,0
Unclassified,TEs,0.0513248007035762,3.66486299085977e-08,Cpapaya,4.19970974714007e-08
Genes,TE.nucleotidess,0.181637151624378,0,Cpapaya,0
TEs,TE.nucleotidess,0.967780432440629,0,Cpapaya,0
TE.nucleotidess,TE.nucleotidess,1,NA,Cpapaya,NA
gbM,TE.nucleotidess,0.0647311039978009,3.72435415840755e-12,Cpapaya,4.37333134595841e-12
teM,TE.nucleotidess,0.33801949575615,0,Cpapaya,0
unM,TE.nucleotidess,0.0930462941037996,0,Cpapaya,0
Unclassified,TE.nucleotidess,0.0514833776788833,3.32653837809005e-08,Cpapaya,3.81685407295466e-08
Genes,gbM,0.679418585029334,0,Cpapaya,0
TEs,gbM,0.0672851232338124,5.12478948166972e-13,Cpapaya,6.0571791910311e-13
TE.nucleotidess,gbM,0.0647311039978009,3.72435415840755e-12,Cpapaya,4.37333134595841e-12
gbM,gbM,1,NA,Cpapaya,NA
teM,gbM,0.099719378752774,0,Cpapaya,0
unM,gbM,0.356502889260216,0,Cpapaya,0
Unclassified,gbM,0.296421833752592,0,Cpapaya,0
Genes,teM,0.454286616758052,0,Cpapaya,0
TEs,teM,0.323187286444594,0,Cpapaya,0
TE.nucleotidess,teM,0.33801949575615,0,Cpapaya,0
gbM,teM,0.099719378752774,0,Cpapaya,0
teM,teM,1,NA,Cpapaya,NA
unM,teM,0.0633167357854695,1.08193454195771e-11,Cpapaya,1.26881414465949e-11
Unclassified,teM,0.0442697934648761,2.04830601102657e-06,Cpapaya,2.30625976054488e-06
Genes,unM,0.759749034643721,0,Cpapaya,0
TEs,unM,0.0926042309096622,0,Cpapaya,0
TE.nucleotidess,unM,0.0930462941037996,0,Cpapaya,0
gbM,unM,0.356502889260216,0,Cpapaya,0
teM,unM,0.0633167357854695,1.08193454195771e-11,Cpapaya,1.26881414465949e-11
unM,unM,1,NA,Cpapaya,NA
Unclassified,unM,0.348924241929142,0,Cpapaya,0
Genes,Unclassified,0.531950080849763,0,Cpapaya,0
TEs,Unclassified,0.0513248007035762,3.66486299085977e-08,Cpapaya,4.19970974714007e-08
TE.nucleotidess,Unclassified,0.0514833776788833,3.32653837809005e-08,Cpapaya,3.81685407295466e-08
gbM,Unclassified,0.296421833752592,0,Cpapaya,0
teM,Unclassified,0.0442697934648761,2.04830601102657e-06,Cpapaya,2.30625976054488e-06
unM,Unclassified,0.348924241929142,0,Cpapaya,0
Unclassified,Unclassified,1,NA,Cpapaya,NA
Genes,Genes,1,NA,Clanatus,NA
TEs,Genes,-0.544245309358894,0,Clanatus,0
TE.nucleotidess,Genes,-0.595594287178656,0,Clanatus,0
gbM,Genes,0.55370105897852,0,Clanatus,0
teM,Genes,0.336863780327907,0,Clanatus,0
unM,Genes,0.767695751393473,0,Clanatus,0
Unclassified,Genes,0.710077247233574,0,Clanatus,0
Genes,TEs,-0.544245309358894,0,Clanatus,0
TEs,TEs,1,NA,Clanatus,NA
TE.nucleotidess,TEs,0.931937745232277,0,Clanatus,0
gbM,TEs,-0.373457196254604,0,Clanatus,0
teM,TEs,-0.121270175695525,0,Clanatus,0
unM,TEs,-0.431003955113526,0,Clanatus,0
Unclassified,TEs,-0.427047274668065,0,Clanatus,0
Genes,TE.nucleotidess,-0.595594287178656,0,Clanatus,0
TEs,TE.nucleotidess,0.931937745232277,0,Clanatus,0
TE.nucleotidess,TE.nucleotidess,1,NA,Clanatus,NA
gbM,TE.nucleotidess,-0.421676096353245,0,Clanatus,0
teM,TE.nucleotidess,-0.145823566707751,0,Clanatus,0
unM,TE.nucleotidess,-0.47178323217534,0,Clanatus,0
Unclassified,TE.nucleotidess,-0.4680650819278,0,Clanatus,0
Genes,gbM,0.55370105897852,0,Clanatus,0
TEs,gbM,-0.373457196254604,0,Clanatus,0
TE.nucleotidess,gbM,-0.421676096353245,0,Clanatus,0
gbM,gbM,1,NA,Clanatus,NA
teM,gbM,0.0574101989944565,7.8585991225566e-07,Clanatus,8.89262532289299e-07
unM,gbM,0.209674510397408,0,Clanatus,0
Unclassified,gbM,0.260123910768627,0,Clanatus,0
Genes,teM,0.336863780327907,0,Clanatus,0
TEs,teM,-0.121270175695525,0,Clanatus,0
TE.nucleotidess,teM,-0.145823566707751,0,Clanatus,0
gbM,teM,0.0574101989944565,7.8585991225566e-07,Clanatus,8.89262532289299e-07
teM,teM,1,NA,Clanatus,NA
unM,teM,0.0911044418584588,4.21884749357559e-15,Clanatus,5.05925536082173e-15
Unclassified,teM,0.0700711907917142,1.63474123127116e-09,Clanatus,1.89739245737514e-09
Genes,unM,0.767695751393473,0,Clanatus,0
TEs,unM,-0.431003955113526,0,Clanatus,0
TE.nucleotidess,unM,-0.47178323217534,0,Clanatus,0
gbM,unM,0.209674510397408,0,Clanatus,0
teM,unM,0.0911044418584588,4.21884749357559e-15,Clanatus,5.05925536082173e-15
unM,unM,1,NA,Clanatus,NA
Unclassified,unM,0.340256523754122,0,Clanatus,0
Genes,Unclassified,0.710077247233574,0,Clanatus,0
TEs,Unclassified,-0.427047274668065,0,Clanatus,0
TE.nucleotidess,Unclassified,-0.4680650819278,0,Clanatus,0
gbM,Unclassified,0.260123910768627,0,Clanatus,0
teM,Unclassified,0.0700711907917142,1.63474123127116e-09,Clanatus,1.89739245737514e-09
unM,Unclassified,0.340256523754122,0,Clanatus,0
Unclassified,Unclassified,1,NA,Clanatus,NA
Genes,Genes,1,NA,Cmelo,NA
TEs,Genes,-0.291788946070326,0,Cmelo,0
TE.nucleotidess,Genes,-0.284325618008389,0,Cmelo,0
gbM,Genes,0.425786399253463,0,Cmelo,0
teM,Genes,0.367150917573336,0,Cmelo,0
unM,Genes,0.704685965207067,0,Cmelo,0
Unclassified,Genes,0.447480106199584,0,Cmelo,0
Genes,TEs,-0.291788946070326,0,Cmelo,0
TEs,TEs,1,NA,Cmelo,NA
TE.nucleotidess,TEs,0.947419070651978,0,Cmelo,0
gbM,TEs,-0.283582471017375,0,Cmelo,0
teM,TEs,0.295465121717788,0,Cmelo,0
unM,TEs,-0.429833465526096,0,Cmelo,0
Unclassified,TEs,-0.246574067109897,0,Cmelo,0
Genes,TE.nucleotidess,-0.284325618008389,0,Cmelo,0
TEs,TE.nucleotidess,0.947419070651978,0,Cmelo,0
TE.nucleotidess,TE.nucleotidess,1,NA,Cmelo,NA
gbM,TE.nucleotidess,-0.279617887101125,0,Cmelo,0
teM,TE.nucleotidess,0.309454822334055,0,Cmelo,0
unM,TE.nucleotidess,-0.419679737251761,0,Cmelo,0
Unclassified,TE.nucleotidess,-0.245405941088273,0,Cmelo,0
Genes,gbM,0.425786399253463,0,Cmelo,0
TEs,gbM,-0.283582471017375,0,Cmelo,0
TE.nucleotidess,gbM,-0.279617887101125,0,Cmelo,0
gbM,gbM,1,NA,Cmelo,NA
teM,gbM,-0.114459729373172,0,Cmelo,0
unM,gbM,0.257879279859575,0,Cmelo,0
Unclassified,gbM,0.181032345199248,0,Cmelo,0
Genes,teM,0.367150917573336,0,Cmelo,0
TEs,teM,0.295465121717788,0,Cmelo,0
TE.nucleotidess,teM,0.309454822334055,0,Cmelo,0
gbM,teM,-0.114459729373172,0,Cmelo,0
teM,teM,1,NA,Cmelo,NA
unM,teM,-0.168908777485954,0,Cmelo,0
Unclassified,teM,-0.0858055155005436,3.99680288865056e-15,Cmelo,4.79935240485566e-15
Genes,unM,0.704685965207067,0,Cmelo,0
TEs,unM,-0.429833465526096,0,Cmelo,0
TE.nucleotidess,unM,-0.419679737251761,0,Cmelo,0
gbM,unM,0.257879279859575,0,Cmelo,0
teM,unM,-0.168908777485954,0,Cmelo,0
unM,unM,1,NA,Cmelo,NA
Unclassified,unM,0.292505300757222,0,Cmelo,0
Genes,Unclassified,0.447480106199584,0,Cmelo,0
TEs,Unclassified,-0.246574067109897,0,Cmelo,0
TE.nucleotidess,Unclassified,-0.245405941088273,0,Cmelo,0
gbM,Unclassified,0.181032345199248,0,Cmelo,0
teM,Unclassified,-0.0858055155005436,3.99680288865056e-15,Cmelo,4.79935240485566e-15
unM,Unclassified,0.292505300757222,0,Cmelo,0
Unclassified,Unclassified,1,NA,Cmelo,NA
Genes,Genes,1,NA,Crubella,NA
TEs,Genes,-0.110056112197821,1.04031450121056e-10,Crubella,1.21684455258178e-10
TE.nucleotidess,Genes,-0.121716101560554,8.65529869997772e-13,Crubella,1.0216646700758e-12
gbM,Genes,0.704170441952545,0,Crubella,0
teM,Genes,0.127059974376024,8.21565038222616e-14,Crubella,9.77435085000029e-14
unM,Genes,0.917421500847912,0,Crubella,0
Unclassified,Genes,0.69297736295299,0,Crubella,0
Genes,TEs,-0.110056112197821,1.04031450121056e-10,Crubella,1.21684455258178e-10
TEs,TEs,1,NA,Crubella,NA
TE.nucleotidess,TEs,0.930352759088045,0,Crubella,0
gbM,TEs,-0.0855044934010075,5.34290755638267e-07,Crubella,6.05350755760797e-07
teM,TEs,0.537772760021296,0,Crubella,0
unM,TEs,-0.223164020939531,0,Crubella,0
Unclassified,TEs,-0.0383641746990869,0.0246914230987452,Crubella,0.0260776082551659
Genes,TE.nucleotidess,-0.121716101560554,8.65529869997772e-13,Crubella,1.0216646700758e-12
TEs,TE.nucleotidess,0.930352759088045,0,Crubella,0
TE.nucleotidess,TE.nucleotidess,1,NA,Crubella,NA
gbM,TE.nucleotidess,-0.105075595653179,6.96338098293836e-10,Crubella,8.1030064788574e-10
teM,TE.nucleotidess,0.500437517359202,0,Crubella,0
unM,TE.nucleotidess,-0.216565616518677,0,Crubella,0
Unclassified,TE.nucleotidess,-0.0564173922186453,0.000951064960743597,Crubella,0.00103098638601617
Genes,gbM,0.704170441952545,0,Crubella,0
TEs,gbM,-0.0855044934010075,5.34290755638267e-07,Crubella,6.05350755760797e-07
TE.nucleotidess,gbM,-0.105075595653179,6.96338098293836e-10,Crubella,8.1030064788574e-10
gbM,gbM,1,NA,Crubella,NA
teM,gbM,0.0424605749158017,0.0129099395854191,Crubella,0.0136827176591942
unM,gbM,0.482780914356181,0,Crubella,0
Unclassified,gbM,0.43051843998824,0,Crubella,0
Genes,teM,0.127059974376024,8.21565038222616e-14,Crubella,9.77435085000029e-14
TEs,teM,0.537772760021296,0,Crubella,0
TE.nucleotidess,teM,0.500437517359202,0,Crubella,0
gbM,teM,0.0424605749158017,0.0129099395854191,Crubella,0.0136827176591942
teM,teM,1,NA,Crubella,NA
unM,teM,-0.089699983904483,1.43627433946136e-07,Crubella,1.63757036431011e-07
Unclassified,teM,0.0620220623600857,0.000279590090896953,Crubella,0.000305653573946669
Genes,unM,0.917421500847912,0,Crubella,0
TEs,unM,-0.223164020939531,0,Crubella,0
TE.nucleotidess,unM,-0.216565616518677,0,Crubella,0
gbM,unM,0.482780914356181,0,Crubella,0
teM,unM,-0.089699983904483,1.43627433946136e-07,Crubella,1.63757036431011e-07
unM,unM,1,NA,Crubella,NA
Unclassified,unM,0.505119296431351,0,Crubella,0
Genes,Unclassified,0.69297736295299,0,Crubella,0
TEs,Unclassified,-0.0383641746990869,0.0246914230987452,Crubella,0.0260776082551659
TE.nucleotidess,Unclassified,-0.0564173922186453,0.000951064960743597,Crubella,0.00103098638601617
gbM,Unclassified,0.43051843998824,0,Crubella,0
teM,Unclassified,0.0620220623600857,0.000279590090896953,Crubella,0.000305653573946669
unM,Unclassified,0.505119296431351,0,Crubella,0
Unclassified,Unclassified,1,NA,Crubella,NA
Genes,Genes,1,NA,Csativus,NA
TEs,Genes,-0.463307690614358,0,Csativus,0
TE.nucleotidess,Genes,-0.446291386695781,0,Csativus,0
gbM,Genes,0.492114891909339,0,Csativus,0
teM,Genes,0.284358852458714,0,Csativus,0
unM,Genes,0.741309289229336,0,Csativus,0
Unclassified,Genes,0.459742633197159,0,Csativus,0
Genes,TEs,-0.463307690614358,0,Csativus,0
TEs,TEs,1,NA,Csativus,NA
TE.nucleotidess,TEs,0.896661111277465,0,Csativus,0
gbM,TEs,-0.378340225923538,0,Csativus,0
teM,TEs,0.0375582014246928,0.0111282238601689,Csativus,0.0118082093369359
unM,TEs,-0.425424279447192,0,Csativus,0
Unclassified,TEs,-0.300187703109128,0,Csativus,0
Genes,TE.nucleotidess,-0.446291386695781,0,Csativus,0
TEs,TE.nucleotidess,0.896661111277465,0,Csativus,0
TE.nucleotidess,TE.nucleotidess,1,NA,Csativus,NA
gbM,TE.nucleotidess,-0.40217238832302,0,Csativus,0
teM,TE.nucleotidess,0.0517977522880665,0.000461352368610335,Csativus,0.000503141532433735
unM,TE.nucleotidess,-0.42072273920062,0,Csativus,0
Unclassified,TE.nucleotidess,-0.312072879622405,0,Csativus,0
Genes,gbM,0.492114891909339,0,Csativus,0
TEs,gbM,-0.378340225923538,0,Csativus,0
TE.nucleotidess,gbM,-0.40217238832302,0,Csativus,0
gbM,gbM,1,NA,Csativus,NA
teM,gbM,-0.00168259480378696,0.909483174894464,Csativus,0.911502005471366
unM,gbM,0.207259321094096,0,Csativus,0
Unclassified,gbM,0.170802768472301,0,Csativus,0
Genes,teM,0.284358852458714,0,Csativus,0
TEs,teM,0.0375582014246928,0.0111282238601689,Csativus,0.0118082093369359
TE.nucleotidess,teM,0.0517977522880665,0.000461352368610335,Csativus,0.000503141532433735
gbM,teM,-0.00168259480378696,0.909483174894464,Csativus,0.911502005471366
teM,teM,1,NA,Csativus,NA
unM,teM,0.00694971783445581,0.638649708106473,Csativus,0.644358308849324
Unclassified,teM,0.011661003008306,0.430729999411987,Csativus,0.440486058288816
Genes,unM,0.741309289229336,0,Csativus,0
TEs,unM,-0.425424279447192,0,Csativus,0
TE.nucleotidess,unM,-0.42072273920062,0,Csativus,0
gbM,unM,0.207259321094096,0,Csativus,0
teM,unM,0.00694971783445581,0.638649708106473,Csativus,0.644358308849324
unM,unM,1,NA,Csativus,NA
Unclassified,unM,0.250536777703161,0,Csativus,0
Genes,Unclassified,0.459742633197159,0,Csativus,0
TEs,Unclassified,-0.300187703109128,0,Csativus,0
TE.nucleotidess,Unclassified,-0.312072879622405,0,Csativus,0
gbM,Unclassified,0.170802768472301,0,Csativus,0
teM,Unclassified,0.011661003008306,0.430729999411987,Csativus,0.440486058288816
unM,Unclassified,0.250536777703161,0,Csativus,0
Unclassified,Unclassified,1,NA,Csativus,NA
Genes,Genes,1,NA,Egrandis,NA
TEs,Genes,0.284030771862669,0,Egrandis,0
TE.nucleotidess,Genes,0.121142416338022,0,Egrandis,0
gbM,Genes,0.548155251952508,0,Egrandis,0
teM,Genes,0.295640855141993,0,Egrandis,0
unM,Genes,0.745010420869949,0,Egrandis,0
Unclassified,Genes,0.624229678019506,0,Egrandis,0
Genes,TEs,0.284030771862669,0,Egrandis,0
TEs,TEs,1,NA,Egrandis,NA
TE.nucleotidess,TEs,0.883446448993333,0,Egrandis,0
gbM,TEs,0.109094551678282,0,Egrandis,0
teM,TEs,0.169761608777938,0,Egrandis,0
unM,TEs,0.268289081388332,0,Egrandis,0
Unclassified,TEs,0.189744137876061,0,Egrandis,0
Genes,TE.nucleotidess,0.121142416338022,0,Egrandis,0
TEs,TE.nucleotidess,0.883446448993333,0,Egrandis,0
TE.nucleotidess,TE.nucleotidess,1,NA,Egrandis,NA
gbM,TE.nucleotidess,-0.021188697188843,0.00462516543878344,Egrandis,0.00494263241564668
teM,TE.nucleotidess,0.132098145494069,0,Egrandis,0
unM,TE.nucleotidess,0.134210754943695,0,Egrandis,0
Unclassified,TE.nucleotidess,0.0717145409394611,0,Egrandis,0
Genes,gbM,0.548155251952508,0,Egrandis,0
TEs,gbM,0.109094551678282,0,Egrandis,0
TE.nucleotidess,gbM,-0.021188697188843,0.00462516543878344,Egrandis,0.00494263241564668
gbM,gbM,1,NA,Egrandis,NA
teM,gbM,0.0403472220681414,6.87806536170399e-08,Egrandis,7.87185427328099e-08
unM,gbM,0.267108558464363,0,Egrandis,0
Unclassified,gbM,0.284634334784399,0,Egrandis,0
Genes,teM,0.295640855141993,0,Egrandis,0
TEs,teM,0.169761608777938,0,Egrandis,0
TE.nucleotidess,teM,0.132098145494069,0,Egrandis,0
gbM,teM,0.0403472220681414,6.87806536170399e-08,Egrandis,7.87185427328099e-08
teM,teM,1,NA,Egrandis,NA
unM,teM,0.0397843138130153,1.04334559214436e-07,Egrandis,1.19107594147454e-07
Unclassified,teM,0.0786133693688948,0,Egrandis,0
Genes,unM,0.745010420869949,0,Egrandis,0
TEs,unM,0.268289081388332,0,Egrandis,0
TE.nucleotidess,unM,0.134210754943695,0,Egrandis,0
gbM,unM,0.267108558464363,0,Egrandis,0
teM,unM,0.0397843138130153,1.04334559214436e-07,Egrandis,1.19107594147454e-07
unM,unM,1,NA,Egrandis,NA
Unclassified,unM,0.297893832351773,0,Egrandis,0
Genes,Unclassified,0.624229678019506,0,Egrandis,0
TEs,Unclassified,0.189744137876061,0,Egrandis,0
TE.nucleotidess,Unclassified,0.0717145409394611,0,Egrandis,0
gbM,Unclassified,0.284634334784399,0,Egrandis,0
teM,Unclassified,0.0786133693688948,0,Egrandis,0
unM,Unclassified,0.297893832351773,0,Egrandis,0
Unclassified,Unclassified,1,NA,Egrandis,NA
Genes,Genes,1,NA,Eguineensis,NA
TEs,Genes,0.168568070962809,0,Eguineensis,0
TE.nucleotidess,Genes,0.145130536236466,0,Eguineensis,0
gbM,Genes,0.367138308359343,0,Eguineensis,0
teM,Genes,0.180416490210316,0,Eguineensis,0
unM,Genes,0.781312500461443,0,Eguineensis,0
Unclassified,Genes,0.629207844982051,0,Eguineensis,0
Genes,TEs,0.168568070962809,0,Eguineensis,0
TEs,TEs,1,NA,Eguineensis,NA
TE.nucleotidess,TEs,0.946997266511612,0,Eguineensis,0
gbM,TEs,0.0873931862800624,0,Eguineensis,0
teM,TEs,0.113423195881925,0,Eguineensis,0
unM,TEs,0.195233058862664,0,Eguineensis,0
Unclassified,TEs,0.155467511623696,0,Eguineensis,0
Genes,TE.nucleotidess,0.145130536236466,0,Eguineensis,0
TEs,TE.nucleotidess,0.946997266511612,0,Eguineensis,0
TE.nucleotidess,TE.nucleotidess,1,NA,Eguineensis,NA
gbM,TE.nucleotidess,0.0735298042962041,0,Eguineensis,0
teM,TE.nucleotidess,0.10340669767255,0,Eguineensis,0
unM,TE.nucleotidess,0.169548862624487,0,Eguineensis,0
Unclassified,TE.nucleotidess,0.132463761460229,0,Eguineensis,0
Genes,gbM,0.367138308359343,0,Eguineensis,0
TEs,gbM,0.0873931862800624,0,Eguineensis,0
TE.nucleotidess,gbM,0.0735298042962041,0,Eguineensis,0
gbM,gbM,1,NA,Eguineensis,NA
teM,gbM,0.027601017439291,1.48947520983711e-12,Eguineensis,1.75358033178997e-12
unM,gbM,0.192224155534457,0,Eguineensis,0
Unclassified,gbM,0.165958300230004,0,Eguineensis,0
Genes,teM,0.180416490210316,0,Eguineensis,0
TEs,teM,0.113423195881925,0,Eguineensis,0
TE.nucleotidess,teM,0.10340669767255,0,Eguineensis,0
gbM,teM,0.027601017439291,1.48947520983711e-12,Eguineensis,1.75358033178997e-12
teM,teM,1,NA,Eguineensis,NA
unM,teM,0.0614111031510817,0,Eguineensis,0
Unclassified,teM,0.0612315359472987,0,Eguineensis,0
Genes,unM,0.781312500461443,0,Eguineensis,0
TEs,unM,0.195233058862664,0,Eguineensis,0
TE.nucleotidess,unM,0.169548862624487,0,Eguineensis,0
gbM,unM,0.192224155534457,0,Eguineensis,0
teM,unM,0.0614111031510817,0,Eguineensis,0
unM,unM,1,NA,Eguineensis,NA
Unclassified,unM,0.317907002392583,0,Eguineensis,0
Genes,Unclassified,0.629207844982051,0,Eguineensis,0
TEs,Unclassified,0.155467511623696,0,Eguineensis,0
TE.nucleotidess,Unclassified,0.132463761460229,0,Eguineensis,0
gbM,Unclassified,0.165958300230004,0,Eguineensis,0
teM,Unclassified,0.0612315359472987,0,Eguineensis,0
unM,Unclassified,0.317907002392583,0,Eguineensis,0
Unclassified,Unclassified,1,NA,Eguineensis,NA
Genes,Genes,1,NA,Esalsugineum,NA
TEs,Genes,-0.6055183498531,0,Esalsugineum,0
TE.nucleotidess,Genes,-0.596610870000953,0,Esalsugineum,0
gbM,Genes,0.0443147788328126,0.00112356350612686,Esalsugineum,0.0012121599116279
teM,Genes,0.151104962415298,0,Esalsugineum,0
unM,Genes,0.977995063196206,0,Esalsugineum,0
Unclassified,Genes,0.121543710117091,0,Esalsugineum,0
Genes,TEs,-0.6055183498531,0,Esalsugineum,0
TEs,TEs,1,NA,Esalsugineum,NA
TE.nucleotidess,TEs,0.914769422519279,0,Esalsugineum,0
gbM,TEs,0.0116293138719126,0.392835350217843,Esalsugineum,0.402188572842078
teM,TEs,0.0670592279557222,8.11026790614733e-07,Esalsugineum,9.16592230194122e-07
unM,TEs,-0.617932220500416,0,Esalsugineum,0
Unclassified,TEs,-0.00114689541608787,0.932843689410705,Esalsugineum,0.932843689410705
Genes,TE.nucleotidess,-0.596610870000953,0,Esalsugineum,0
TEs,TE.nucleotidess,0.914769422519279,0,Esalsugineum,0
TE.nucleotidess,TE.nucleotidess,1,NA,Esalsugineum,NA
gbM,TE.nucleotidess,0.00608770118385468,0.654662180002321,Esalsugineum,0.659776728283589
teM,TE.nucleotidess,0.0378664410940221,0.00538230596173217,Esalsugineum,0.00574494359745171
unM,TE.nucleotidess,-0.604345566118983,0,Esalsugineum,0
Unclassified,TE.nucleotidess,-0.0240624608614594,0.077021970841078,Esalsugineum,0.0804986570248766
Genes,gbM,0.0443147788328126,0.00112356350612686,Esalsugineum,0.0012121599116279
TEs,gbM,0.0116293138719126,0.392835350217843,Esalsugineum,0.402188572842078
TE.nucleotidess,gbM,0.00608770118385468,0.654662180002321,Esalsugineum,0.659776728283589
gbM,gbM,1,NA,Esalsugineum,NA
teM,gbM,0.107113100825653,3.10862446895044e-15,Esalsugineum,3.74778090181875e-15
unM,gbM,-0.0122500664990576,0.368066448635902,Esalsugineum,0.377686367179795
Unclassified,gbM,0.146789101658928,0,Esalsugineum,0
Genes,teM,0.151104962415298,0,Esalsugineum,0
TEs,teM,0.0670592279557222,8.11026790614733e-07,Esalsugineum,9.16592230194122e-07
TE.nucleotidess,teM,0.0378664410940221,0.00538230596173217,Esalsugineum,0.00574494359745171
gbM,teM,0.107113100825653,3.10862446895044e-15,Esalsugineum,3.74778090181875e-15
teM,teM,1,NA,Esalsugineum,NA
unM,teM,-0.0190431505696294,0.161719272296927,Esalsugineum,0.168046608612341
Unclassified,teM,0.156064888811091,0,Esalsugineum,0
Genes,unM,0.977995063196206,0,Esalsugineum,0
TEs,unM,-0.617932220500416,0,Esalsugineum,0
TE.nucleotidess,unM,-0.604345566118983,0,Esalsugineum,0
gbM,unM,-0.0122500664990576,0.368066448635902,Esalsugineum,0.377686367179795
teM,unM,-0.0190431505696294,0.161719272296927,Esalsugineum,0.168046608612341
unM,unM,1,NA,Esalsugineum,NA
Unclassified,unM,0.0269443037251879,0.0476947290962513,Esalsugineum,0.0502547728983838
Genes,Unclassified,0.121543710117091,0,Esalsugineum,0
TEs,Unclassified,-0.00114689541608787,0.932843689410705,Esalsugineum,0.932843689410705
TE.nucleotidess,Unclassified,-0.0240624608614594,0.077021970841078,Esalsugineum,0.0804986570248766
gbM,Unclassified,0.146789101658928,0,Esalsugineum,0
teM,Unclassified,0.156064888811091,0,Esalsugineum,0
unM,Unclassified,0.0269443037251879,0.0476947290962513,Esalsugineum,0.0502547728983838
Unclassified,Unclassified,1,NA,Esalsugineum,NA
Genes,Genes,1,NA,Fvesca,NA
TEs,Genes,-0.459966395972492,0,Fvesca,0
TE.nucleotidess,Genes,-0.492186932899045,0,Fvesca,0
gbM,Genes,0.479017670777935,0,Fvesca,0
teM,Genes,0.207247053393542,0,Fvesca,0
unM,Genes,0.841834359039345,0,Fvesca,0
Unclassified,Genes,0.426337210986991,0,Fvesca,0
Genes,TEs,-0.459966395972492,0,Fvesca,0
TEs,TEs,1,NA,Fvesca,NA
TE.nucleotidess,TEs,0.870357062100467,0,Fvesca,0
gbM,TEs,-0.372952359309934,0,Fvesca,0
teM,TEs,0.166112630998118,0,Fvesca,0
unM,TEs,-0.416822777101471,0,Fvesca,0
Unclassified,TEs,-0.244305052395209,0,Fvesca,0
Genes,TE.nucleotidess,-0.492186932899045,0,Fvesca,0
TEs,TE.nucleotidess,0.870357062100467,0,Fvesca,0
TE.nucleotidess,TE.nucleotidess,1,NA,Fvesca,NA
gbM,TE.nucleotidess,-0.385348660256405,0,Fvesca,0
teM,TE.nucleotidess,0.0962785389129698,1.39749545269297e-10,Fvesca,1.63252056116656e-10
unM,TE.nucleotidess,-0.416666545841837,0,Fvesca,0
Unclassified,TE.nucleotidess,-0.264241552910887,0,Fvesca,0
Genes,gbM,0.479017670777935,0,Fvesca,0
TEs,gbM,-0.372952359309934,0,Fvesca,0
TE.nucleotidess,gbM,-0.385348660256405,0,Fvesca,0
gbM,gbM,1,NA,Fvesca,NA
teM,gbM,-0.0835404064810775,2.63560724356182e-08,Fvesca,3.02793045920652e-08
unM,gbM,0.174065953499515,0,Fvesca,0
Unclassified,gbM,0.0935544355156748,4.55212312289177e-10,Fvesca,5.3108103100404e-10
Genes,teM,0.207247053393542,0,Fvesca,0
TEs,teM,0.166112630998118,0,Fvesca,0
TE.nucleotidess,teM,0.0962785389129698,1.39749545269297e-10,Fvesca,1.63252056116656e-10
gbM,teM,-0.0835404064810775,2.63560724356182e-08,Fvesca,3.02793045920652e-08
teM,teM,1,NA,Fvesca,NA
