Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification,Duplicate.1_tau,Duplicate.2_tau,absdiff,Correlation
AT1G71880,unM,AT1G22710,unM,wgd,Same,unM-unM,0.203556756728402,0.392522029417251,0.188965272688849,-0.012191193586269
AT1G71890,unM,AT1G71880,unM,tandem,Same,unM-unM,0.392522029417251,0.586893242322442,0.194371212905191,-0.0977586543853099
AT1G71900,gbM,AT1G34470,Unclassified,transposed,Undetermined,gbM-Unclassified,0.0946204769483247,0.0973705630065534,0.00275008605822867,0.0483565277406629
AT1G71930,unM,AT4G36160,teM,transposed,Different,unM-teM,0.40796039980912,0.374409684632929,0.0335507151761905,0.451855774377895
AT1G71970,unM,AT1G22680,unM,wgd,Same,unM-unM,0.83535302767819,0.224183606088188,0.611169421590002,-0.0626020983025375
AT1G71980,unM,AT1G22670,Unclassified,wgd,Undetermined,unM-Unclassified,0.681545667388248,0.109587000506738,0.571958666881509,-0.147215294820782
AT1G72000,unM,AT1G22650,unM,wgd,Same,unM-unM,0.474520719122307,0.723786190773779,0.249265471651472,0.0303611228382894
AT1G72010,unM,AT1G35560,unM,dispersed,Same,unM-unM,0.336948587144883,0.181701334557406,0.155247252587478,0.489082269987465
AT1G72100,unM,AT1G22600,unM,wgd,Same,unM-unM,0.706194553412026,0.813235260577355,0.107040707165328,0.97290235541186
AT1G72130,unM,AT1G72125,unM,tandem,Same,unM-unM,0.617520548630535,0.308460260953929,0.309060287676606,-0.0247168347074783
AT1G72140,unM,AT1G72130,unM,tandem,Same,unM-unM,0.308460260953929,0.522836992365101,0.214376731411172,0.118633400848194
AT1G72150,unM,AT1G22530,unM,wgd,Same,unM-unM,0.272078399861258,0.208334811019684,0.0637435888415741,0.125883882043682
AT1G72170,unM,AT1G22520,unM,wgd,Same,unM-unM,0.189874897523526,0.193224833277285,0.00334993575375966,0.832676491310058
AT1G72175,unM,AT4G33940,unM,transposed,Same,unM-unM,0.258662215359889,0.25742430460259,0.00123791075729868,0.681344603759635
AT1G72200,unM,AT1G22500,unM,wgd,Same,unM-unM,0.500310511856138,0.51994660497725,0.0196360931211123,0.312495519134942
AT1G72210,unM,AT1G22490,unM,wgd,Same,unM-unM,0.322112668420944,0.424173537667673,0.102060869246729,0.0871455789869497
AT1G72230,unM,AT1G22480,unM,wgd,Same,unM-unM,0.729789986503217,0.413408911502913,0.316381075000304,0.629539461249912
AT1G72240,unM,AT1G22470,unM,wgd,Same,unM-unM,0.5277785806503,0.42548356569588,0.10229501495442,0.718496005521851
AT1G72270,gbM,AT4G27010,unM,dispersed,Different,gbM-unM,0.208960784464653,0.605792344439589,0.396831559974937,0.186725283398232
AT1G72300,gbM,AT2G02220,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.176013129620035,0.282785461698161,0.106772332078127,0.185351814836005
AT1G72330,gbM,AT1G17290,gbM,wgd,Same,gbM-gbM,0.139085416657804,0.482006968519324,0.342921551861521,0.569057151889484
AT1G72350,unM,AT1G17310,unM,wgd,Same,unM-unM,0.886591149204486,0.917301521499568,0.0307103722950822,-0.0223927623063959
AT1G72420,Unclassified,AT1G17350,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.216960207478574,0.228745231335239,0.0117850238566645,0.707166306353708
AT1G72430,unM,AT1G17345,unM,dispersed,Same,unM-unM,0.830662097858085,0.300207925669913,0.530454172188172,0.179976013369489
AT1G72450,unM,AT1G17380,unM,wgd,Same,unM-unM,0.384137635517769,0.291143553235455,0.0929940822823138,0.824190815673598
AT1G72460,gbM,AT3G42880,unM,transposed,Different,gbM-unM,0.848586305645859,0.88971651330186,0.0411302076560006,0.984573368126359
AT1G72520,unM,AT1G17420,unM,wgd,Same,unM-unM,0.416092773923173,0.401827152643787,0.0142656212793859,0.701321236766256
AT1G72590,gbM,AT2G16530,unM,dispersed,Different,gbM-unM,0.221974142827753,0.77387531340225,0.551901170574497,0.587994819962412
AT1G72600,unM,AT1G54215,unM,dispersed,Same,unM-unM,0.727090293599912,0.344037158704628,0.383053134895285,-0.00672789591758788
AT1G72610,unM,AT5G20630,Unclassified,dispersed,Undetermined,unM-Unclassified,0.405988899814638,0.506565665985167,0.100576766170529,0.717658785883375
AT1G72620,unM,AT1G17430,unM,wgd,Same,unM-unM,0.264966632085359,0.768050323268824,0.503083691183465,0.0895797223199218
AT1G72630,unM,AT1G17455,unM,wgd,Same,unM-unM,0.297206560396083,0.205481339543605,0.0917252208524782,0.764015753028163
AT1G72690,unM,AT1G17490,unM,wgd,Same,unM-unM,0.246280603659789,0.340630479165857,0.0943498755060678,0.52773065042642
AT1G72700,gbM,AT1G17500,gbM,wgd,Same,gbM-gbM,0.18763247764693,0.236326566537559,0.0486940888906288,0.375735064691084
AT1G72740,Unclassified,AT1G17520,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.268675429683585,0.154865334527771,0.113810095155814,0.168928360361386
AT1G72750,unM,AT1G17530,unM,wgd,Same,unM-unM,0.237121847238322,0.157636399986094,0.0794854472522283,0.183649384184265
AT1G72770,gbM,AT1G17550,gbM,wgd,Same,gbM-gbM,0.133144599340326,0.2355577775336,0.102413178193274,0.578839058236288
AT1G72830,unM,AT1G17590,unM,wgd,Same,unM-unM,0.310431049317633,0.355123056566029,0.0446920072483962,0.834174388879095
AT1G72840,unM,AT1G17600,unM,wgd,Same,unM-unM,0.522120953495163,0.255078731502191,0.267042221992972,-0.114943537093306
AT1G72840,unM,AT5G48770,unM,transposed,Same,unM-unM,0.428495846863811,0.255078731502191,0.173417115361621,0.757700965127984
AT1G72850,unM,AT5G48780,unM,transposed,Same,unM-unM,0.619314705826135,0.338473771064972,0.280840934761163,0.866792898829252
AT1G72860,unM,AT1G72840,unM,proximal,Same,unM-unM,0.255078731502191,0.146359500114091,0.108719231388099,0.713570849229259
AT1G72910,unM,AT1G72900,unM,tandem,Same,unM-unM,0.399969354086105,0.447641223460083,0.0476718693739783,0.704632844421954
AT1G72920,unM,AT1G72910,unM,tandem,Same,unM-unM,0.447641223460083,0.465864688422291,0.0182234649622081,0.869930491517879
AT1G72950,unM,AT1G72940,unM,tandem,Same,unM-unM,0.362143129277344,0.435193101045923,0.0730499717685795,0.63478743025879
AT1G72960,gbM,AT3G13870,unM,dispersed,Different,gbM-unM,0.160378633775365,0.70730835516761,0.546929721392245,0.0470535153933783
AT1G73010,unM,AT1G17710,unM,wgd,Same,unM-unM,0.626719388247056,0.498412946520104,0.128306441726952,0.829683405693707
AT1G73030,unM,AT1G17730,Unclassified,wgd,Undetermined,unM-Unclassified,0.142240645579416,0.161151559395683,0.0189109138162668,0.530224145916874
AT1G73100,gbM,AT5G04940,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.11802111691893,0.0919737328748375,0.0260473840440926,0.245395761193391
AT1G73150,unM,AT1G17790,unM,wgd,Same,unM-unM,0.107494069743259,0.181593889823724,0.0740998200804658,0.363343107840942
AT1G73190,unM,AT1G17810,unM,wgd,Same,unM-unM,0.862710028788759,0.870332371413024,0.00762234262426487,0.995297970973391
AT1G73200,Unclassified,AT1G17820,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.376586488829191,0.113509163049534,0.263077325779657,0.237569852672721
AT1G73210,unM,AT1G17830,unM,wgd,Same,unM-unM,0.383069723165309,0.301177158936438,0.0818925642288711,0.224370751651938
AT1G73230,unM,AT1G17880,unM,wgd,Same,unM-unM,0.165795214860257,0.156574490893047,0.00922072396721024,0.96443798264435
AT1G73250,gbM,AT1G17890,unM,wgd,Different,gbM-unM,0.210043307895201,0.339732354116738,0.129689046221536,0.427313908061643
AT1G73280,unM,AT1G73270,unM,tandem,Same,unM-unM,0.908679556779646,0.915083981940675,0.00640442516102868,0.911631208152068
AT1G73290,unM,AT1G73280,unM,tandem,Same,unM-unM,0.915083981940675,0.836218931169899,0.0788650507707759,0.90226272640241
AT1G73300,unM,AT1G73290,unM,tandem,Same,unM-unM,0.836218931169899,0.917810029337596,0.0815910981676971,0.795158539455585
AT1G73310,unM,AT1G73300,Unclassified,tandem,Undetermined,unM-Unclassified,0.917810029337596,0.192184634923937,0.725625394413659,0.502603618709544
AT1G73325,unM,AT1G73260,unM,proximal,Same,unM-unM,0.770931168275032,0.672998496445,0.0979326718300313,-0.0497757511378481
AT1G73330,unM,AT1G73325,unM,tandem,Same,unM-unM,0.672998496445,0.739943282134779,0.0669447856897786,-0.0638691492100051
AT1G73360,Unclassified,AT1G17920,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.324428138621142,0.32798577848557,0.00355763986442792,0.692001120149349
AT1G73390,Unclassified,AT1G17940,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.282142186642232,0.275711125159501,0.00643106148273148,0.342140444720937
AT1G73410,unM,AT1G17950,unM,wgd,Same,unM-unM,0.657055757683113,0.72703191287064,0.0699761551875268,0.908428642539225
AT1G73460,gbM,AT1G73450,gbM,tandem,Same,gbM-gbM,0.185344487565561,0.239507226837169,0.0541627392716081,0.851985200868584
AT1G73480,unM,AT1G18360,unM,wgd,Same,unM-unM,0.230295339477262,0.396320371391136,0.166025031913874,0.068228690615911
AT1G73500,unM,AT1G18350,unM,wgd,Same,unM-unM,0.689115473044368,0.220008865069697,0.469106607974672,-0.096976137263372
AT1G73500,unM,AT1G32320,unM,transposed,Same,unM-unM,0.86539406018711,0.220008865069697,0.645385195117414,-0.0502977885158583
AT1G73500,unM,AT3G06230,unM,transposed,Same,unM-unM,0.912962073090289,0.220008865069697,0.692953208020592,-0.0493221781455475
AT1G73540,unM,AT1G18300,unM,wgd,Same,unM-unM,0.357984071818165,0.356731183021296,0.00125288879686974,0.849527025508053
AT1G73550,unM,AT1G18280,unM,wgd,Same,unM-unM,0.759343694338088,0.51340249706848,0.245941197269608,-0.076177712407146
AT1G73560,unM,AT1G73550,unM,tandem,Same,unM-unM,0.51340249706848,0.757679831191285,0.244277334122805,0.822461522217336
AT1G73570,Unclassified,AT1G18260,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.142761595534937,0.192683847704697,0.0499222521697603,-0.427653017689805
AT1G73607,unM,AT1G73603,unM,tandem,Same,unM-unM,0.798308822433139,0.809335667361785,0.0110268449286451,0.968651543625404
AT1G73620,unM,AT1G18250,unM,wgd,Same,unM-unM,0.358553310418807,0.463762125213273,0.105208814794465,0.654349390081615
AT1G73630,unM,AT1G18210,teM,wgd,Different,unM-teM,0.174554673488172,0.523188080060642,0.34863340657247,0.587172180015238
AT1G73640,unM,AT1G18200,unM,wgd,Same,unM-unM,0.532047178662785,0.470301068394417,0.0617461102683686,-0.0866190537783413
AT1G73650,Unclassified,AT1G18180,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.372011819366422,0.204902389050665,0.167109430315757,-0.249803002146895
AT1G73655,unM,AT1G18170,unM,wgd,Same,unM-unM,0.220880776230468,0.199497755014428,0.0213830212160402,0.902401898676555
AT1G73660,gbM,AT1G18160,Unclassified,wgd,Undetermined,gbM-Unclassified,0.137985476807856,0.180720410377034,0.042734933569178,0.0723042945396008
AT1G73670,Unclassified,AT1G18150,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.321112056801366,0.281120843274746,0.0399912135266204,0.867707195501921
AT1G73690,unM,AT1G66750,unM,transposed,Same,unM-unM,0.116927373049172,0.297528567934936,0.180601194885764,-0.0407944325023565
AT1G73700,unM,AT5G52450,Unclassified,dispersed,Undetermined,unM-Unclassified,0.338507578973386,0.545722945268771,0.207215366295386,0.696788510004268
AT1G73750,gbM,AT1G15060,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.223930009659414,0.459952721180853,0.236022711521439,0.0667185849140455
AT1G73760,unM,AT1G17970,unM,wgd,Same,unM-unM,0.289062247740886,0.21384586343194,0.0752163843089458,-0.134007513854529
AT1G73770,gbM,AT3G18240,unM,dispersed,Different,gbM-unM,0.194825503974413,0.211286037094766,0.0164605331203522,0.639583952857435
AT1G73830,unM,AT1G18400,unM,wgd,Same,unM-unM,0.539582073177683,0.634891635764705,0.0953095625870225,0.922263627933285
AT1G73860,unM,AT1G18410,unM,wgd,Same,unM-unM,0.724134324007622,0.671407596971409,0.0527267270362135,0.989264140856955
AT1G73880,unM,AT1G06000,unM,dispersed,Same,unM-unM,0.255470809192327,0.319015198451337,0.0635443892590101,-0.283489749679187
AT1G73910,gbM,AT1G18450,unM,wgd,Different,gbM-unM,0.107863215482257,0.374850475010833,0.266987259528576,0.635893963466668
AT1G73920,gbM,AT1G18460,Unclassified,wgd,Undetermined,gbM-Unclassified,0.257322972987682,0.297137062463888,0.0398140894762056,0.318488451709102
AT1G73950,gbM,AT1G18470,gbM,wgd,Same,gbM-gbM,0.315202922752548,0.132840483300481,0.182362439452067,0.230451040630857
AT1G73980,Unclassified,AT1G26190,Unclassified,dispersed,Undetermined,Unclassified-Unclassified,0.253709934834466,0.169767971266221,0.0839419635682452,-0.241746711588238
AT1G74010,unM,AT1G74000,unM,tandem,Same,unM-unM,0.675321774494405,0.626240147227192,0.0490816272672134,0.967854539252931
AT1G74020,unM,AT1G74010,unM,tandem,Same,unM-unM,0.626240147227192,0.423545732515211,0.202694414711981,0.694870131080416
AT1G74040,Unclassified,AT1G18500,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.221236970049788,0.182498888019653,0.0387380820301352,0.0905998155260231
AT1G74045,unM,AT1G18510,Unclassified,wgd,Undetermined,unM-Unclassified,0.853258556453647,0.920558416073807,0.0672998596201597,0.0266951285967616
AT1G74050,unM,AT1G18540,unM,wgd,Same,unM-unM,0.17204200753492,0.156974817040132,0.0150671904947882,0.836258243316919
AT1G74060,unM,AT1G74050,unM,tandem,Same,unM-unM,0.156974817040132,0.17436353943011,0.0173887223899777,0.949615620353985
AT1G74080,unM,AT1G18570,unM,wgd,Same,unM-unM,0.475457774998758,0.854287941777532,0.378830166778774,0.359438784774918
AT1G74090,Unclassified,AT5G43690,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.805060818800836,0.246013217733257,0.559047601067579,0.014571326606481
AT1G74090,unM,AT1G28170,Unclassified,transposed,Undetermined,unM-Unclassified,0.87334463054188,0.246013217733257,0.627331412808623,-0.130204649727121
AT1G74090,unM,AT1G74100,Unclassified,tandem,Undetermined,unM-Unclassified,0.232206906588693,0.246013217733257,0.0138063111445647,0.563584128545476
AT1G74090,unM,AT1G18590,Unclassified,wgd,Undetermined,unM-Unclassified,0.385867592293584,0.246013217733257,0.139854374560326,0.940706286255704
AT1G74110,unM,AT1G13710,unM,dispersed,Same,unM-unM,0.622206664937151,0.861882943754977,0.239676278817826,0.234898910921543
AT1G74140,unM,AT1G74130,unM,tandem,Same,unM-unM,0.850104328282034,0.862202441918282,0.012098113636248,0.174538662285991
AT1G74150,gbM,AT1G18610,Unclassified,wgd,Undetermined,gbM-Unclassified,0.256614275594812,0.46252538018589,0.205911104591077,0.202319734726607
AT1G74160,gbM,AT1G18620,gbM,wgd,Same,gbM-gbM,0.179852597362308,0.185063481495368,0.0052108841330594,0.488405444346959
AT1G74180,gbM,AT1G74170,gbM,tandem,Same,gbM-gbM,0.204220628037647,0.152788506394111,0.0514321216435357,0.642335757780935
AT1G74190,gbM,AT1G74180,unM,tandem,Different,gbM-unM,0.152788506394111,0.765812503531638,0.613023997137527,-0.211214830366569
AT1G74220,gbM,AT2G03630,unM,dispersed,Different,gbM-unM,0.868777925159119,0.867414243976253,0.00136368118286567,0.991372979141655
AT1G74270,unM,AT1G07070,Unclassified,dispersed,Undetermined,unM-Unclassified,0.283119460792962,0.207890458292044,0.0752290025009176,0.889083825763272
AT1G74290,unM,AT1G74300,Unclassified,tandem,Undetermined,unM-Unclassified,0.455248561591555,0.569151929118008,0.113903367526453,0.381839709159882
AT1G74290,Unclassified,AT1G74280,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.239054744519906,0.569151929118008,0.330097184598102,-0.227881449783552
AT1G74320,unM,AT1G71697,unM,dispersed,Same,unM-unM,0.401059357014503,0.33151811302452,0.0695412439899827,0.908282652028686
AT1G74330,teM,AT3G01085,Unclassified,transposed,Undetermined,teM-Unclassified,0.789251411123327,0.200729754830349,0.588521656292978,0.0669685115966334
AT1G74330,Unclassified,AT1G18670,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.161623471985319,0.200729754830349,0.0391062828450297,0.261060866752275
AT1G74370,gbM,AT3G29270,unM,transposed,Different,gbM-unM,0.140346422002505,0.378088972827055,0.23774255082455,0.227214154233898
AT1G74380,gbM,AT1G18690,Unclassified,wgd,Undetermined,gbM-Unclassified,0.224985145454965,0.14628523939506,0.0786999060599048,0.510402062333057
AT1G74380,Unclassified,AT5G07720,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.32167175776511,0.14628523939506,0.17538651837005,0.498280151906584
AT1G74410,unM,AT5G66070,Unclassified,transposed,Undetermined,unM-Unclassified,0.388623006267695,0.360396155761823,0.0282268505058725,0.767140081735412
AT1G74440,unM,AT1G18720,unM,wgd,Same,unM-unM,0.206906836328677,0.298545011794052,0.0916381754653751,-0.150052872834873
AT1G74450,unM,AT1G18740,unM,wgd,Same,unM-unM,0.305772874260558,0.305094834639114,0.000678039621444526,0.899785535352471
AT1G74480,unM,AT1G18790,unM,wgd,Same,unM-unM,0.868975288290504,0.869862001268379,0.000886712977875237,0.235558373728185
AT1G74500,unM,AT1G26945,unM,transposed,Same,unM-unM,0.457175331887685,0.868685353869229,0.411510021981545,-0.0765852331542752
AT1G74520,unM,AT5G62490,unM,transposed,Same,unM-unM,0.807402147212812,0.111492890251906,0.695909256960906,-0.340857210947241
AT1G74550,gbM,AT1G74540,Unclassified,tandem,Undetermined,gbM-Unclassified,0.657770812345246,0.676667516398278,0.0188967040530317,0.865063004849595
AT1G74560,unM,AT1G18800,unM,wgd,Same,unM-unM,0.188737562182217,0.188806733494667,6.91713124496562e-05,0.886698590241974
AT1G74590,unM,AT5G62480,Unclassified,dispersed,Undetermined,unM-Unclassified,0.789411280396235,0.396455577811868,0.392955702584367,0.0978207547971851
AT1G74630,unM,AT2G02980,Unclassified,dispersed,Undetermined,unM-Unclassified,0.224519348185889,0.254653248861666,0.0301339006757779,0.247276174465525
AT1G74660,unM,AT1G18835,unM,wgd,Same,unM-unM,0.762352946760458,0.564656826907948,0.197696119852509,0.356058940708174
AT1G74690,gbM,AT1G18840,gbM,wgd,Same,gbM-gbM,0.140590883781693,0.114687812413885,0.0259030713678079,0.806409615309654
AT1G74710,unM,AT1G18870,unM,wgd,Same,unM-unM,0.372035761449888,0.34109714515055,0.030938616299338,0.148711579568285
AT1G74740,Unclassified,AT1G18890,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.177844482755715,0.216491113016907,0.0386466302611918,0.412622717337151
AT1G74750,gbM,AT1G18900,gbM,wgd,Same,gbM-gbM,0.150470348967982,0.134022978533813,0.0164473704341696,0.465334519098627
AT1G74780,unM,AT1G18940,Unclassified,wgd,Undetermined,unM-Unclassified,0.573990499975466,0.422075387721132,0.151915112254334,0.294958621706442
AT1G74800,unM,AT5G62620,Unclassified,dispersed,Undetermined,unM-Unclassified,0.224409811647438,0.216742259514211,0.0076675521332269,-0.200436607438286
AT1G74830,gbM,AT1G18990,gbM,wgd,Same,gbM-gbM,0.73026282472181,0.831446613784589,0.101183789062779,0.950597555493423
AT1G74840,unM,AT1G19000,unM,wgd,Same,unM-unM,0.199295027880546,0.193794623968835,0.00550040391171036,-0.115958847569133
AT1G74840,unM,AT1G70000,unM,transposed,Same,unM-unM,0.365906860337768,0.193794623968835,0.172112236368933,-0.0376776485798319
AT1G74860,Unclassified,AT1G19010,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.25968474319752,0.304468167384127,0.0447834241866074,0.754471908082523
AT1G74890,unM,AT1G19050,unM,wgd,Same,unM-unM,0.348889436766931,0.395709588791956,0.0468201520250251,0.527779563419829
AT1G74910,gbM,AT2G04650,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.230228268820186,0.137756925939828,0.0924713428803574,-0.22533863846621
AT1G74930,unM,AT1G19210,unM,wgd,Same,unM-unM,0.504063375305698,0.362483702767056,0.141579672538642,0.911950420264786
AT1G74940,unM,AT1G19200,unM,dispersed,Same,unM-unM,0.581266026653936,0.176663029691038,0.404602996962898,-0.0869865217792186
AT1G74950,unM,AT1G19180,Unclassified,transposed,Undetermined,unM-Unclassified,0.275664083581882,0.255424069738425,0.0202400138434573,0.784563680861077
AT1G75030,unM,AT1G19320,unM,wgd,Same,unM-unM,0.743175061711034,0.652048433293136,0.0911266284178978,-0.0448882290090399
AT1G75050,unM,AT1G75040,unM,tandem,Same,unM-unM,0.492964495457863,0.697453592937135,0.204489097479272,0.085829137867468
AT1G75060,unM,AT1G19330,unM,wgd,Same,unM-unM,0.251736457960582,0.338240546073048,0.0865040881124657,0.80535587483307
AT1G75080,unM,AT1G19350,unM,wgd,Same,unM-unM,0.207174125340567,0.104622907675437,0.10255121766513,-0.00138012264038965
AT1G75110,gbM,AT1G75120,unM,tandem,Different,gbM-unM,0.390249595317616,0.40053813779559,0.0102885424779738,0.149954135811105
AT1G75140,gbM,AT1G19370,unM,wgd,Different,gbM-unM,0.246438078540513,0.131449374481025,0.114988704059488,0.168558448367941
AT1G75180,unM,AT1G19400,unM,wgd,Same,unM-unM,0.226583470839131,0.345506721825269,0.118923250986138,0.12923211156388
AT1G75220,gbM,AT1G19450,Unclassified,wgd,Undetermined,gbM-Unclassified,0.275162395129255,0.256071068949596,0.0190913261796595,0.393580883646002
AT1G75230,unM,AT1G19480,unM,wgd,Same,unM-unM,0.146494592024345,0.211000830458549,0.0645062384342033,0.396738175155973
AT1G75250,gbM,AT2G18328,unM,wgd,Different,gbM-unM,0.413598362460605,0.583768649421051,0.170170286960446,0.0381379956209362
AT1G75250,unM,AT1G19510,unM,wgd,Same,unM-unM,0.568199903447108,0.583768649421051,0.0155687459739425,0.0379323936435268
AT1G75270,unM,AT1G19550,unM,wgd,Same,unM-unM,NA,0.199275909451349,NA,NA
AT1G75290,unM,AT1G75280,unM,tandem,Same,unM-unM,0.238409856184817,0.442871846205074,0.204461990020256,0.020350208301794
AT1G75300,unM,AT1G75290,Unclassified,tandem,Undetermined,unM-Unclassified,0.442871846205074,0.406608802929944,0.0362630432751299,0.634450069346545
AT1G75370,Unclassified,AT1G19650,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.229249668868989,0.192193431463901,0.0370562374050878,0.413281966030799
AT1G75380,unM,AT1G19660,unM,wgd,Same,unM-unM,0.237309992487709,0.208783236811993,0.0285267556757158,0.63021870262724
AT1G75420,unM,AT1G19710,unM,wgd,Same,unM-unM,0.169786626863781,0.0928806584079606,0.0769059684558204,0.572723831376173
AT1G75430,unM,AT1G75410,unM,proximal,Same,unM-unM,0.230848167922053,0.711402004316519,0.480553836394466,-0.285237185920061
AT1G75460,unM,AT1G19740,unM,wgd,Same,unM-unM,0.165263009163811,0.293622882192646,0.128359873028835,0.738054796823279
AT1G75520,unM,AT1G19790,unM,wgd,Same,unM-unM,0.716214129184849,0.563117222383542,0.153096906801307,0.60605494785431
AT1G75530,gbM,AT3G54350,unM,dispersed,Different,gbM-unM,0.129623892582178,0.872919836392519,0.743295943810341,0.0872728838391973
AT1G75580,unM,AT1G19830,unM,wgd,Same,unM-unM,0.510323480937746,0.330642994192571,0.179680486745175,0.813972163182112
AT1G75590,unM,AT1G19840,unM,wgd,Same,unM-unM,0.299052622244162,0.556636352101751,0.257583729857589,0.421792630288889
AT1G75590,unM,AT5G10990,unM,transposed,Same,unM-unM,0.646824849789112,0.556636352101751,0.0901884976873611,0.117196584007279
AT1G75600,unM,AT1G19890,unM,wgd,Same,unM-unM,0.890365691628964,0.735951858043484,0.15441383358548,0.179088872663727
AT1G75600,unM,AT1G13370,unM,transposed,Same,unM-unM,0.576042762786375,0.735951858043484,0.159909095257109,0.691241781041047
AT1G75620,unM,AT1G19900,unM,wgd,Same,unM-unM,0.809394933801778,0.451028452763191,0.358366481038586,0.375994460603594
AT1G75630,unM,AT1G19910,unM,wgd,Same,unM-unM,0.200332190031675,0.197206576943222,0.00312561308845297,0.275878241968442
AT1G75680,unM,AT1G19940,unM,wgd,Same,unM-unM,0.5016721348159,0.151436672840871,0.350235461975029,-0.0949622482636176
AT1G75760,unM,AT1G19970,Unclassified,wgd,Undetermined,unM-Unclassified,0.335432412711173,0.129438791005196,0.205993621705977,0.0952157152355593
AT1G75800,unM,AT1G20030,unM,wgd,Same,unM-unM,0.388578590242423,0.142725330971042,0.245853259271381,-0.0672584960488829
AT1G75830,unM,AT1G19610,unM,dispersed,Same,unM-unM,0.761278246087653,0.863465537369966,0.102187291282312,0.0371927850598508
AT1G75830,unM,AT1G55010,unM,dispersed,Same,unM-unM,0.925998038560204,0.863465537369966,0.0625325011902389,-0.0230711506150833
AT1G75840,unM,AT1G20090,Unclassified,wgd,Undetermined,unM-Unclassified,0.144100541924622,0.149776628181921,0.00567608625729912,0.65264177267619
AT1G75860,unM,AT1G20100,unM,wgd,Same,unM-unM,0.211627266484732,0.290428218365235,0.0788009518805031,0.497000154670543
AT1G75880,unM,AT1G20120,unM,wgd,Same,unM-unM,0.628101363043442,0.533522981943158,0.0945783811002845,0.0257983970756265
AT1G75880,unM,AT5G63170,unM,transposed,Same,unM-unM,0.888690269696674,0.533522981943158,0.355167287753516,-0.00508088165704822
AT1G75880,unM,AT1G73610,unM,transposed,Same,unM-unM,0.735563602730714,0.533522981943158,0.202040620787557,-0.108944593847664
AT1G75880,unM,AT1G23500,unM,transposed,Same,unM-unM,0.834840626198664,0.533522981943158,0.301317644255507,0.0933087521419192
AT1G75900,unM,AT1G75890,unM,tandem,Same,unM-unM,0.622732012175696,0.340477615773838,0.282254396401858,-0.0448054935395122
AT1G75920,unM,AT1G75910,unM,tandem,Same,unM-unM,0.831368062384114,0.808201364860561,0.0231666975235527,0.989959807635984
AT1G75950,unM,AT4G34470,unM,transposed,Same,unM-unM,0.840725042165525,0.157755167049087,0.682969875116438,0.0512493290482058
AT1G75950,unM,AT1G20140,unM,wgd,Same,unM-unM,0.254050105949297,0.157755167049087,0.0962949389002093,0.334754632082987
AT1G75950,unM,AT1G10230,unM,transposed,Same,unM-unM,0.247589029901039,0.157755167049087,0.0898338628519516,0.212825078020231
AT1G75950,unM,AT2G20160,unM,transposed,Same,unM-unM,0.829103337948993,0.157755167049087,0.671348170899906,-0.0533532397496381
AT1G75950,unM,AT5G42190,unM,transposed,Same,unM-unM,0.132561703268076,0.157755167049087,0.0251934637810113,0.625481484072874
AT1G75950,unM,AT4G34210,unM,transposed,Same,unM-unM,0.845272372116249,0.157755167049087,0.687517205067162,0.0656497784988991
AT1G75950,unM,AT3G53060,unM,transposed,Same,unM-unM,0.941231702008243,0.157755167049087,0.783476534959156,0.114103907830601
AT1G75950,unM,AT3G25650,unM,transposed,Same,unM-unM,0.949969321538712,0.157755167049087,0.792214154489625,0.148589794154462
AT1G75990,gbM,AT1G20200,Unclassified,wgd,Undetermined,gbM-Unclassified,0.112427995083797,0.1383145611738,0.0258865660900032,0.618037491198306
AT1G76010,Unclassified,AT1G20220,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.207581898348177,0.109554480291486,0.0980274180566902,0.267120858076995
AT1G76030,gbM,AT4G38510,Unclassified,transposed,Undetermined,gbM-Unclassified,0.14154151968441,0.111209439042991,0.0303320806414186,0.346954328278606
AT1G76030,Unclassified,AT1G20260,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0971807303049638,0.111209439042991,0.0140287087380275,0.629544816071365
AT1G76070,unM,AT1G20310,unM,wgd,Same,unM-unM,0.609721206208344,0.419278103154717,0.190443103053627,0.0129454081941046
