Feature,Methylation,Duplication,tau
AT2G20570,Unmethylated,dispersed,0.362124698807611
AT2G20580,gbM,wgd,0.074216861736866
AT2G20585,Unmethylated,transposed,0.2270070673348
AT2G20590,Unmethylated,wgd,0.357229479244928
AT2G20595,Unmethylated,tandem,0.847697857255139
AT2G20597,Unmethylated,tandem,0.800306546630785
AT2G20605,Unmethylated,tandem,0.811967103298311
AT2G20610,Unmethylated,wgd,0.242698722205438
AT2G20613,Unclassified,transposed,0.926748552345072
AT2G20616,Unmethylated,dispersed,0.942046945542331
AT2G20618,Unmethylated,tandem,0.923319544617635
AT2G20619,Unmethylated,tandem,0.914692532573286
AT2G20620,Unmethylated,dispersed,0.732772991935945
AT2G20625,Unclassified,dispersed,0.865094749969387
AT2G20630,Unmethylated,wgd,0.25165043197737
AT2G20635,Unclassified,unclassified,0.264891450927667
AT2G20650,gbM,wgd,0.205312237558456
AT2G20660,Unmethylated,unclassified,0.898677270005432
AT2G20670,Unmethylated,dispersed,0.439844404746592
AT2G20680,Unclassified,wgd,0.180720221440733
AT2G20690,Unmethylated,unclassified,0.137518785438485
AT2G20700,Unmethylated,wgd,0.638126538871172
AT2G20710,Unclassified,unclassified,0.290359831916127
AT2G20720,gbM,unclassified,0.297126754640268
AT2G20725,Unclassified,unclassified,0.158689653626795
AT2G20740,Unclassified,unclassified,0.206327515550573
AT2G20750,Unmethylated,wgd,0.453073011083855
AT2G20760,Unclassified,unclassified,0.13263842887719
AT2G20770,Unmethylated,unclassified,0.437749399364497
AT2G20780,gbM,unclassified,0.262671324411162
AT2G20784,Unmethylated,unclassified,NA
AT2G20790,gbM,unclassified,0.0634764273175523
AT2G20800,Unmethylated,wgd,0.757329305086962
AT2G20805,teM,transposed,0.967074946899691
AT2G20810,Unclassified,unclassified,0.11659293264424
AT2G20815,gbM,dispersed,0.184155732326305
AT2G20820,Unmethylated,unclassified,0.0979924883349339
AT2G20825,Unclassified,wgd,0.638460072394286
AT2G20830,Unmethylated,unclassified,0.265864969125144
AT2G20835,Unmethylated,transposed,0.428233734570824
AT2G20840,Unclassified,transposed,0.345306914448731
AT2G20850,Unclassified,transposed,0.166515633403759
AT2G20860,Unclassified,unclassified,0.229648989649333
AT2G20870,Unmethylated,wgd,0.652835810562489
AT2G20873,Unmethylated,unclassified,NA
AT2G20875,Unmethylated,dispersed,0.508811677141889
AT2G20880,Unmethylated,wgd,0.622655706632443
AT2G20890,Unmethylated,unclassified,0.148352143050214
AT2G20900,Unmethylated,wgd,0.25271663446851
AT2G20920,Unmethylated,unclassified,0.3107483146391
AT2G20921,Unmethylated,unclassified,0.931989854884123
AT2G20930,Unclassified,unclassified,0.102150045593034
AT2G20940,Unmethylated,unclassified,0.273172320248422
AT2G20950,Unmethylated,wgd,0.218966918245995
AT2G20960,Unclassified,tandem,0.287842430126624
AT2G20970,gbM,unclassified,0.904072935446741
AT2G20980,Unclassified,unclassified,0.264845122381694
AT2G20990,Unclassified,dispersed,0.0853086385910468
AT2G21010,Unclassified,proximal,0.90741673334012
AT2G21030,Unmethylated,transposed,0.918574679021371
AT2G21040,Unclassified,proximal,0.850955321709089
AT2G21045,Unmethylated,transposed,0.918165331466672
AT2G21050,Unmethylated,dispersed,0.323783853948219
AT2G21060,Unmethylated,wgd,0.194583697940571
AT2G21070,Unclassified,unclassified,0.174326752564661
AT2G21080,Unclassified,unclassified,0.302204077677461
AT2G21090,gbM,unclassified,0.332067495977223
AT2G21100,Unclassified,wgd,0.768917247071072
AT2G21105,NA,singletons,0.956382845096812
AT2G21110,Unmethylated,proximal,0.854120322273806
AT2G21120,Unmethylated,wgd,0.177870840558041
AT2G21130,Unmethylated,wgd,0.246076075259979
AT2G21140,Unmethylated,wgd,0.515392511302916
AT2G21150,gbM,unclassified,0.201370684459894
AT2G21160,gbM,wgd,0.128068513753443
AT2G21170,gbM,unclassified,0.175390562273201
AT2G21180,Unmethylated,unclassified,0.324433814037115
AT2G21185,Unmethylated,unclassified,0.384436316371508
AT2G21190,Unmethylated,wgd,0.21922706420159
AT2G21195,Unmethylated,unclassified,0.269238448019809
AT2G21200,Unmethylated,wgd,0.541910343265861
AT2G21210,Unmethylated,tandem,0.419194083404374
AT2G21220,Unmethylated,wgd,0.672890329945635
AT2G21230,Unclassified,wgd,0.113182591087446
AT2G21235,Unmethylated,unclassified,0.805293503943125
AT2G21237,Unmethylated,wgd,0.853801107353832
AT2G21240,gbM,wgd,0.196211789472758
AT2G21250,Unclassified,tandem,0.112301955401234
AT2G21260,Unmethylated,tandem,0.517186564801076
AT2G21270,gbM,wgd,0.203902790125392
AT2G21280,Unclassified,unclassified,0.226817077025692
AT2G21290,Unmethylated,unclassified,0.209205934762554
AT2G21300,gbM,wgd,0.115080013405673
AT2G21320,Unmethylated,wgd,0.388105249212723
AT2G21330,Unmethylated,wgd,0.307563962621112
AT2G21340,Unclassified,wgd,0.195056223515045
AT2G21350,Unclassified,wgd,0.329415374951808
AT2G21370,gbM,unclassified,0.18656596526574
AT2G21380,gbM,wgd,0.157883239446428
AT2G21385,Unmethylated,unclassified,0.179935520212252
AT2G21390,gbM,dispersed,0.108847209713887
AT2G21400,Unmethylated,transposed,0.810376433303585
AT2G21410,gbM,wgd,0.0976469692977729
AT2G21420,Unclassified,transposed,0.685040666223832
AT2G21430,Unmethylated,wgd,0.487491236186055
AT2G21440,Unclassified,unclassified,0.123641093146987
AT2G21450,Unmethylated,wgd,0.559698699665669
AT2G21455,Unmethylated,unclassified,0.926522497038271
AT2G21465,Unmethylated,dispersed,0.781339418547306
AT2G21470,gbM,unclassified,0.0899074686128377
AT2G21480,Unclassified,wgd,0.770927641054176
AT2G21490,Unmethylated,unclassified,0.829545690838843
AT2G21500,Unmethylated,wgd,0.270786145605029
AT2G21510,Unclassified,wgd,0.500591722979718
AT2G21520,gbM,wgd,0.206197586332947
AT2G21530,Unmethylated,unclassified,0.261929830985671
AT2G21540,Unmethylated,wgd,0.518083283607188
AT2G21550,Unmethylated,wgd,0.610075139771901
AT2G21560,Unmethylated,wgd,0.335403251664962
AT2G21580,Unmethylated,wgd,0.186237536195939
AT2G21590,Unclassified,wgd,0.227593128212095
AT2G21595,Unmethylated,unclassified,0.936962422544733
AT2G21600,gbM,wgd,0.178593551332668
AT2G21610,Unmethylated,unclassified,0.8814186369627
AT2G21620,Unclassified,unclassified,0.249046312425918
AT2G21630,Unclassified,unclassified,0.121752670052182
AT2G21640,Unmethylated,wgd,0.387583260465628
AT2G21650,gbM,wgd,0.498485123558219
AT2G21655,gbM,proximal,0.838564221803037
AT2G21660,Unmethylated,wgd,0.101994631437175
AT2G21680,Unclassified,unclassified,0.940224506405106
AT2G21690,Unmethylated,unclassified,0.960554839349551
AT2G21710,Unmethylated,unclassified,0.182333865370788
AT2G21720,Unmethylated,unclassified,0.831524916628206
AT2G21725,Unmethylated,unclassified,0.896665579324654
AT2G21727,Unclassified,proximal,0.842780447026466
AT2G21730,Unmethylated,wgd,0.700423191178214
AT2G21740,Unmethylated,wgd,0.842643417686182
AT2G21750,Unmethylated,tandem,0.834910318864042
AT2G21770,gbM,wgd,0.414275101886235
AT2G21780,Unmethylated,wgd,0.605670701073941
AT2G21790,Unclassified,unclassified,0.167507589495911
AT2G21800,Unclassified,dispersed,0.329179347398936
AT2G21810,Unmethylated,proximal,0.960633896280261
AT2G21820,Unmethylated,unclassified,0.772641044624456
AT2G21830,Unmethylated,unclassified,0.293064010764785
AT2G21840,Unmethylated,tandem,0.71944107128837
AT2G21850,Unmethylated,tandem,0.438778261849167
AT2G21860,Unclassified,unclassified,0.184918175523962
AT2G21870,Unclassified,unclassified,0.0861624294088982
AT2G21880,Unclassified,dispersed,0.447080227077181
AT2G21890,Unmethylated,transposed,0.664762797247579
AT2G21900,Unmethylated,unclassified,0.921599639512428
AT2G21910,Unmethylated,wgd,0.911709565552685
AT2G21920,Unclassified,dispersed,0.895038355638395
AT2G21930,teM,transposed,0.743170292520478
AT2G21940,Unclassified,wgd,0.260758816068374
AT2G21950,Unmethylated,wgd,0.203642716787565
AT2G21960,Unclassified,unclassified,0.233368590098855
AT2G21970,Unmethylated,unclassified,0.229390997627401
AT2G21980,Unmethylated,unclassified,0.952093866163941
AT2G21990,Unmethylated,wgd,0.800034539430061
AT2G22000,Unmethylated,unclassified,0.35603081319606
AT2G22010,gbM,unclassified,0.211953987673517
AT2G22030,Unmethylated,unclassified,0.909572152088283
AT2G22040,Unmethylated,dispersed,0.787316569180259
AT2G22050,Unclassified,unclassified,0.856539396492723
AT2G22055,Unmethylated,dispersed,0.789983432187223
AT2G22060,Unmethylated,unclassified,0.857613081847062
AT2G22070,gbM,unclassified,0.236387213130786
AT2G22080,Unclassified,unclassified,0.208743925537007
AT2G22088,Unmethylated,unclassified,0.289000880932902
AT2G22090,Unmethylated,proximal,0.184450122614591
AT2G22100,Unmethylated,proximal,0.193815273158401
AT2G22120,gbM,unclassified,0.0853733901401911
AT2G22121,Unmethylated,dispersed,0.904408277400668
AT2G22122,Unmethylated,unclassified,0.494776624498534
AT2G22125,gbM,unclassified,0.132499081906954
AT2G22140,Unmethylated,dispersed,0.345295443923308
AT2G22145,Unmethylated,tandem,0.902681313833699
AT2G22155,Unmethylated,tandem,0.898915015633648
AT2G22160,teM,unclassified,0.947886234392831
AT2G22170,Unmethylated,wgd,0.334083317879636
AT2G22180,Unmethylated,wgd,0.815427234058283
AT2G22190,Unmethylated,wgd,0.393749596268795
AT2G22200,Unmethylated,wgd,0.577860613800379
AT2G22230,Unmethylated,wgd,0.196890858249568
AT2G22240,Unclassified,wgd,0.420023769814559
AT2G22241,Unmethylated,unclassified,0.988278535625041
AT2G22250,Unclassified,unclassified,0.1989134126221
AT2G22260,Unclassified,unclassified,0.219091200003217
AT2G22270,Unclassified,unclassified,0.122750057798254
AT2G22290,Unclassified,wgd,0.858367432921285
AT2G22300,gbM,transposed,0.166551192456794
AT2G22310,Unclassified,wgd,0.114665321786996
AT2G22320,Unclassified,unclassified,0.936217435174889
AT2G22330,Unmethylated,wgd,0.482887687130857
AT2G22340,Unmethylated,unclassified,0.825474095936835
AT2G22345,Unmethylated,dispersed,0.978556312976408
AT2G22360,gbM,wgd,0.213946545252733
AT2G22370,Unclassified,unclassified,0.183818249232446
AT2G22400,gbM,wgd,0.110766728904428
AT2G22410,Unclassified,unclassified,0.202516576836846
AT2G22420,Unmethylated,unclassified,0.314239320168324
AT2G22425,Unmethylated,wgd,0.147914148384118
AT2G22426,Unmethylated,unclassified,0.806368930225846
AT2G22430,Unmethylated,wgd,0.143259592355185
AT2G22440,teM,dispersed,0.924814973717503
AT2G22450,Unclassified,dispersed,0.232167100574065
AT2G22460,Unmethylated,wgd,0.649624558420561
AT2G22465,Unmethylated,unclassified,NA
AT2G22470,Unmethylated,wgd,0.5000252704542
AT2G22475,Unmethylated,wgd,0.266337161146462
AT2G22480,Unclassified,unclassified,0.127281202795672
AT2G22490,Unmethylated,wgd,0.200901899566814
AT2G22500,Unmethylated,transposed,0.25903874257602
AT2G22510,Unmethylated,wgd,0.724563827461985
AT2G22520,Unmethylated,unclassified,0.965862900242203
AT2G22530,Unclassified,unclassified,0.103069194329153
AT2G22540,Unmethylated,dispersed,0.368367894818781
AT2G22560,gbM,wgd,0.425453281326336
AT2G22570,Unmethylated,unclassified,0.165610155218176
AT2G22590,Unmethylated,wgd,0.658427697996193
AT2G22600,Unmethylated,transposed,0.533083943973176
AT2G22610,Unmethylated,unclassified,0.293716156406587
AT2G22620,Unclassified,wgd,0.437962956411394
AT2G22630,Unmethylated,wgd,0.837091152828999
AT2G22640,Unclassified,unclassified,0.203067233019655
AT2G22650,gbM,unclassified,0.233658771924754
AT2G22660,Unmethylated,wgd,0.139186838985111
AT2G22670,gbM,wgd,0.152449191087685
AT2G22680,Unmethylated,wgd,0.310408268102838
AT2G22690,Unclassified,wgd,0.316214077835911
AT2G22720,gbM,wgd,0.209783327311728
AT2G22730,Unclassified,wgd,0.220377192288661
AT2G22740,gbM,dispersed,0.308781249164938
AT2G22750,Unmethylated,wgd,0.890998411673589
AT2G22760,Unmethylated,tandem,0.720684309823732
AT2G22770,Unmethylated,tandem,0.52394352616302
AT2G22780,gbM,dispersed,0.244742164978364
AT2G22790,Unmethylated,unclassified,0.346187636795259
AT2G22795,Unclassified,wgd,0.255779992113436
AT2G22800,Unmethylated,wgd,0.494507445927275
AT2G22805,Unmethylated,tandem,0.88367156782341
AT2G22807,Unmethylated,tandem,0.933764987386821
AT2G22810,Unmethylated,wgd,0.799429739670398
AT2G22820,Unmethylated,unclassified,0.657837823091092
AT2G22830,Unclassified,wgd,0.250424309955462
AT2G22840,gbM,wgd,0.283915773132889
AT2G22850,Unmethylated,wgd,0.325476368170769
AT2G22860,Unmethylated,wgd,0.621469825299274
AT2G22870,Unmethylated,unclassified,0.16433483375115
AT2G22880,Unclassified,wgd,NA
AT2G22890,Unmethylated,dispersed,0.41303531442649
AT2G22900,Unmethylated,wgd,0.228044948143407
AT2G22905,Unmethylated,unclassified,0.518924556949283
AT2G22910,gbM,wgd,0.203435016388965
AT2G22920,Unmethylated,proximal,0.369695265429424
AT2G22930,Unclassified,transposed,0.608651965198102
AT2G22940,teM,unclassified,0.974797935265248
AT2G22941,Unmethylated,unclassified,0.931618665467111
AT2G22942,Unmethylated,unclassified,0.799101245923398
AT2G22950,Unclassified,wgd,0.820487149940921
AT2G22960,Unmethylated,unclassified,0.838612365975804
AT2G22970,Unmethylated,tandem,0.259535354946142
AT2G22980,Unmethylated,tandem,0.33830506650171
AT2G22990,Unmethylated,tandem,0.291499220296856
AT2G23000,Unmethylated,tandem,0.331647144845269
AT2G23010,Unmethylated,tandem,0.544284962613122
AT2G23030,Unmethylated,transposed,0.740415053481441
AT2G23050,Unmethylated,wgd,0.725663880820798
AT2G23060,Unmethylated,wgd,0.583618653029171
AT2G23067,Unmethylated,unclassified,0.988158450954477
AT2G23070,Unclassified,unclassified,0.276770135917143
AT2G23080,Unclassified,wgd,0.151174471300758
AT2G23090,gbM,unclassified,0.168426363410396
AT2G23093,Unclassified,unclassified,0.146185583403464
AT2G23096,Unclassified,dispersed,0.606748870038191
AT2G23100,Unmethylated,wgd,0.358970412985408
AT2G23110,Unmethylated,tandem,0.844307040943934
AT2G23118,Unmethylated,unclassified,NA
AT2G23120,Unmethylated,tandem,0.20308944291514
AT2G23130,Unmethylated,wgd,0.347080507644551
AT2G23140,gbM,wgd,0.204810877475882
AT2G23142,teM,tandem,0.893134547145533
AT2G23148,teM,tandem,0.828916708803686
AT2G23150,Unclassified,wgd,0.340539255935577
AT2G23160,Unmethylated,transposed,0.885832698197573
AT2G23170,Unmethylated,wgd,0.509084317558189
AT2G23180,Unmethylated,transposed,0.356329420325406
AT2G23190,Unclassified,wgd,0.717711863978077
AT2G23200,Unclassified,dispersed,0.301352224195998
AT2G23210,Unmethylated,proximal,0.742868533389182
AT2G23220,Unmethylated,proximal,0.901319988801085
AT2G23230,Unmethylated,transposed,0.916587842499841
AT2G23240,Unmethylated,dispersed,0.892090377232332
AT2G23250,Unmethylated,unclassified,0.905162284380143
AT2G23260,Unmethylated,tandem,0.811631269194302
AT2G23270,Unmethylated,wgd,0.888337049254229
AT2G23290,Unmethylated,wgd,0.218062167525981
AT2G23300,Unmethylated,wgd,0.323921969042886
AT2G23310,Unclassified,unclassified,0.202418562435282
AT2G23320,Unmethylated,transposed,0.315472531080275
AT2G23321,NA,unclassified,0.791440504736503
AT2G23340,Unmethylated,wgd,0.313054486867891
AT2G23348,Unclassified,unclassified,0.329839875740608
AT2G23350,gbM,dispersed,0.106050109133792
AT2G23360,gbM,dispersed,0.280528054309711
AT2G23370,gbM,dispersed,0.106605490865223
AT2G23380,gbM,unclassified,0.226543570198768
AT2G23390,gbM,unclassified,0.136395884117917
AT2G23400,Unclassified,tandem,0.92064670922076
AT2G23410,Unmethylated,tandem,0.833184940938121
AT2G23420,Unclassified,wgd,0.238688031512783
AT2G23430,Unmethylated,transposed,0.326040449023503
AT2G23440,Unmethylated,unclassified,0.943408796721007
AT2G23445,Unmethylated,unclassified,0.901873357227551
AT2G23450,Unmethylated,unclassified,0.35632527409163
AT2G23460,gbM,dispersed,0.218838943444197
AT2G23470,Unclassified,unclassified,0.191056879314784
AT2G23510,Unmethylated,dispersed,0.819060638141854
AT2G23520,gbM,wgd,0.115569966916447
AT2G23530,Unclassified,wgd,0.430897155382941
AT2G23540,Unclassified,wgd,0.668496269437031
AT2G23550,gbM,wgd,0.567828571237481
AT2G23560,Unmethylated,tandem,0.43728206307774
AT2G23570,Unmethylated,tandem,0.860302797469884
AT2G23580,Unmethylated,tandem,0.827011462495239
AT2G23590,Unmethylated,tandem,0.517727485233127
AT2G23600,Unmethylated,tandem,0.344467546057714
AT2G23610,Unmethylated,tandem,0.300626297280678
AT2G23620,Unmethylated,tandem,0.716326639079628
AT2G23630,Unclassified,wgd,0.905108569622358
AT2G23640,Unmethylated,unclassified,0.915661154689128
AT2G23660,Unclassified,unclassified,0.854328232536412
AT2G23670,Unmethylated,unclassified,0.233838838843502
AT2G23680,Unmethylated,wgd,0.624916978699926
AT2G23690,Unmethylated,wgd,0.347455685979206
AT2G23700,gbM,unclassified,0.210368990584178
AT2G23740,gbM,unclassified,0.0777762124190265
AT2G23755,Unmethylated,unclassified,0.177473869223596
AT2G23760,Unmethylated,dispersed,0.288984071378586
AT2G23770,Unmethylated,unclassified,0.490921981477131
AT2G23780,Unclassified,dispersed,0.14735072404096
AT2G23790,Unmethylated,unclassified,0.329880450051565
AT2G23800,Unmethylated,unclassified,0.79515118949784
AT2G23810,Unmethylated,wgd,0.221714218171924
AT2G23820,Unclassified,unclassified,0.186761947957077
AT2G23830,Unmethylated,dispersed,0.873612338519352
AT2G23834,Unmethylated,unclassified,0.896581716265768
AT2G23840,Unmethylated,unclassified,0.346159559484798
AT2G23890,Unclassified,unclassified,0.181594860727349
AT2G23900,Unmethylated,transposed,0.772626609085195
AT2G23910,Unmethylated,wgd,0.370845105896259
AT2G23930,Unclassified,dispersed,0.199603915503815
AT2G23940,Unmethylated,wgd,0.156772637518944
AT2G23945,gbM,dispersed,0.759209176392434
AT2G23950,Unclassified,wgd,0.17369109520559
AT2G23960,Unmethylated,wgd,0.775523928092931
AT2G23970,Unclassified,tandem,0.685843881003249
AT2G23980,gbM,wgd,0.148496412243488
AT2G23985,Unmethylated,unclassified,0.390130148861339
AT2G23987,Unmethylated,unclassified,0.947058605771005
AT2G23990,Unmethylated,wgd,0.750666894301108
AT2G24000,Unmethylated,wgd,0.913689192663019
AT2G24010,Unclassified,tandem,0.516240157047281
AT2G24020,Unclassified,wgd,0.177187837859113
AT2G24030,Unmethylated,unclassified,0.576036700794568
AT2G24040,Unmethylated,wgd,0.291425343203389
AT2G24050,gbM,wgd,0.131472064088931
AT2G24060,Unclassified,wgd,0.205003743780459
AT2G24070,gbM,wgd,0.486191715812519
AT2G24080,Unmethylated,transposed,0.933157832022099
AT2G24090,Unmethylated,unclassified,0.196954470610349
AT2G24100,gbM,wgd,0.32759198001134
AT2G24120,gbM,unclassified,0.239834880284126
AT2G24130,Unmethylated,unclassified,0.801612103898996
AT2G24140,Unclassified,wgd,0.492297648728315
AT2G24150,Unmethylated,wgd,0.223665100368995
AT2G24170,Unclassified,transposed,0.312009151810007
AT2G24180,Unmethylated,transposed,0.233946433058231
AT2G24190,Unmethylated,transposed,0.252628421901663
AT2G24195,Unmethylated,dispersed,0.814351403423541
AT2G24200,Unclassified,wgd,0.122290672340526
AT2G24205,teM,dispersed,0.836982449488726
AT2G24210,Unmethylated,unclassified,0.781751372240078
AT2G24220,Unclassified,unclassified,0.268376732463912
AT2G24230,gbM,unclassified,0.154236291689102
AT2G24240,Unmethylated,wgd,0.347076729536077
AT2G24250,gbM,tandem,0.153322489074804
AT2G24255,Unmethylated,tandem,0.805292257090826
AT2G24260,Unmethylated,wgd,0.341047045302358
AT2G24270,Unmethylated,unclassified,0.173544165062112
AT2G24280,Unclassified,unclassified,0.26696630782786
AT2G24285,Unmethylated,dispersed,0.687560652225612
AT2G24290,Unclassified,wgd,0.147980320616729
AT2G24300,gbM,wgd,0.488356306267542
AT2G24310,Unmethylated,unclassified,0.426749339471855
AT2G24320,Unmethylated,wgd,0.835363264070768
AT2G24330,gbM,wgd,0.135891324573521
AT2G24340,teM,unclassified,0.920552989546128
AT2G24350,Unclassified,unclassified,0.264781072523854
AT2G24360,Unmethylated,wgd,0.105412272217854
AT2G24370,Unmethylated,wgd,0.791841072469501
AT2G24390,Unmethylated,wgd,0.166470399181921
AT2G24395,Unmethylated,unclassified,0.220088442529165
AT2G24400,Unclassified,wgd,0.791686244237457
AT2G24410,Unmethylated,dispersed,0.934408217224587
AT2G24420,Unclassified,wgd,0.107021921889917
AT2G24430,Unclassified,unclassified,0.81401871227667
AT2G24440,Unclassified,wgd,0.274539107179965
AT2G24450,Unclassified,wgd,0.988881992472253
AT2G24460,Unmethylated,proximal,0.931168773938113
AT2G24470,Unmethylated,dispersed,0.978031953173878
AT2G24480,Unmethylated,proximal,0.988446950966348
AT2G24490,Unmethylated,dispersed,0.254793057007007
AT2G24500,Unmethylated,wgd,0.184743582367493
AT2G24510,Unmethylated,dispersed,0.952449793011366
AT2G24520,Unclassified,transposed,0.15240660092598
AT2G24530,gbM,wgd,0.121700153701924
AT2G24535,Unclassified,unclassified,0.556270213322142
AT2G24540,Unmethylated,unclassified,0.446026461153511
AT2G24550,Unmethylated,wgd,0.345676706115341
AT2G24560,Unclassified,transposed,0.819446649017528
AT2G24570,Unmethylated,wgd,0.194889456987506
AT2G24580,Unmethylated,unclassified,0.476408333171048
AT2G24590,Unclassified,unclassified,0.0964355436895761
AT2G24600,Unmethylated,dispersed,0.447685325116041
AT2G24610,Unmethylated,dispersed,0.731056298096569
AT2G24615,Unmethylated,proximal,0.947190843715738
AT2G24617,Unmethylated,unclassified,0.95372069833885
AT2G24620,Unmethylated,dispersed,0.930244567491324
AT2G24625,Unclassified,proximal,NA
AT2G24630,Unclassified,wgd,0.202019254413219
AT2G24640,gbM,dispersed,0.168253369882557
AT2G24645,Unmethylated,wgd,0.343370122498269
AT2G24650,gbM,tandem,0.0867701736282318
AT2G24670,Unmethylated,transposed,0.961897209557578
AT2G24680,Unclassified,tandem,0.370581473188786
AT2G24681,Unmethylated,tandem,0.66411343338284
AT2G24683,Unmethylated,unclassified,0.710851325482298
AT2G24690,gbM,proximal,0.0949379901414133
AT2G24692,Unmethylated,transposed,0.631924463263029
AT2G24693,Unmethylated,dispersed,0.780024215270934
AT2G24696,Unmethylated,tandem,0.812383584080171
AT2G24700,Unmethylated,tandem,0.56802636080038
AT2G24710,teM,wgd,0.91413960190729
AT2G24720,Unclassified,tandem,0.916318265632637
AT2G24740,Unmethylated,dispersed,0.701860665861073
AT2G24762,Unmethylated,wgd,0.321179463179931
AT2G24765,Unclassified,unclassified,0.197883516693968
AT2G24780,teM,unclassified,0.931476016597767
AT2G24790,Unmethylated,wgd,0.117087751531615
AT2G24800,Unmethylated,wgd,0.765557366741597
AT2G24810,Unmethylated,unclassified,0.855197297986603
AT2G24820,Unclassified,unclassified,0.189244153841756
AT2G24830,gbM,unclassified,0.263040609151752
AT2G24840,Unmethylated,dispersed,0.862347750939741
AT2G24850,Unmethylated,transposed,0.655406089722488
AT2G24860,Unmethylated,unclassified,0.199983331894622
AT2G24870,teM,unclassified,0.634927759418506
AT2G24880,teM,transposed,0.877738810387285
AT2G24940,Unmethylated,unclassified,0.217846202347854
AT2G24945,teM,dispersed,0.217557969683115
AT2G24950,Unmethylated,dispersed,0.859369766819981
AT2G24960,gbM,dispersed,0.214738236170964
AT2G24970,Unmethylated,unclassified,0.353711636250342
AT2G24980,teM,dispersed,0.879091936358398
AT2G24990,gbM,dispersed,0.159855272357336
AT2G25000,Unmethylated,wgd,0.39186811345992
AT2G25010,gbM,dispersed,0.114593917825009
AT2G25050,teM,unclassified,0.176821537718188
AT2G25055,Unmethylated,unclassified,0.372833811797706
AT2G25060,Unmethylated,wgd,0.32959056812441
AT2G25070,gbM,wgd,0.107690658279906
AT2G25080,Unmethylated,wgd,0.2068471013718
AT2G25090,Unmethylated,wgd,0.643829152988893
AT2G25100,Unclassified,unclassified,0.141526186766169
AT2G25110,Unmethylated,unclassified,0.158028320935564
AT2G25120,Unmethylated,dispersed,0.843738152985195
AT2G25125,Unmethylated,dispersed,NA
AT2G25130,Unmethylated,wgd,0.597660446815584
AT2G25140,gbM,unclassified,0.368175714019678
AT2G25150,Unmethylated,dispersed,0.683892682057554
AT2G25160,teM,unclassified,0.922841237468045
AT2G25169,Unmethylated,unclassified,0.390671917848769
AT2G25170,gbM,wgd,0.0655604820165524
AT2G25180,gbM,wgd,0.137067650033727
AT2G25185,Unmethylated,dispersed,0.836577828491059
AT2G25190,Unmethylated,wgd,0.160483575995867
AT2G25200,Unmethylated,wgd,0.525947059349529
AT2G25210,Unmethylated,unclassified,0.272166759165284
AT2G25215,Unmethylated,unclassified,0.924305880695458
AT2G25220,Unmethylated,wgd,0.395279996335427
AT2G25230,Unmethylated,transposed,0.863629175668004
AT2G25240,Unclassified,dispersed,0.825797700970485
AT2G25250,Unmethylated,wgd,0.199422023252066
AT2G25260,Unmethylated,wgd,0.603762301377884
AT2G25270,teM,transposed,0.272219095562692
AT2G25280,Unclassified,unclassified,0.0880504219750088
AT2G25290,gbM,wgd,0.39546736270486
AT2G25295,Unmethylated,unclassified,0.83922830392034
AT2G25297,Unmethylated,dispersed,0.810434602864924
AT2G25300,Unclassified,wgd,0.186944246481221
AT2G25305,Unmethylated,dispersed,0.888570231328758
AT2G25310,Unclassified,wgd,0.125575284165484
AT2G25312,Unmethylated,dispersed,0.907984646277963
AT2G25320,Unclassified,tandem,0.135312198852851
AT2G25330,Unmethylated,tandem,0.70223875089123
AT2G25340,Unmethylated,wgd,0.944504738479498
AT2G25344,Unmethylated,dispersed,0.948786905850709
AT2G25350,Unclassified,wgd,0.19707278043092
AT2G25355,Unmethylated,wgd,0.225464765013862
AT2G25360,Unmethylated,tandem,0.887388359172233
AT2G25370,teM,tandem,0.912369737693922
AT2G25409,Unmethylated,unclassified,0.993310115617656
AT2G25410,teM,dispersed,0.934109417082103
AT2G25420,Unclassified,unclassified,0.152742991679093
AT2G25430,gbM,wgd,0.105708984951378
AT2G25440,Unmethylated,transposed,0.826535159554388
AT2G25450,Unmethylated,transposed,0.370906007610728
AT2G25460,Unmethylated,dispersed,0.481015798019717
AT2G25470,Unmethylated,dispersed,0.779225313726721
AT2G25480,Unmethylated,wgd,0.173194190510734
AT2G25482,Unmethylated,dispersed,0.803172254874233
AT2G25490,Unclassified,dispersed,0.155835688667017
AT2G25500,Unclassified,dispersed,0.903370730598436
AT2G25510,Unmethylated,unclassified,0.462480675203991
AT2G25520,Unmethylated,wgd,0.159984875455399
AT2G25530,Unclassified,unclassified,0.453267903465438
AT2G25540,Unmethylated,wgd,0.580024984864715
AT2G25560,gbM,dispersed,0.283867448137972
AT2G25565,Unmethylated,unclassified,0.837059524648517
AT2G25570,Unmethylated,unclassified,0.122232485505703
AT2G25580,Unclassified,wgd,0.127903269971326
AT2G25590,Unclassified,dispersed,0.177290214861874
AT2G25600,Unmethylated,wgd,0.760855286366686
AT2G25605,Unmethylated,unclassified,0.221349020154852
AT2G25610,Unmethylated,wgd,0.210709962579074
AT2G25620,Unclassified,unclassified,0.190973935179213
AT2G25625,Unmethylated,unclassified,0.536084864613563
AT2G25630,teM,dispersed,0.869206390237156
AT2G25640,gbM,wgd,0.182255974035006
AT2G25650,Unclassified,transposed,0.13656260054178
AT2G25660,gbM,unclassified,0.0934494902660717
AT2G25670,Unmethylated,wgd,0.091154611023347
